candidate,line_role,lookback,r2_threshold,r2_label,switch_buffer,buffer_label,entry_fraction,entry_label,momentum_decay_enabled,decay_ratio_threshold,recovery_ratio_threshold,confirm_days,derisk_scale,decay_label,segment,window,end,start,rows,ann_return,ann_vol,max_dd,sharpe_repo,cash_days,trades,cost_total,turnover_total,holding_day_ratio,avg_holding_fraction,avg_exposure_effective,avg_final_exposure,avg_decay_multiplier_effective,avg_decay_multiplier_next,decay_day_ratio,trigger_count,recovery_count,reason
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c1_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,1.0,0.0,decay_0p45_rec_0p85_c1_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.07247785958417152,0.16292807704339832,-0.1934996344487353,0.5111039068149784,1059.0,517.0,0.29753844162145704,297.5384416214571,0.5645559210526315,0.5621916118421053,0.5297080592105263,0.5301192434210527,0.9679276315789473,0.9679276315789473,0.032072368421052634,19.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c1_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,1.0,0.0,decay_0p45_rec_0p85_c1_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c1_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,1.0,0.0,decay_0p45_rec_0p85_c1_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.06242660869567751,0.1547018313471539,-0.1934996344487354,0.4691601785548101,555.0,276.0,0.1537697261747168,153.7697261747168,0.5595238095238095,0.5714285714285714,0.5238095238095238,0.5238095238095238,0.9523809523809523,0.9523809523809523,0.047619047619047616,10.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c1_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,1.0,0.0,decay_0p45_rec_0p85_c1_scale_0p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.0575027636477059,0.15312600540717114,-0.1934996344487353,0.44218874576884387,350.0,156.0,0.08189023953303455,81.89023953303455,0.5370370370370371,0.542989417989418,0.5029761904761905,0.5033068783068783,0.9603174603174603,0.9603174603174603,0.03968253968253968,6.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c1_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,1.0,0.0,decay_0p45_rec_0p85_c1_scale_0p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.04856598438759918,0.13070701012784441,-0.1934996344487354,-0.31476350638107126,117.0,61.0,0.028552346252940786,28.552346252940783,0.5357142857142857,0.5069444444444444,0.49107142857142855,0.49503968253968256,0.9880952380952381,0.9880952380952381,0.011904761904761904,2.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c1_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,1.0,0.5,decay_0p45_rec_0p85_c1_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.08751561958559662,0.16413091706654764,-0.19349963444873564,0.5934180016805402,981.0,581.0,0.29774230652178657,297.74230652178653,0.5966282894736842,0.5621916118421053,0.5457442434210527,0.546155427631579,0.9839638157894737,0.9839638157894737,0.032072368421052634,19.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c1_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,1.0,0.5,decay_0p45_rec_0p85_c1_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c1_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,1.0,0.5,decay_0p45_rec_0p85_c1_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08024571016611848,0.15675752329648243,-0.19349963444873564,0.5711858359326037,495.0,328.0,0.15393158827454212,153.9315882745421,0.6071428571428571,0.5714285714285714,0.5476190476190477,0.5476190476190477,0.9761904761904762,0.9761904761904762,0.047619047619047616,10.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c1_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,1.0,0.5,decay_0p45_rec_0p85_c1_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.06926562632107669,0.1536668649420502,-0.1934996344487354,0.5131746072034223,320.0,181.0,0.08193545391592932,81.93545391592932,0.5767195767195767,0.542989417989418,0.5228174603174603,0.5231481481481481,0.9801587301587301,0.9801587301587301,0.03968253968253968,6.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c1_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,1.0,0.5,decay_0p45_rec_0p85_c1_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.04198581164284321,0.1312600363365278,-0.1934996344487352,-0.26038838917151497,114.0,63.0,0.02855576119631162,28.555761196311614,0.5476190476190477,0.5069444444444444,0.49702380952380953,0.5009920634920635,0.9940476190476191,0.9940476190476191,0.011904761904761904,2.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c1_scale_0p75,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,1.0,0.75,decay_0p45_rec_0p85_c1_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.09495753168557663,0.16568284129794733,-0.1934996344487354,0.6305749035951241,981.0,581.0,0.29769107203549294,297.691072035493,0.5966282894736842,0.5621916118421053,0.5537623355263158,0.5541735197368421,0.9919819078947368,0.9919819078947368,0.032072368421052634,19.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c1_scale_0p75,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,1.0,0.75,decay_0p45_rec_0p85_c1_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c1_scale_0p75,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,1.0,0.75,decay_0p45_rec_0p85_c1_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08902274566639234,0.15934188895574422,-0.19349963444873552,0.6152817601803895,495.0,328.0,0.15389096674629238,153.8909667462924,0.6071428571428571,0.5714285714285714,0.5595238095238095,0.5595238095238095,0.9880952380952381,0.9880952380952381,0.047619047619047616,10.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c1_scale_0p75,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,1.0,0.75,decay_0p45_rec_0p85_c1_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07513301863865673,0.15438492734431272,-0.1934996344487353,0.5469561044259993,320.0,181.0,0.08192409071526607,81.92409071526606,0.5767195767195767,0.542989417989418,0.5327380952380952,0.533068783068783,0.9900793650793651,0.9900793650793651,0.03968253968253968,6.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c1_scale_0p75,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,1.0,0.75,decay_0p45_rec_0p85_c1_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.038723730207967266,0.13192890525874346,-0.1934996344487353,-0.23264655482281135,114.0,63.0,0.02855488313027542,28.554883130275417,0.5476190476190477,0.5069444444444444,0.5,0.503968253968254,0.9970238095238095,0.9970238095238095,0.011904761904761904,2.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c3_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,3.0,0.0,decay_0p45_rec_0p85_c3_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.09822024016020126,0.1644773094605429,-0.19349963444873575,0.652072979022583,1029.0,510.0,0.29753844162145704,297.5384416214571,0.576891447368421,0.5621916118421053,0.5420435855263158,0.5424547697368421,0.9802631578947368,0.9802631578947368,0.019736842105263157,7.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c3_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,3.0,0.0,decay_0p45_rec_0p85_c3_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c3_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,3.0,0.0,decay_0p45_rec_0p85_c3_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08741605561345178,0.1562962147743718,-0.1934996344487353,0.614737457572047,539.0,273.0,0.1537697261747168,153.7697261747168,0.5722222222222222,0.5714285714285714,0.5365079365079365,0.5365079365079365,0.9650793650793651,0.9650793650793651,0.03492063492063492,4.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c3_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,3.0,0.0,decay_0p45_rec_0p85_c3_scale_0p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07338904056397211,0.15429463120614886,-0.19349963444873497,0.5366530051293851,341.0,154.0,0.08189023953303455,81.89023953303455,0.548941798941799,0.542989417989418,0.5148809523809523,0.5152116402116402,0.9722222222222222,0.9722222222222222,0.027777777777777776,2.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c3_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,3.0,0.0,decay_0p45_rec_0p85_c3_scale_0p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.03548031700663079,0.13285505880292586,-0.19349963444873575,-0.20476626514675245,114.0,60.0,0.028552346252940793,28.552346252940783,0.5476190476190477,0.5069444444444444,0.5029761904761905,0.5069444444444444,1.0,1.0,0.0,0.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c3_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,3.0,0.5,decay_0p45_rec_0p85_c3_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.10041990765722009,0.16533032280941848,-0.1934996344487353,0.6616669198915147,981.0,552.0,0.2976715549025162,297.67155490251616,0.5966282894736842,0.5621916118421053,0.5519120065789473,0.5523231907894737,0.9901315789473685,0.9901315789473685,0.019736842105263157,7.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c3_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,3.0,0.5,decay_0p45_rec_0p85_c3_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c3_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,3.0,0.5,decay_0p45_rec_0p85_c3_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.0928093274866697,0.15797917494562083,-0.1934996344487352,0.6411912152834892,495.0,313.0,0.15389955331811384,153.89955331811382,0.6071428571428571,0.5714285714285714,0.553968253968254,0.553968253968254,0.9825396825396825,0.9825396825396825,0.03492063492063492,4.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c3_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,3.0,0.5,decay_0p45_rec_0p85_c3_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07721939839477265,0.1545710213034025,-0.19349963444873486,0.5590221011482547,320.0,173.0,0.08192129650910568,81.92129650910567,0.5767195767195767,0.542989417989418,0.5287698412698413,0.5291005291005291,0.9861111111111112,0.9861111111111112,0.027777777777777776,2.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c3_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,3.0,0.5,decay_0p45_rec_0p85_c3_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.03548031700663079,0.13285505880292586,-0.19349963444873575,-0.20476626514675245,114.0,60.0,0.028552346252940793,28.552346252940783,0.5476190476190477,0.5069444444444444,0.5029761904761905,0.5069444444444444,1.0,1.0,0.0,0.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c3_scale_0p75,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,3.0,0.75,decay_0p45_rec_0p85_c3_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.10141730581790309,0.16638451614041672,-0.19349963444873475,0.6639723074201096,981.0,552.0,0.29763824522876936,297.6382452287694,0.5966282894736842,0.5621916118421053,0.5568462171052632,0.5572574013157895,0.9950657894736842,0.9950657894736842,0.019736842105263157,7.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c3_scale_0p75,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,3.0,0.75,decay_0p45_rec_0p85_c3_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c3_scale_0p75,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,3.0,0.75,decay_0p45_rec_0p85_c3_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.09532066547940055,0.16005083714454818,-0.1934996344487353,0.6492961645412421,495.0,313.0,0.1538670627951378,153.86706279513777,0.6071428571428571,0.5714285714285714,0.5626984126984127,0.5626984126984127,0.9912698412698413,0.9912698412698413,0.03492063492063492,4.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c3_scale_0p75,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,3.0,0.75,decay_0p45_rec_0p85_c3_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.0791124397445111,0.15491560976937177,-0.1934996344487352,0.5694602464899184,320.0,173.0,0.08191352394758025,81.91352394758025,0.5767195767195767,0.542989417989418,0.5357142857142857,0.5360449735449735,0.9930555555555556,0.9930555555555556,0.027777777777777776,2.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p85_c3_scale_0p75,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.85,3.0,0.75,decay_0p45_rec_0p85_c3_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.03548031700663079,0.13285505880292586,-0.19349963444873575,-0.20476626514675245,114.0,60.0,0.028552346252940793,28.552346252940783,0.5476190476190477,0.5069444444444444,0.5029761904761905,0.5069444444444444,1.0,1.0,0.0,0.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c1_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,1.0,0.0,decay_0p45_rec_0p95_c1_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.07247785958417152,0.16292807704339832,-0.1934996344487353,0.5111039068149784,1059.0,517.0,0.29753844162145704,297.5384416214571,0.5645559210526315,0.5621916118421053,0.5297080592105263,0.5301192434210527,0.9679276315789473,0.9679276315789473,0.032072368421052634,19.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c1_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,1.0,0.0,decay_0p45_rec_0p95_c1_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c1_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,1.0,0.0,decay_0p45_rec_0p95_c1_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.06242660869567751,0.1547018313471539,-0.1934996344487354,0.4691601785548101,555.0,276.0,0.1537697261747168,153.7697261747168,0.5595238095238095,0.5714285714285714,0.5238095238095238,0.5238095238095238,0.9523809523809523,0.9523809523809523,0.047619047619047616,10.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c1_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,1.0,0.0,decay_0p45_rec_0p95_c1_scale_0p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.0575027636477059,0.15312600540717114,-0.1934996344487353,0.44218874576884387,350.0,156.0,0.08189023953303455,81.89023953303455,0.5370370370370371,0.542989417989418,0.5029761904761905,0.5033068783068783,0.9603174603174603,0.9603174603174603,0.03968253968253968,6.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c1_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,1.0,0.0,decay_0p45_rec_0p95_c1_scale_0p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.04856598438759918,0.13070701012784441,-0.1934996344487354,-0.31476350638107126,117.0,61.0,0.028552346252940786,28.552346252940783,0.5357142857142857,0.5069444444444444,0.49107142857142855,0.49503968253968256,0.9880952380952381,0.9880952380952381,0.011904761904761904,2.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c1_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,1.0,0.5,decay_0p45_rec_0p95_c1_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.08751561958559662,0.16413091706654764,-0.19349963444873564,0.5934180016805402,981.0,581.0,0.29774230652178657,297.74230652178653,0.5966282894736842,0.5621916118421053,0.5457442434210527,0.546155427631579,0.9839638157894737,0.9839638157894737,0.032072368421052634,19.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c1_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,1.0,0.5,decay_0p45_rec_0p95_c1_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c1_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,1.0,0.5,decay_0p45_rec_0p95_c1_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08024571016611848,0.15675752329648243,-0.19349963444873564,0.5711858359326037,495.0,328.0,0.15393158827454212,153.9315882745421,0.6071428571428571,0.5714285714285714,0.5476190476190477,0.5476190476190477,0.9761904761904762,0.9761904761904762,0.047619047619047616,10.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c1_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,1.0,0.5,decay_0p45_rec_0p95_c1_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.06926562632107669,0.1536668649420502,-0.1934996344487354,0.5131746072034223,320.0,181.0,0.08193545391592932,81.93545391592932,0.5767195767195767,0.542989417989418,0.5228174603174603,0.5231481481481481,0.9801587301587301,0.9801587301587301,0.03968253968253968,6.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c1_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,1.0,0.5,decay_0p45_rec_0p95_c1_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.04198581164284321,0.1312600363365278,-0.1934996344487352,-0.26038838917151497,114.0,63.0,0.02855576119631162,28.555761196311614,0.5476190476190477,0.5069444444444444,0.49702380952380953,0.5009920634920635,0.9940476190476191,0.9940476190476191,0.011904761904761904,2.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c1_scale_0p75,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,1.0,0.75,decay_0p45_rec_0p95_c1_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.09495753168557663,0.16568284129794733,-0.1934996344487354,0.6305749035951241,981.0,581.0,0.29769107203549294,297.691072035493,0.5966282894736842,0.5621916118421053,0.5537623355263158,0.5541735197368421,0.9919819078947368,0.9919819078947368,0.032072368421052634,19.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c1_scale_0p75,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,1.0,0.75,decay_0p45_rec_0p95_c1_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c1_scale_0p75,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,1.0,0.75,decay_0p45_rec_0p95_c1_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08902274566639234,0.15934188895574422,-0.19349963444873552,0.6152817601803895,495.0,328.0,0.15389096674629238,153.8909667462924,0.6071428571428571,0.5714285714285714,0.5595238095238095,0.5595238095238095,0.9880952380952381,0.9880952380952381,0.047619047619047616,10.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c1_scale_0p75,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,1.0,0.75,decay_0p45_rec_0p95_c1_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07513301863865673,0.15438492734431272,-0.1934996344487353,0.5469561044259993,320.0,181.0,0.08192409071526607,81.92409071526606,0.5767195767195767,0.542989417989418,0.5327380952380952,0.533068783068783,0.9900793650793651,0.9900793650793651,0.03968253968253968,6.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c1_scale_0p75,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,1.0,0.75,decay_0p45_rec_0p95_c1_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.038723730207967266,0.13192890525874346,-0.1934996344487353,-0.23264655482281135,114.0,63.0,0.02855488313027542,28.554883130275417,0.5476190476190477,0.5069444444444444,0.5,0.503968253968254,0.9970238095238095,0.9970238095238095,0.011904761904761904,2.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c3_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,3.0,0.0,decay_0p45_rec_0p95_c3_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.09822024016020126,0.1644773094605429,-0.19349963444873575,0.652072979022583,1029.0,510.0,0.29753844162145704,297.5384416214571,0.576891447368421,0.5621916118421053,0.5420435855263158,0.5424547697368421,0.9802631578947368,0.9802631578947368,0.019736842105263157,7.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c3_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,3.0,0.0,decay_0p45_rec_0p95_c3_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c3_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,3.0,0.0,decay_0p45_rec_0p95_c3_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.08741605561345178,0.1562962147743718,-0.1934996344487353,0.614737457572047,539.0,273.0,0.1537697261747168,153.7697261747168,0.5722222222222222,0.5714285714285714,0.5365079365079365,0.5365079365079365,0.9650793650793651,0.9650793650793651,0.03492063492063492,4.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c3_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,3.0,0.0,decay_0p45_rec_0p95_c3_scale_0p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.07338904056397211,0.15429463120614886,-0.19349963444873497,0.5366530051293851,341.0,154.0,0.08189023953303455,81.89023953303455,0.548941798941799,0.542989417989418,0.5148809523809523,0.5152116402116402,0.9722222222222222,0.9722222222222222,0.027777777777777776,2.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c3_scale_0p00,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,3.0,0.0,decay_0p45_rec_0p95_c3_scale_0p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.03548031700663079,0.13285505880292586,-0.19349963444873575,-0.20476626514675245,114.0,60.0,0.028552346252940793,28.552346252940783,0.5476190476190477,0.5069444444444444,0.5029761904761905,0.5069444444444444,1.0,1.0,0.0,0.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c3_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,3.0,0.5,decay_0p45_rec_0p95_c3_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.10041990765722009,0.16533032280941848,-0.1934996344487353,0.6616669198915147,981.0,552.0,0.2976715549025162,297.67155490251616,0.5966282894736842,0.5621916118421053,0.5519120065789473,0.5523231907894737,0.9901315789473685,0.9901315789473685,0.019736842105263157,7.0,0.0,
lb_32_r2_0p50_buf_1p00_entry_0p75_decay_0p45_rec_0p95_c3_scale_0p50,return_peak_watch,32,0.5,0p50,1.0,1p00,0.75,0p75,True,0.45,0.95,3.0,0.5,decay_0p45_rec_0p95_c3_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
