candidate,avg_scale,median_scale,min_scale,max_scale,cap_days_1p5,avg_realized_vol,median_realized_vol,avg_exposure_effective,zero_exposure_days
baseline_strategy_return_vol,1.1775675032193151,1.137170007210604,0.7602246529231577,1.5,97,0.21543436126434357,0.2137994704843456,0.9350953210263574,151
candidate_non_cash_asset_vol,1.044918522001392,1.0175827066647232,0.5633057335798601,1.4828620556226149,0,0.2529275178366784,0.24558499797460445,0.8302594958843084,151
