candidate,target_vol_realized_vol_input,segment,start,end,rows,ann_return,ann_vol,sharpe_repo,max_dd,total_return,avg_weight,avg_final_exposure,avg_turnover,cost_total,holding_days,holding_day_ratio,trades,cash_days,zero_exposure_days,overheat_days
baseline_strategy_return_vol,strategy_return_including_cash,full,2019-12-05,2026-06-17,1580,0.6587999362925678,0.2602495472400833,2.075245237366599,-0.1749981652410013,22.88215731876351,1.1775675032193151,0.9350953210263574,0.26249840049130246,0.4147474727762381,1429,0.9044303797468355,1413,131,151,19
baseline_strategy_return_vol,strategy_return_including_cash,last_10y,2019-12-05,2026-06-17,1580,0.6587999362925678,0.2602495472400833,2.075245237366599,-0.1749981652410013,22.88215731876351,1.1775675032193151,0.9350953210263574,0.26249840049130246,0.4147474727762381,1429,0.9044303797468355,1413,131,151,19
baseline_strategy_return_vol,strategy_return_including_cash,last_5y,2021-06-17,2026-06-17,1211,0.7934603840713403,0.25815065962494577,2.3922188015523127,-0.1749981652410011,15.562655966603593,1.2193048885972306,0.9812857326533497,0.2632929657509834,0.3188477815244259,1102,0.9099917423616846,1111,90,109,19
baseline_strategy_return_vol,strategy_return_including_cash,last_3y,2023-06-19,2026-06-17,724,0.9917834302472006,0.26185339172038746,2.7635350277810087,-0.16302525023327086,6.23981296446599,1.1582329009479553,0.9216975179829513,0.2632760065280119,0.19061182872627142,662,0.914364640883978,664,53,62,9
baseline_strategy_return_vol,strategy_return_including_cash,last_1y,2025-06-17,2026-06-17,244,1.332868216528762,0.27682647484550604,3.201721238723969,-0.12861580287089358,1.2709687185456975,1.1949359376860655,0.9297437716059305,0.2962737926425774,0.07229080540478515,221,0.9057377049180327,227,18,23,5
candidate_non_cash_asset_vol,non_cash_asset_return,full,2019-12-05,2026-06-17,1580,0.5561850500002765,0.22951025259582317,2.0421571569532313,-0.14714663740279355,15.00270802341332,1.044918522001392,0.8302594958843084,0.23227338604577946,0.36699194995233153,1429,0.9044303797468355,1405,131,151,19
candidate_non_cash_asset_vol,non_cash_asset_return,last_10y,2019-12-05,2026-06-17,1580,0.5561850500002765,0.22951025259582317,2.0421571569532313,-0.14714663740279355,15.00270802341332,1.044918522001392,0.8302594958843084,0.23227338604577946,0.36699194995233153,1429,0.9044303797468355,1405,131,151,19
candidate_non_cash_asset_vol,non_cash_asset_return,last_5y,2021-06-17,2026-06-17,1211,0.6563227908339488,0.22554274820540315,2.3505660543517757,-0.1459281521059883,10.300908674508422,1.0716052555940874,0.8658542403282815,0.2291627685182977,0.27751611267565857,1102,0.9099917423616846,1112,90,109,19
candidate_non_cash_asset_vol,non_cash_asset_return,last_3y,2023-06-19,2026-06-17,724,0.8106265170170364,0.22415635117669278,2.762019947909723,-0.13742588985956306,4.504862231259113,0.9919543530327095,0.7907632774554937,0.2226190115388877,0.16117616435415472,662,0.914364640883978,665,53,62,9
candidate_non_cash_asset_vol,non_cash_asset_return,last_1y,2025-06-17,2026-06-17,244,1.074903151599869,0.23732958258754294,3.19713789534372,-0.11628904965711351,1.0273764954497309,1.0281083669193163,0.80392261026655,0.25192802249684104,0.061470437489229215,221,0.9057377049180327,227,18,23,5
