candidate,R2_THRESHOLD,ann_return_full,ann_return_last_10y,ann_return_last_1y,ann_return_last_3y,ann_return_last_5y,max_dd_full,max_dd_last_10y,max_dd_last_1y,max_dd_last_3y,max_dd_last_5y,sharpe_repo_full,sharpe_repo_last_10y,sharpe_repo_last_1y,sharpe_repo_last_3y,sharpe_repo_last_5y,ann_vol_full,ann_vol_last_10y,ann_vol_last_1y,ann_vol_last_3y,ann_vol_last_5y,holding_day_ratio_full,holding_day_ratio_last_10y,holding_day_ratio_last_1y,holding_day_ratio_last_3y,holding_day_ratio_last_5y,decision_hint,stability_label
no_r2,,0.212660967322855,0.2061672668627954,0.6267454183783008,0.4269421871380725,0.2434587085779394,-0.3286542662050346,-0.3286542662050347,-0.1573108000364715,-0.1573108000364714,-0.3286542662050346,1.180546901049579,1.1437374602338293,2.0815522068251355,1.9432612018137407,1.2355840304862655,0.1766566143733121,0.1778319469224998,0.2491019233985213,0.1927104464308218,0.1913026180326154,0.0,0.0,0.0,0.0,0.0,exploratory,pending
r2_ge_0.00,0.0,0.212660967322855,0.2061672668627954,0.6267454183783008,0.4269421871380725,0.2434587085779394,-0.3286542662050346,-0.3286542662050347,-0.1573108000364715,-0.1573108000364714,-0.3286542662050346,1.180546901049579,1.1437374602338293,2.0815522068251355,1.9432612018137407,1.2355840304862655,0.1766566143733121,0.1778319469224998,0.2491019233985213,0.1927104464308218,0.1913026180326154,0.0,0.0,0.0,0.0,0.0,exploratory,pending
r2_ge_0.05,0.05,0.2032111576386903,0.1978807781089275,0.546778638386547,0.4130439230692286,0.270480226759775,-0.311943668176278,-0.311943668176278,-0.1653253650564786,-0.1653253650564786,-0.3119436681762781,1.1055372554299916,1.0727572401443843,1.8978819289562467,1.875111787860242,1.3247553097537867,0.182575380905141,0.1843216743330589,0.2462246296583013,0.1946923110821802,0.1952493156435151,0.0201612903225806,0.0202380952380952,0.0119047619047619,0.0145502645502645,0.0198412698412698,exploratory,pending
r2_ge_0.10,0.1,0.2090796525813993,0.2090295125443269,0.6402491916502104,0.438855196436299,0.2703463347045749,-0.3282760368666817,-0.3282760368666816,-0.153727865471432,-0.1537278654714321,-0.3282760368666817,1.1408930291195487,1.1326780718282723,2.154826932256888,1.976539422338152,1.3403842591492183,0.1809038642537234,0.1824329121273327,0.2438736610760313,0.1937811874492289,0.1924933631557047,0.0399560117302052,0.040079365079365,0.0317460317460317,0.0238095238095238,0.0325396825396825,exploratory,pending
r2_ge_0.15,0.15,0.2202204233753388,0.2174836574501468,0.5491113677209265,0.3685005397305838,0.2729491331693974,-0.279934393728241,-0.279934393728241,-0.1703400401163612,-0.1703400401163611,-0.279934393728241,1.182555507617019,1.1607691906948585,1.9239994321559497,1.70178188127241,1.3531012435288046,0.1825218824275861,0.1842990684826516,0.2432881959997589,0.1958047652449913,0.1921406158014579,0.0612170087976539,0.0611111111111111,0.0436507936507936,0.0383597883597883,0.0531746031746031,exploratory,pending
r2_ge_0.20,0.2,0.2370821416980753,0.2314095024158797,0.5714296110123547,0.3917006233800606,0.2834863153829587,-0.2512480559745815,-0.2512480559745814,-0.1529566580171222,-0.1529566580171222,-0.2512480559745813,1.2419081405131278,1.2059373442327577,2.017456566486717,1.701508079951615,1.35022944660222,0.1852204393632539,0.1872471683545747,0.2385482413916564,0.2069536501156204,0.1996873396052175,0.0832111436950146,0.0805555555555555,0.0714285714285714,0.0568783068783068,0.0714285714285714,exploratory,pending
r2_ge_0.25,0.25,0.2313086943499662,0.2253288160919422,0.5283845179506961,0.366190395633502,0.2610243905258373,-0.2289290255448588,-0.2289290255448588,-0.1723517597101437,-0.1723517597101437,-0.2289290255448588,1.2231860415284777,1.184453676400456,1.9145195796010424,1.631001891003683,1.2767458617484917,0.1840473933723307,0.186309142980999,0.2366010443756997,0.204197541613756,0.1969055383449005,0.1114369501466275,0.1079365079365079,0.0992063492063492,0.0886243386243386,0.1063492063492063,exploratory,pending
r2_ge_0.30,0.3,0.2283507012356942,0.2294130527218443,0.5016683801696995,0.3482420009400777,0.2606949463971293,-0.1674263219264258,-0.1674263219264258,-0.1618617928033942,-0.1618617928033942,-0.1674263219264258,1.2268564565223443,1.2165822596900828,1.876004970897219,1.5856962969321873,1.293660587076268,0.1810942799797122,0.1837344654271878,0.2313942624111789,0.2013135008519608,0.1936341520121615,0.1400293255131964,0.1361111111111111,0.1428571428571428,0.1256613756613756,0.1373015873015873,exploratory,pending
r2_ge_0.35,0.35,0.2144936484252939,0.2121618508501475,0.4123640757344298,0.3255101766041361,0.263090447529583,-0.1683910336286844,-0.1683910336286843,-0.1683910336286844,-0.1683910336286842,-0.1683910336286844,1.181012852197882,1.1562877447158362,1.6330035406733716,1.5176913568117705,1.324745991475791,0.178045979405488,0.1805878437063657,0.2277128858613161,0.1987843054940143,0.1899962051372185,0.1715542521994134,0.167063492063492,0.1626984126984127,0.1534391534391534,0.1698412698412698,exploratory,pending
r2_ge_0.40,0.4,0.1729315718052324,0.1766218688612311,0.3716719848376952,0.2910023847489349,0.2144984279589183,-0.1994769717093478,-0.1994769717093478,-0.1659848732108971,-0.1659848732108972,-0.1865584598076032,0.9919513983332642,0.9989260576085148,1.5362280709147913,1.402741827250043,1.1337236042937215,0.1765997022999976,0.1789325661188882,0.2221931812044296,0.1958339529893421,0.1868618598537813,0.2041788856304985,0.1992063492063492,0.2182539682539682,0.1984126984126984,0.2134920634920634,exploratory,pending
