candidate,metric,max_abs_diff
0,return,0.0
0,nav,0.0
0,turnover,0.0
0,fraction_before,0.0
0,cost,0.0
0,position_mismatch,0.0
0p2,return,0.0
0p2,nav,0.0
0p2,turnover,0.0
0p2,fraction_before,0.0
0p2,cost,0.0
0p2,position_mismatch,0.0
0p5,return,0.0
0p5,nav,0.0
0p5,turnover,0.0
0p5,fraction_before,0.0
0p5,cost,0.0
0p5,position_mismatch,0.0
