candidate,line_role,line_order,lookback,r2_threshold,r2_label,r2_execution_threshold,switch_buffer,buffer_label,entry_fraction,entry_label,momentum_decay_enabled,decay_ratio_threshold,recovery_ratio_threshold,confirm_days,derisk_scale,decay_label,segment,window,end,start,rows,ann_return,ann_vol,max_dd,sharpe_repo,cash_days,trades,cost_total,turnover_total,holding_day_ratio,avg_holding_fraction,avg_exposure_effective,avg_final_exposure,avg_decay_multiplier_effective,avg_decay_multiplier_next,decay_day_ratio,trigger_count,recovery_count,reason
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p55_rec_0p95_c3_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.55,0.95,3.0,0.75,decay_0p55_rec_0p95_c3_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.04810889062488011,0.18678492297871677,-0.268113005360072,0.34534273580247704,51.0,302.0,0.12709622123275732,127.09622123275732,0.9325396825396826,0.808531746031746,0.771494708994709,0.7724867724867724,0.9639550264550265,0.9639550264550265,0.14417989417989419,19.0,1.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p55_rec_0p95_c3_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.55,0.95,3.0,0.75,decay_0p55_rec_0p95_c3_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.10135407289164844,0.18377383325176422,-0.19753034147997584,-0.4885518844448387,12.0,77.0,0.043554893550839524,43.55489355083953,0.9523809523809523,0.8184523809523809,0.8095238095238095,0.8095238095238095,0.9910714285714286,0.9910714285714286,0.03571428571428571,5.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c1_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,1.0,0.0,decay_0p65_rec_0p85_c1_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.018153519055444045,0.15590126216487787,-0.30963425825456614,0.19341097783562047,880.0,693.0,0.3736364943832009,373.6364943832009,0.6381578947368421,0.7809416118421053,0.5103824013157895,0.5107935855263158,0.7286184210526315,0.7286184210526315,0.2713815789473684,110.0,10.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c1_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,1.0,0.0,decay_0p65_rec_0p85_c1_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c1_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,1.0,0.0,decay_0p65_rec_0p85_c1_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,-0.01892600086563112,0.14892366346997782,-0.19833167252561157,-0.053882619293429405,419.0,379.0,0.2081030530708618,208.10305307086182,0.6674603174603174,0.7956349206349206,0.5353174603174603,0.5359126984126984,0.7396825396825397,0.7396825396825397,0.26031746031746034,61.0,5.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c1_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,1.0,0.0,decay_0p65_rec_0p85_c1_scale_0p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.002372184196528626,0.15484680481422386,-0.19833167252561157,0.061971933668624024,243.0,222.0,0.12744634421532494,127.44634421532496,0.6785714285714286,0.808531746031746,0.5535714285714286,0.5545634920634921,0.746031746031746,0.746031746031746,0.25396825396825395,36.0,2.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c1_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,1.0,0.0,decay_0p65_rec_0p85_c1_scale_0p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.010069607273056613,0.14706722553664342,-0.16228844396230846,0.004464533762954486,45.0,76.0,0.04205950153622621,42.05950153622621,0.8214285714285714,0.8184523809523809,0.6875,0.6875,0.8690476190476191,0.8690476190476191,0.13095238095238096,12.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,1.0,0.5,decay_0p65_rec_0p85_c1_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.06372499593237002,0.16933061771219096,-0.2722681940684507,0.44960230867761714,220.0,1250.0,0.36932538912504753,369.32538912504754,0.9095394736842105,0.7809416118421053,0.6454564144736842,0.6458675986842105,0.8643092105263158,0.8643092105263158,0.2713815789473684,110.0,10.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,1.0,0.5,decay_0p65_rec_0p85_c1_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,1.0,0.5,decay_0p65_rec_0p85_c1_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.01943288683612865,0.16180580801815742,-0.22514203036742997,0.19985670664539296,91.0,655.0,0.20575361443163043,205.75361443163044,0.9277777777777778,0.7956349206349206,0.6651785714285714,0.6657738095238095,0.8698412698412699,0.8698412698412699,0.26031746031746034,61.0,5.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,1.0,0.5,decay_0p65_rec_0p85_c1_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.028815069052437137,0.16532026556651994,-0.2251420303674292,0.25446549445395333,51.0,383.0,0.12678809899277285,126.78809899277285,0.9325396825396826,0.808531746031746,0.6805555555555556,0.6815476190476191,0.873015873015873,0.873015873015873,0.25396825396825395,36.0,2.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,1.0,0.5,decay_0p65_rec_0p85_c1_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.06004219649926301,0.15837834785398214,-0.18516160280090854,-0.3117889192040593,12.0,100.0,0.04257771508028432,42.57771508028433,0.9523809523809523,0.8184523809523809,0.7529761904761905,0.7529761904761905,0.9345238095238095,0.9345238095238095,0.13095238095238096,12.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,1.0,0.75,decay_0p65_rec_0p85_c1_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.08532780685770702,0.18494980035081487,-0.2775895647002783,0.53534334236597,220.0,1250.0,0.36835847049109455,368.3584704910945,0.9095394736842105,0.7809416118421053,0.7129934210526315,0.7134046052631579,0.9321546052631579,0.9321546052631579,0.2713815789473684,110.0,10.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,1.0,0.75,decay_0p65_rec_0p85_c1_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,1.0,0.75,decay_0p65_rec_0p85_c1_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.037462438333752957,0.17681151129914713,-0.24047426838472852,0.29652953371685203,91.0,655.0,0.20509929095369767,205.09929095369768,0.9277777777777778,0.7956349206349206,0.730109126984127,0.7307043650793651,0.9349206349206349,0.9349206349206349,0.26031746031746034,61.0,5.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,1.0,0.75,decay_0p65_rec_0p85_c1_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.04332072407909293,0.17775559330442514,-0.24047426838472874,0.32760224408113914,51.0,383.0,0.12670839441229984,126.70839441229982,0.9325396825396826,0.808531746031746,0.7440476190476191,0.7450396825396826,0.9365079365079365,0.9365079365079365,0.25396825396825395,36.0,2.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,1.0,0.75,decay_0p65_rec_0p85_c1_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.08554079528808356,0.17164904873731082,-0.1993651880318421,-0.43467588032947174,12.0,100.0,0.04307318505603948,43.07318505603947,0.9523809523809523,0.8184523809523809,0.7857142857142857,0.7857142857142857,0.9672619047619048,0.9672619047619048,0.13095238095238096,12.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,3.0,0.0,decay_0p65_rec_0p85_c3_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.051825366139685025,0.1723690467444975,-0.2950159901666979,0.37947798530420507,676.0,675.0,0.3792163322862727,379.21633228627275,0.7220394736842105,0.7809416118421053,0.593030427631579,0.5934416118421053,0.8125,0.8125,0.1875,73.0,6.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,3.0,0.0,decay_0p65_rec_0p85_c3_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,3.0,0.0,decay_0p65_rec_0p85_c3_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.022611033788706658,0.1671715487132313,-0.29501599016669766,0.21750608640761884,306.0,366.0,0.21014365035785354,210.14365035785352,0.7571428571428571,0.7956349206349206,0.6244047619047619,0.625,0.8293650793650794,0.8293650793650794,0.17063492063492064,38.0,3.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,3.0,0.0,decay_0p65_rec_0p85_c3_scale_0p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.005463175842948198,0.17572944690608522,-0.2950159901666978,0.11920065867320687,177.0,213.0,0.12847292254042678,128.47292254042677,0.7658730158730159,0.808531746031746,0.6408730158730159,0.6418650793650794,0.8333333333333334,0.8333333333333334,0.16666666666666666,22.0,1.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,3.0,0.0,decay_0p65_rec_0p85_c3_scale_0p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.05275367632641259,0.17550740794347533,-0.1594190624271843,-0.2201613506783319,26.0,73.0,0.043561962546954595,43.56196254695459,0.8968253968253969,0.8184523809523809,0.7628968253968254,0.7628968253968254,0.9444444444444444,0.9444444444444444,0.05555555555555555,6.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c3_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,3.0,0.5,decay_0p65_rec_0p85_c3_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.08023468331883343,0.18106191029512173,-0.2738929999427916,0.5169759155475515,220.0,1059.0,0.37368914589504587,373.68914589504584,0.9095394736842105,0.7809416118421053,0.686780427631579,0.6871916118421053,0.90625,0.90625,0.1875,73.0,6.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c3_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,3.0,0.5,decay_0p65_rec_0p85_c3_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c3_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,3.0,0.5,decay_0p65_rec_0p85_c3_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.039842589406347884,0.1748377633703383,-0.27389299994279204,0.3110740087644646,91.0,546.0,0.2075192984949196,207.5192984949196,0.9277777777777778,0.7956349206349206,0.7097222222222223,0.7103174603174603,0.9146825396825397,0.9146825396825397,0.17063492063492064,38.0,3.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c3_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,3.0,0.5,decay_0p65_rec_0p85_c3_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.03178667509116462,0.1804292955067362,-0.27389299994279204,0.26399878077217304,51.0,319.0,0.1276580483805889,127.65804838058887,0.9325396825396826,0.808531746031746,0.7242063492063492,0.7251984126984127,0.9166666666666666,0.9166666666666666,0.16666666666666666,22.0,1.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c3_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,3.0,0.5,decay_0p65_rec_0p85_c3_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.08186271545769652,0.17885060213276882,-0.1778541024393362,-0.38716874454961236,12.0,82.0,0.04356359941001603,43.563599410016025,0.9523809523809523,0.8184523809523809,0.7906746031746031,0.7906746031746031,0.9722222222222222,0.9722222222222222,0.05555555555555555,6.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c3_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,3.0,0.75,decay_0p65_rec_0p85_c3_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.09353559380695509,0.19134519156061783,-0.2743545721614721,0.5631699596105406,220.0,1059.0,0.37044413436748447,370.4441343674845,0.9095394736842105,0.7809416118421053,0.733655427631579,0.7340666118421053,0.953125,0.953125,0.1875,73.0,6.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c3_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,3.0,0.75,decay_0p65_rec_0p85_c3_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c3_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,3.0,0.75,decay_0p65_rec_0p85_c3_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.047607152624532745,0.18393228618840535,-0.2650460872714284,0.34505870822809437,91.0,546.0,0.20592441038583587,205.92441038583587,0.9277777777777778,0.7956349206349206,0.7523809523809524,0.7529761904761905,0.9573412698412699,0.9573412698412699,0.17063492063492064,38.0,3.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c3_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,3.0,0.75,decay_0p65_rec_0p85_c3_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.04459620292137689,0.18614889238391708,-0.26504608727142887,0.3278455565604613,51.0,319.0,0.1271113165888499,127.11131658884987,0.9325396825396826,0.808531746031746,0.7658730158730159,0.7668650793650794,0.9583333333333334,0.9583333333333334,0.16666666666666666,22.0,1.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p85_c3_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.85,3.0,0.75,decay_0p65_rec_0p85_c3_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.09649770664200585,0.18301481201767492,-0.19581845869383696,-0.4619085471818759,12.0,82.0,0.04356300683336127,43.56300683336127,0.9523809523809523,0.8184523809523809,0.8045634920634921,0.8045634920634921,0.9861111111111112,0.9861111111111112,0.05555555555555555,6.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c1_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,1.0,0.0,decay_0p65_rec_0p95_c1_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.012751630569539207,0.15393950699311923,-0.3185948439543502,0.15936377612440109,892.0,691.0,0.3716364943832009,371.6364943832009,0.6332236842105263,0.7809416118421053,0.5054481907894737,0.505859375,0.7236842105263158,0.7236842105263158,0.27631578947368424,109.0,9.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c1_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,1.0,0.0,decay_0p65_rec_0p95_c1_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c1_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,1.0,0.0,decay_0p65_rec_0p95_c1_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,-0.022170075592487515,0.14702517612647628,-0.19999823161380503,-0.07898890222117844,422.0,377.0,0.20610305307086182,206.10305307086182,0.665079365079365,0.7956349206349206,0.5329365079365079,0.533531746031746,0.7373015873015873,0.7373015873015873,0.2626984126984127,60.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c1_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,1.0,0.0,decay_0p65_rec_0p95_c1_scale_0p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,-0.010519888996479598,0.15190849729211411,-0.19999823161380526,0.006263825187657665,247.0,221.0,0.12544634421532494,125.44634421532496,0.6732804232804233,0.808531746031746,0.5482804232804233,0.5492724867724867,0.7407407407407407,0.7407407407407407,0.25925925925925924,36.0,1.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c1_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,1.0,0.0,decay_0p65_rec_0p95_c1_scale_0p00,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.010069607273056613,0.14706722553664342,-0.16228844396230846,0.004464533762954486,45.0,76.0,0.04205950153622621,42.05950153622621,0.8214285714285714,0.8184523809523809,0.6875,0.6875,0.8690476190476191,0.8690476190476191,0.13095238095238096,12.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,1.0,0.5,decay_0p65_rec_0p95_c1_scale_0p50,full,Full,2016-12-30,2007-01-04,2432.0,0.060969672074573156,0.1679952094348754,-0.2722681940684507,0.43641074066159485,220.0,1261.0,0.3684012710689402,368.4012710689402,0.9095394736842105,0.7809416118421053,0.6429893092105263,0.6434004934210527,0.8618421052631579,0.8618421052631579,0.27631578947368424,109.0,9.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,1.0,0.5,decay_0p65_rec_0p95_c1_scale_0p50,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,1.0,0.5,decay_0p65_rec_0p95_c1_scale_0p50,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.01780511886278191,0.1605317780859462,-0.2251420303674303,0.19022977414600312,91.0,657.0,0.20480016322075342,204.8001632207534,0.9277777777777778,0.7956349206349206,0.6639880952380952,0.6645833333333333,0.8686507936507937,0.8686507936507937,0.2626984126984127,60.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,1.0,0.5,decay_0p65_rec_0p95_c1_scale_0p50,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.024706167476477026,0.16328810848242378,-0.22514203036742986,0.23111205904838447,51.0,386.0,0.1258294781355192,125.8294781355192,0.9325396825396826,0.808531746031746,0.6779100529100529,0.6789021164021164,0.8703703703703703,0.8703703703703703,0.25925925925925924,36.0,1.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c1_scale_0p50,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,1.0,0.5,decay_0p65_rec_0p95_c1_scale_0p50,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.06004219649926301,0.15837834785398214,-0.18516160280090854,-0.3117889192040593,12.0,100.0,0.04257771508028432,42.57771508028433,0.9523809523809523,0.8184523809523809,0.7529761904761905,0.7529761904761905,0.9345238095238095,0.9345238095238095,0.13095238095238096,12.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,1.0,0.75,decay_0p65_rec_0p95_c1_scale_0p75,full,Full,2016-12-30,2007-01-04,2432.0,0.08393904755782189,0.1842403843894106,-0.27758956470027796,0.5297526476623483,220.0,1261.0,0.36791515264799646,367.9151526479965,0.9095394736842105,0.7809416118421053,0.7117598684210527,0.712171052631579,0.930921052631579,0.930921052631579,0.27631578947368424,109.0,9.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,1.0,0.75,decay_0p65_rec_0p95_c1_scale_0p75,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,1.0,0.75,decay_0p65_rec_0p95_c1_scale_0p75,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.03664871822229143,0.17613769314424,-0.2404742683847284,0.29254621820434407,91.0,657.0,0.2046340042826046,204.6340042826046,0.9277777777777778,0.7956349206349206,0.7295138888888889,0.730109126984127,0.9343253968253968,0.9343253968253968,0.2626984126984127,60.0,4.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,1.0,0.75,decay_0p65_rec_0p95_c1_scale_0p75,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.04126058652098186,0.17666016323847797,-0.2404742683847274,0.31736566738649663,51.0,386.0,0.12623927736834747,126.23927736834747,0.9325396825396826,0.808531746031746,0.7427248677248677,0.7437169312169312,0.9351851851851852,0.9351851851851852,0.25925925925925924,36.0,1.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c1_scale_0p75,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,1.0,0.75,decay_0p65_rec_0p95_c1_scale_0p75,last_1y,1Y,2016-12-30,2015-12-22,252.0,-0.08554079528808356,0.17164904873731082,-0.1993651880318421,-0.43467588032947174,12.0,100.0,0.04307318505603948,43.07318505603947,0.9523809523809523,0.8184523809523809,0.7857142857142857,0.7857142857142857,0.9672619047619048,0.9672619047619048,0.13095238095238096,12.0,0.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,3.0,0.0,decay_0p65_rec_0p95_c3_scale_0p00,full,Full,2016-12-30,2007-01-04,2432.0,0.050021574952312964,0.17135018115232936,-0.29501599016669744,0.37070174047073523,687.0,674.0,0.3792163322862727,379.21633228627275,0.717516447368421,0.7809416118421053,0.5885074013157895,0.5889185855263158,0.8079769736842105,0.8079769736842105,0.19202302631578946,72.0,6.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,3.0,0.0,decay_0p65_rec_0p95_c3_scale_0p00,last_10y,10Y,2016-12-30,,,,,,,,,,,,,,,,,,,,insufficient rows: 2432 < 2520 trading days
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,3.0,0.0,decay_0p65_rec_0p95_c3_scale_0p00,last_5y,5Y,2016-12-30,2011-10-28,1260.0,0.026343021744334782,0.1669772675088567,-0.29501599016669766,0.23938420618326922,308.0,365.0,0.21014365035785354,210.14365035785352,0.7555555555555555,0.7956349206349206,0.6228174603174603,0.6234126984126984,0.8277777777777777,0.8277777777777777,0.17222222222222222,37.0,3.0,
lb_28_r2_none_buf_1p15_entry_0p25_decay_0p65_rec_0p95_c3_scale_0p00,main_line_r2_removed,0,28,,none,0.0,1.15,1p15,0.25,0p25,True,0.65,0.95,3.0,0.0,decay_0p65_rec_0p95_c3_scale_0p00,last_3y,3Y,2016-12-30,2013-11-29,756.0,0.009758647004562082,0.17557401536349543,-0.2950159901666979,0.14343212206379674,178.0,213.0,0.12847292254042678,128.47292254042677,0.7645502645502645,0.808531746031746,0.6395502645502645,0.640542328042328,0.832010582010582,0.832010582010582,0.167989417989418,22.0,1.0,
