candidate,segment,start,end,rows,ann_return,ann_vol,max_dd,sharpe_repo,total,trades,cost_sum,turnover_sum,cash_days,half_position_days,overheat_days,avg_final_exposure,max_final_exposure,score_min,cap_family
recommended_caps_min_neg1,from_2020,2020-01-02,2026-05-15,1540,0.5342336459728898,0.25287809461930466,-0.2764005441346039,1.819303312729475,12.677402492997139,1365,0.4275208934916557,427.52089349165567,1,352,68,0.9400315996392599,1.5,-1.0,recommended_caps
recommended_caps_min_neg1,last_10y,2016-05-16,2026-05-15,2427,0.3733990489795631,0.2464629414360662,-0.2764005441346039,1.4108017308801148,20.23801208594987,1893,0.6500257223621739,650.0257223621738,19,526,83,1.0359492850498406,1.5,-1.0,recommended_caps
recommended_caps_min_neg1,last_5y,2021-05-17,2026-05-15,1211,0.5703171579679007,0.25188823571252517,-0.2764005441346039,1.9172801594523943,7.746377614778279,1046,0.34598421729810414,345.9842172981041,0,266,56,0.9731945007169022,1.5,-1.0,recommended_caps
recommended_caps_min_neg1,last_3y,2023-05-15,2026-05-15,727,0.789917787306069,0.2609061075327959,-0.2764005441346038,2.361866799002583,4.362945466454923,660,0.19481650489255137,194.81650489255136,0,174,46,0.8654256428636014,1.5,-1.0,recommended_caps
recommended_caps_min_neg1,last_1y,2025-05-15,2026-05-15,243,0.9200170242014389,0.2433916395324083,-0.10097982081791179,2.80382898202221,0.8758022001972774,222,0.06196068316607648,61.960683166076485,0,59,24,0.8097258420458698,1.4407368351207295,-1.0,recommended_caps
recommended_caps_min_neg2,full,2011-12-09,2026-05-15,3501,0.3555783704917457,0.2471972314142578,-0.2764005441346039,1.354533567025255,67.48392116696762,2631,0.8095461693815539,809.5461693815539,228,648,151,0.9407377110771037,1.5,-2.0,recommended_caps
recommended_caps_min_neg2,from_2020,2020-01-02,2026-05-15,1540,0.5342336459728898,0.25287809461930466,-0.2764005441346039,1.819303312729475,12.677402492997139,1365,0.4275208934916557,427.52089349165567,1,352,68,0.9400315996392599,1.5,-2.0,recommended_caps
recommended_caps_min_neg2,last_10y,2016-05-16,2026-05-15,2427,0.3733990489795631,0.2464629414360662,-0.2764005441346039,1.4108017308801148,20.23801208594987,1893,0.6500257223621739,650.0257223621738,19,526,83,1.0359492850498406,1.5,-2.0,recommended_caps
recommended_caps_min_neg2,last_5y,2021-05-17,2026-05-15,1211,0.5703171579679007,0.25188823571252517,-0.2764005441346039,1.9172801594523943,7.746377614778279,1046,0.34598421729810414,345.9842172981041,0,266,56,0.9731945007169022,1.5,-2.0,recommended_caps
recommended_caps_min_neg2,last_3y,2023-05-15,2026-05-15,727,0.789917787306069,0.2609061075327959,-0.2764005441346038,2.361866799002583,4.362945466454923,660,0.19481650489255137,194.81650489255136,0,174,46,0.8654256428636014,1.5,-2.0,recommended_caps
recommended_caps_min_neg2,last_1y,2025-05-15,2026-05-15,243,0.9200170242014389,0.2433916395324083,-0.10097982081791179,2.80382898202221,0.8758022001972774,222,0.06196068316607648,61.960683166076485,0,59,24,0.8097258420458698,1.4407368351207295,-2.0,recommended_caps
recommended_caps_min_neg_inf,full,2011-12-09,2026-05-15,3501,0.3555783704917457,0.2471972314142578,-0.2764005441346039,1.354533567025255,67.48392116696762,2631,0.8095461693815539,809.5461693815539,228,648,151,0.9407377110771037,1.5,-inf,recommended_caps
recommended_caps_min_neg_inf,from_2020,2020-01-02,2026-05-15,1540,0.5342336459728898,0.25287809461930466,-0.2764005441346039,1.819303312729475,12.677402492997139,1365,0.4275208934916557,427.52089349165567,1,352,68,0.9400315996392599,1.5,-inf,recommended_caps
recommended_caps_min_neg_inf,last_10y,2016-05-16,2026-05-15,2427,0.3733990489795631,0.2464629414360662,-0.2764005441346039,1.4108017308801148,20.23801208594987,1893,0.6500257223621739,650.0257223621738,19,526,83,1.0359492850498406,1.5,-inf,recommended_caps
recommended_caps_min_neg_inf,last_5y,2021-05-17,2026-05-15,1211,0.5703171579679007,0.25188823571252517,-0.2764005441346039,1.9172801594523943,7.746377614778279,1046,0.34598421729810414,345.9842172981041,0,266,56,0.9731945007169022,1.5,-inf,recommended_caps
recommended_caps_min_neg_inf,last_3y,2023-05-15,2026-05-15,727,0.789917787306069,0.2609061075327959,-0.2764005441346038,2.361866799002583,4.362945466454923,660,0.19481650489255137,194.81650489255136,0,174,46,0.8654256428636014,1.5,-inf,recommended_caps
recommended_caps_min_neg_inf,last_1y,2025-05-15,2026-05-15,243,0.9200170242014389,0.2433916395324083,-0.10097982081791179,2.80382898202221,0.8758022001972774,222,0.06196068316607648,61.960683166076485,0,59,24,0.8097258420458698,1.4407368351207295,-inf,recommended_caps
