candidate,segment,start,end,rows,ann_return,ann_vol,max_dd,sharpe_repo,total,trades,cost_sum,turnover_sum,cash_days,half_position_days,overheat_days,avg_final_exposure,max_final_exposure,score_min,cap_family
official_caps_min_0,full,2011-12-09,2026-05-15,3501,0.3403007411137349,0.2431575568051414,-0.2813236162531625,1.3261168063078992,57.50632171310665,1991,0.7476849803630458,747.6849803630457,740,584,30,0.8926791720421778,1.5,0.0,official_caps
official_caps_min_0,from_2020,2020-01-02,2026-05-15,1540,0.5932200361031534,0.26192745528956507,-0.18054057908721044,1.9095598116288215,16.223826447401574,1274,0.40952671239429345,409.52671239429344,113,346,18,0.9532809632773771,1.5,0.0,official_caps
official_caps_min_0,last_10y,2016-05-16,2026-05-15,2427,0.3926159061906629,0.24769951928438352,-0.18054057908721055,1.4610274991917909,23.279117405573842,1582,0.5963003938091085,596.3003938091084,224,478,20,1.0299350032703798,1.5,0.0,official_caps
official_caps_min_0,last_5y,2021-05-17,2026-05-15,1211,0.6615785770724687,0.2561475759488577,-0.18054057908721055,2.1102687392951776,10.47427779269982,960,0.3205100108849252,320.5100108849252,96,245,18,0.9876341916167911,1.5,0.0,official_caps
official_caps_min_0,last_3y,2023-05-15,2026-05-15,727,1.0056575562621899,0.2673731639518687,-0.16550599700214552,2.7374492597054023,6.447093960006493,614,0.18925830495525067,189.2583049552507,53,164,8,0.9270633264631413,1.5,0.0,official_caps
official_caps_min_0,last_1y,2025-05-15,2026-05-15,243,0.9637777319201237,0.25052223051899525,-0.12751321964343498,2.8212676317378276,0.9170116308325889,214,0.071618542769007,71.61854276900701,18,64,4,0.9478664529447356,1.5,0.0,official_caps
official_caps_min_neg0p25,full,2011-12-09,2026-05-15,3501,0.327696628280584,0.24364196851392686,-0.2902569892738086,1.2851541692040578,50.30914410852016,2095,0.8150988304698286,815.0988304698285,650,629,30,0.9159845808737251,1.5,-0.25,official_caps
official_caps_min_neg0p25,from_2020,2020-01-02,2026-05-15,1540,0.5839512832990115,0.2620393696567654,-0.18715593410553177,1.886577037497637,15.620514218930001,1298,0.42569004884550177,425.69004884550174,94,355,18,0.9632772086371206,1.5,-0.25,official_caps
official_caps_min_neg0p25,last_10y,2016-05-16,2026-05-15,2427,0.3826264753152613,0.24810935780875146,-0.18715593410553188,1.4299895718256528,21.65279999906688,1643,0.644609788489066,644.609788489066,174,510,20,1.0478742198241442,1.5,-0.25,official_caps
official_caps_min_neg0p25,last_5y,2021-05-17,2026-05-15,1211,0.6477440400781278,0.2563127531713575,-0.18715593410553188,2.076424473520595,10.02238916450566,983,0.3359577278110628,335.9577278110628,78,253,18,1.0001096333590371,1.5,-0.25,official_caps
official_caps_min_neg0p25,last_3y,2023-05-15,2026-05-15,727,0.9851915124144164,0.2673186762524997,-0.18715593410553188,2.699523943035955,6.22996703183657,617,0.1904627787851332,190.4627787851332,52,165,8,0.9271644044286046,1.5,-0.25,official_caps
official_caps_min_neg0p25,last_1y,2025-05-15,2026-05-15,243,0.9637777319201215,0.2505222305189941,-0.1275132196434341,2.821267631737835,0.9170116308325866,214,0.07161854276900667,71.61854276900668,18,64,4,0.947866452944731,1.5,-0.25,official_caps
official_caps_min_neg0p5,full,2011-12-09,2026-05-15,3501,0.29594817046781263,0.24801268957904657,-0.2948190194196344,1.1694082188926767,35.65758921051286,2390,0.9137174784669087,913.7174784669088,436,716,30,0.9676337984364426,1.5,-0.5,official_caps
official_caps_min_neg0p5,from_2020,2020-01-02,2026-05-15,1540,0.5325099874137689,0.2630606908378169,-0.24148793610261599,1.7546955101877442,12.583767802004536,1368,0.463928170211888,463.92817021188796,44,384,18,0.9833314079350144,1.5,-0.5,official_caps
official_caps_min_neg0p5,last_10y,2016-05-16,2026-05-15,2427,0.34679005660020623,0.25275424942509656,-0.24148793610261599,1.3046318026634103,16.590621844577086,1817,0.705029037721006,705.029037721006,69,562,20,1.0847377059346834,1.5,-0.5,official_caps
official_caps_min_neg0p5,last_5y,2021-05-17,2026-05-15,1211,0.6087670952210444,0.25710694641492626,-0.24148793610261599,1.9777076635986603,8.824589734530498,1049,0.3698872145294073,369.88721452940723,32,280,18,1.025004036509216,1.5,-0.5,official_caps
official_caps_min_neg0p5,last_3y,2023-05-15,2026-05-15,727,0.8612551940334963,0.2687182540444173,-0.24148793610261599,2.4466452395720326,5.003004568130334,670,0.21379344400140077,213.79344400140076,19,183,8,0.9565715604797655,1.5,-0.5,official_caps
official_caps_min_neg0p5,last_1y,2025-05-15,2026-05-15,243,0.8931307783986158,0.25484547628469656,-0.12751321964343432,2.6336014025534493,0.8504668464819687,224,0.07682492630569743,76.82492630569742,8,70,4,0.9719009574839389,1.5,-0.5,official_caps
official_caps_min_neg1,full,2011-12-09,2026-05-15,3501,0.3112075924563493,0.25189154703648825,-0.28471544598520215,1.2017599492365774,42.13131692003719,2565,0.9517853735268662,951.7853735268661,278,761,30,1.0027678032327263,1.5,-1.0,official_caps
official_caps_min_neg1,from_2020,2020-01-02,2026-05-15,1540,0.5065504027914203,0.2633277889187732,-0.2764005441346039,1.6882308179672054,11.237084481821018,1396,0.48802788227285726,488.02788227285725,2,410,18,0.9960903390257531,1.5,-1.0,official_caps
official_caps_min_neg1,last_10y,2016-05-16,2026-05-15,2427,0.3352610656063142,0.25295516005984003,-0.2764005441346038,1.2697947007430066,15.192800140270169,1848,0.7351354742754957,735.1354742754957,20,595,20,1.094978582052855,1.5,-1.0,official_caps
official_caps_min_neg1,last_5y,2021-05-17,2026-05-15,1211,0.5783759083739342,0.2577716881070693,-0.2764005441346038,1.8991889099819337,7.964195046846093,1069,0.3910805381846769,391.0805381846769,1,300,18,1.0391441234752596,1.5,-1.0,official_caps
official_caps_min_neg1,last_3y,2023-05-15,2026-05-15,727,0.8378525992832548,0.2698146976845839,-0.2764005441346039,2.3908007886773044,4.787824124977206,683,0.2244441713066,224.44417130660003,1,194,8,0.9731801668003026,1.5,-1.0,official_caps
official_caps_min_neg1,last_1y,2025-05-15,2026-05-15,243,0.9254256443591771,0.25822826076138355,-0.12751321964343387,2.6680789467547608,0.8808972959605559,229,0.07810747238500795,78.10747238500795,1,73,4,0.9905161755423183,1.5,-1.0,official_caps
official_caps_min_neg2,full,2011-12-09,2026-05-15,3501,0.3112075924563493,0.25189154703648825,-0.28471544598520215,1.2017599492365774,42.13131692003719,2565,0.9517853735268662,951.7853735268661,278,761,30,1.0027678032327263,1.5,-2.0,official_caps
official_caps_min_neg2,from_2020,2020-01-02,2026-05-15,1540,0.5065504027914203,0.2633277889187732,-0.2764005441346039,1.6882308179672054,11.237084481821018,1396,0.48802788227285726,488.02788227285725,2,410,18,0.9960903390257531,1.5,-2.0,official_caps
official_caps_min_neg2,last_10y,2016-05-16,2026-05-15,2427,0.3352610656063142,0.25295516005984003,-0.2764005441346038,1.2697947007430066,15.192800140270169,1848,0.7351354742754957,735.1354742754957,20,595,20,1.094978582052855,1.5,-2.0,official_caps
official_caps_min_neg2,last_5y,2021-05-17,2026-05-15,1211,0.5783759083739342,0.2577716881070693,-0.2764005441346038,1.8991889099819337,7.964195046846093,1069,0.3910805381846769,391.0805381846769,1,300,18,1.0391441234752596,1.5,-2.0,official_caps
official_caps_min_neg2,last_3y,2023-05-15,2026-05-15,727,0.8378525992832548,0.2698146976845839,-0.2764005441346039,2.3908007886773044,4.787824124977206,683,0.2244441713066,224.44417130660003,1,194,8,0.9731801668003026,1.5,-2.0,official_caps
official_caps_min_neg2,last_1y,2025-05-15,2026-05-15,243,0.9254256443591771,0.25822826076138355,-0.12751321964343387,2.6680789467547608,0.8808972959605559,229,0.07810747238500795,78.10747238500795,1,73,4,0.9905161755423183,1.5,-2.0,official_caps
official_caps_min_neg_inf,full,2011-12-09,2026-05-15,3501,0.3112075924563493,0.25189154703648825,-0.28471544598520215,1.2017599492365774,42.13131692003719,2565,0.9517853735268662,951.7853735268661,278,761,30,1.0027678032327263,1.5,-inf,official_caps
official_caps_min_neg_inf,from_2020,2020-01-02,2026-05-15,1540,0.5065504027914203,0.2633277889187732,-0.2764005441346039,1.6882308179672054,11.237084481821018,1396,0.48802788227285726,488.02788227285725,2,410,18,0.9960903390257531,1.5,-inf,official_caps
official_caps_min_neg_inf,last_10y,2016-05-16,2026-05-15,2427,0.3352610656063142,0.25295516005984003,-0.2764005441346038,1.2697947007430066,15.192800140270169,1848,0.7351354742754957,735.1354742754957,20,595,20,1.094978582052855,1.5,-inf,official_caps
official_caps_min_neg_inf,last_5y,2021-05-17,2026-05-15,1211,0.5783759083739342,0.2577716881070693,-0.2764005441346038,1.8991889099819337,7.964195046846093,1069,0.3910805381846769,391.0805381846769,1,300,18,1.0391441234752596,1.5,-inf,official_caps
official_caps_min_neg_inf,last_3y,2023-05-15,2026-05-15,727,0.8378525992832548,0.2698146976845839,-0.2764005441346039,2.3908007886773044,4.787824124977206,683,0.2244441713066,224.44417130660003,1,194,8,0.9731801668003026,1.5,-inf,official_caps
official_caps_min_neg_inf,last_1y,2025-05-15,2026-05-15,243,0.9254256443591771,0.25822826076138355,-0.12751321964343387,2.6680789467547608,0.8808972959605559,229,0.07810747238500795,78.10747238500795,1,73,4,0.9905161755423183,1.5,-inf,official_caps
recommended_caps_min_0,full,2011-12-09,2026-05-15,3501,0.38830619038927905,0.2409893716507425,-0.24946557545371817,1.4819427641922156,94.39538484665928,2069,0.6228528130805745,622.8528130805745,661,482,151,0.8456868623059045,1.5,0.0,recommended_caps
recommended_caps_min_0,from_2020,2020-01-02,2026-05-15,1540,0.6176413885199641,0.2511286660743942,-0.18054057908721055,2.0411710941225003,17.90177719731095,1248,0.35004983384713595,350.0498338471359,105,289,68,0.9000601649631502,1.5,0.0,recommended_caps
recommended_caps_min_0,last_10y,2016-05-16,2026-05-15,2427,0.4290589998311365,0.24101247071615223,-0.1821640444508077,1.6018346110505346,30.13728210264265,1630,0.5169063137343037,516.9063137343038,213,411,83,0.9757442418393606,1.5,0.0,recommended_caps
recommended_caps_min_0,last_5y,2021-05-17,2026-05-15,1211,0.6495548470804733,0.25006189251873967,-0.18054057908721055,2.1264036080426494,10.08072157004471,942,0.2767876243714161,276.7876243714161,88,212,56,0.9260810242674031,1.5,0.0,recommended_caps
recommended_caps_min_0,last_3y,2023-05-15,2026-05-15,727,0.9524824255664452,0.2583329061677102,-0.16550599700214508,2.7197646130447755,5.891611984015268,591,0.15865601007808186,158.65601007808186,52,144,46,0.8171207858299077,1.5,0.0,recommended_caps
recommended_caps_min_0,last_1y,2025-05-15,2026-05-15,243,0.9574486391268071,0.23594589424498585,-0.09548596305335022,2.9667906689815537,0.9110535740987702,207,0.05491804652648495,54.91804652648496,17,50,24,0.7678138893828699,1.4379937903918514,0.0,recommended_caps
recommended_caps_min_neg0p25,full,2011-12-09,2026-05-15,3501,0.3752425285167815,0.24128099552616236,-0.2583643587220692,1.4412240591375933,82.65343243524397,2165,0.6798081516745347,679.8081516745347,591,520,151,0.8618179205900501,1.5,-0.25,recommended_caps
recommended_caps_min_neg0p25,from_2020,2020-01-02,2026-05-15,1540,0.6118249666295581,0.25129735967686767,-0.18715593410553266,2.0256361602923483,17.490241829340693,1269,0.3637846448344173,363.7846448344173,93,297,68,0.9055504970678754,1.5,-0.25,recommended_caps
recommended_caps_min_neg0p25,last_10y,2016-05-16,2026-05-15,2427,0.4207453046713847,0.24142640693571182,-0.2163036779524634,1.5753193526670655,28.43584742184651,1700,0.5625499344391085,562.5499344391085,170,442,83,0.9904967454221517,1.5,-0.25,recommended_caps
recommended_caps_min_neg0p25,last_5y,2021-05-17,2026-05-15,1211,0.6403675330139871,0.25029565991451386,-0.18715593410553266,2.102328184559278,9.787273978503986,962,0.28976479290549517,289.76479290549514,77,219,56,0.9328166027865163,1.5,-0.25,recommended_caps
recommended_caps_min_neg0p25,last_3y,2023-05-15,2026-05-15,727,0.9326643543093429,0.25831446096751465,-0.18715593410553288,2.680389234938138,5.691733072529307,594,0.15993525376772114,159.93525376772112,51,145,46,0.8175555742816429,1.5,-0.25,recommended_caps
recommended_caps_min_neg0p25,last_1y,2025-05-15,2026-05-15,243,0.9574486391268044,0.2359458942449855,-0.09548596305335055,2.966790668981546,0.9110535740987677,207,0.054918046526484895,54.918046526484886,17,50,24,0.7678138893828688,1.4379937903918467,-0.25,recommended_caps
recommended_caps_min_neg0p5,full,2011-12-09,2026-05-15,3501,0.34189418761149937,0.2438681973876967,-0.26549802482612817,1.3280341159601918,58.48010192692543,2441,0.7731037432795101,773.1037432795101,384,605,151,0.9076664249024623,1.5,-0.5,recommended_caps
recommended_caps_min_neg0p5,from_2020,2020-01-02,2026-05-15,1540,0.5604896413167975,0.2524089879157309,-0.24148793610261643,1.8895160409048353,14.171858128065056,1337,0.4025456825500681,402.54568255006814,43,326,68,0.926522655268513,1.5,-0.5,recommended_caps
recommended_caps_min_neg0p5,last_10y,2016-05-16,2026-05-15,2427,0.3848605932594451,0.2461444575175848,-0.24148793610261654,1.446086038794127,22.007795333603283,1864,0.6195972855055107,619.5972855055106,68,493,83,1.025403299484954,1.5,-0.5,recommended_caps
recommended_caps_min_neg0p5,last_5y,2021-05-17,2026-05-15,1211,0.6012404817511265,0.25114565745551876,-0.24148793610261654,1.999953240203436,8.60566338618526,1026,0.32436722226552295,324.3672222655229,31,246,56,0.9585413632023517,1.5,-0.5,recommended_caps
recommended_caps_min_neg0p5,last_3y,2023-05-15,2026-05-15,727,0.8126619912864759,0.259797652450667,-0.24148793610261654,2.4195315624926974,4.561904767621859,647,0.18391297078263985,183.91297078263983,18,163,46,0.8484011397825967,1.5,-0.5,recommended_caps
recommended_caps_min_neg0p5,last_1y,2025-05-15,2026-05-15,243,0.887381906372124,0.24009078359037236,-0.09548596305335033,2.7675245590118367,0.8450479277155496,217,0.06044375408631208,60.44375408631208,7,56,24,0.7914211158525745,1.4379937903918436,-0.5,recommended_caps
recommended_caps_min_neg1,full,2011-12-09,2026-05-15,3501,0.3555783704917457,0.2471972314142578,-0.2764005441346039,1.354533567025255,67.48392116696762,2631,0.8095461693815539,809.5461693815539,228,648,151,0.9407377110771037,1.5,-1.0,recommended_caps
