candidate,score_min,cap_family,ann_return_full,max_dd_full,sharpe_full,ann_vol_full,ann_return_last_10y,max_dd_last_10y,sharpe_last_10y,ann_vol_last_10y,ann_return_last_5y,max_dd_last_5y,sharpe_last_5y,ann_vol_last_5y,ann_return_last_3y,max_dd_last_3y,sharpe_last_3y,ann_vol_last_3y,ann_return_last_1y,max_dd_last_1y,sharpe_last_1y,ann_vol_last_1y,delta_ann_return_full,delta_max_dd_full,delta_sharpe_full,delta_ann_return_last_10y,delta_max_dd_last_10y,delta_sharpe_last_10y,delta_ann_return_last_5y,delta_max_dd_last_5y,delta_sharpe_last_5y,delta_ann_return_last_3y,delta_max_dd_last_3y,delta_sharpe_last_3y,delta_ann_return_last_1y,delta_max_dd_last_1y,delta_sharpe_last_1y
official_caps_min_0,0.0,official_caps,0.3403007411137349,-0.2813236162531625,1.3261168063078992,0.2431575568051414,0.3926159061906629,-0.18054057908721055,1.4610274991917909,0.24769951928438352,0.6615785770724687,-0.18054057908721055,2.1102687392951776,0.2561475759488577,1.0056575562621899,-0.16550599700214552,2.7374492597054023,0.2673731639518687,0.9637777319201237,-0.12751321964343498,2.8212676317378276,0.25052223051899525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
official_caps_min_neg0p25,-0.25,official_caps,0.327696628280584,-0.2902569892738086,1.2851541692040578,0.24364196851392686,0.3826264753152613,-0.18715593410553188,1.4299895718256528,0.24810935780875146,0.6477440400781278,-0.18715593410553188,2.076424473520595,0.2563127531713575,0.9851915124144164,-0.18715593410553188,2.699523943035955,0.2673186762524997,0.9637777319201215,-0.1275132196434341,2.821267631737835,0.2505222305189941,-0.012604112833150882,-0.008933373020646118,-0.040962637103841404,-0.009989430875401606,-0.006615355018321334,-0.031037927366138085,-0.013834536994340896,-0.006615355018321334,-0.03384426577458255,-0.020466043847773507,-0.021649937103386363,-0.037925316669447096,-2.220446049250313e-15,8.881784197001252e-16,7.549516567451064e-15
official_caps_min_neg0p5,-0.5,official_caps,0.29594817046781263,-0.2948190194196344,1.1694082188926767,0.24801268957904657,0.34679005660020623,-0.24148793610261599,1.3046318026634103,0.25275424942509656,0.6087670952210444,-0.24148793610261599,1.9777076635986603,0.25710694641492626,0.8612551940334963,-0.24148793610261599,2.4466452395720326,0.2687182540444173,0.8931307783986158,-0.12751321964343432,2.6336014025534493,0.25484547628469656,-0.04435257064592224,-0.013495403166471909,-0.15670858741522253,-0.04582584959045666,-0.060947357015405434,-0.1563956965283806,-0.05281148185142426,-0.060947357015405434,-0.1325610756965172,-0.14440236222869363,-0.07598193910047046,-0.2908040201333697,-0.07064695352150796,6.661338147750939e-16,-0.18766622918437825
official_caps_min_neg1,-1.0,official_caps,0.3112075924563493,-0.28471544598520215,1.2017599492365774,0.25189154703648825,0.3352610656063142,-0.2764005441346038,1.2697947007430066,0.25295516005984003,0.5783759083739342,-0.2764005441346038,1.8991889099819337,0.2577716881070693,0.8378525992832548,-0.2764005441346039,2.3908007886773044,0.2698146976845839,0.9254256443591771,-0.12751321964343387,2.6680789467547608,0.25822826076138355,-0.029093148657385548,-0.003391829732039664,-0.12435685707132182,-0.0573548405843487,-0.09585996504739325,-0.19123279844878427,-0.08320266869853454,-0.09585996504739325,-0.21107982931324387,-0.16780495697893505,-0.11089454713245839,-0.3466484710280979,-0.03835208756094666,1.1102230246251565e-15,-0.15318868498306681
official_caps_min_neg2,-2.0,official_caps,0.3112075924563493,-0.28471544598520215,1.2017599492365774,0.25189154703648825,0.3352610656063142,-0.2764005441346038,1.2697947007430066,0.25295516005984003,0.5783759083739342,-0.2764005441346038,1.8991889099819337,0.2577716881070693,0.8378525992832548,-0.2764005441346039,2.3908007886773044,0.2698146976845839,0.9254256443591771,-0.12751321964343387,2.6680789467547608,0.25822826076138355,-0.029093148657385548,-0.003391829732039664,-0.12435685707132182,-0.0573548405843487,-0.09585996504739325,-0.19123279844878427,-0.08320266869853454,-0.09585996504739325,-0.21107982931324387,-0.16780495697893505,-0.11089454713245839,-0.3466484710280979,-0.03835208756094666,1.1102230246251565e-15,-0.15318868498306681
official_caps_min_neg_inf,-inf,official_caps,0.3112075924563493,-0.28471544598520215,1.2017599492365774,0.25189154703648825,0.3352610656063142,-0.2764005441346038,1.2697947007430066,0.25295516005984003,0.5783759083739342,-0.2764005441346038,1.8991889099819337,0.2577716881070693,0.8378525992832548,-0.2764005441346039,2.3908007886773044,0.2698146976845839,0.9254256443591771,-0.12751321964343387,2.6680789467547608,0.25822826076138355,-0.029093148657385548,-0.003391829732039664,-0.12435685707132182,-0.0573548405843487,-0.09585996504739325,-0.19123279844878427,-0.08320266869853454,-0.09585996504739325,-0.21107982931324387,-0.16780495697893505,-0.11089454713245839,-0.3466484710280979,-0.03835208756094666,1.1102230246251565e-15,-0.15318868498306681
recommended_caps_min_0,0.0,recommended_caps,0.38830619038927905,-0.24946557545371817,1.4819427641922156,0.2409893716507425,0.4290589998311365,-0.1821640444508077,1.6018346110505346,0.24101247071615223,0.6495548470804733,-0.18054057908721055,2.1264036080426494,0.25006189251873967,0.9524824255664452,-0.16550599700214508,2.7197646130447755,0.2583329061677102,0.9574486391268071,-0.09548596305335022,2.9667906689815537,0.23594589424498585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recommended_caps_min_neg0p25,-0.25,recommended_caps,0.3752425285167815,-0.2583643587220692,1.4412240591375933,0.24128099552616236,0.4207453046713847,-0.2163036779524634,1.5753193526670655,0.24142640693571182,0.6403675330139871,-0.18715593410553266,2.102328184559278,0.25029565991451386,0.9326643543093429,-0.18715593410553288,2.680389234938138,0.25831446096751465,0.9574486391268044,-0.09548596305335055,2.966790668981546,0.2359458942449855,-0.013063661872497523,-0.00889878326835103,-0.04071870505462227,-0.008313695159751777,-0.03413963350165572,-0.02651525838346913,-0.009187314066486207,-0.006615355018322111,-0.024075423483371328,-0.019818071257102332,-0.021649937103387806,-0.03937537810663727,-2.6645352591003757e-15,-3.3306690738754696e-16,-7.549516567451064e-15
recommended_caps_min_neg0p5,-0.5,recommended_caps,0.34189418761149937,-0.26549802482612817,1.3280341159601918,0.2438681973876967,0.3848605932594451,-0.24148793610261654,1.446086038794127,0.2461444575175848,0.6012404817511265,-0.24148793610261654,1.999953240203436,0.25114565745551876,0.8126619912864759,-0.24148793610261654,2.4195315624926974,0.259797652450667,0.887381906372124,-0.09548596305335033,2.7675245590118367,0.24009078359037236,-0.04641200277777968,-0.016032449372409996,-0.15390864823202377,-0.044198406571691384,-0.05932389165180885,-0.1557485722564076,-0.04831436532934674,-0.06094735701540599,-0.12645036783921348,-0.13982043427996937,-0.07598193910047146,-0.30023305055207805,-0.07006673275468311,-1.1102230246251565e-16,-0.19926610996971705
recommended_caps_min_neg1,-1.0,recommended_caps,0.3555783704917457,-0.2764005441346039,1.354533567025255,0.2471972314142578,0.3733990489795631,-0.2764005441346039,1.4108017308801148,0.2464629414360662,0.5703171579679007,-0.2764005441346039,1.9172801594523943,0.25188823571252517,0.789917787306069,-0.2764005441346038,2.361866799002583,0.2609061075327959,0.9200170242014389,-0.10097982081791179,2.80382898202221,0.2433916395324083,-0.03272781989753337,-0.02693496868088574,-0.12740919716696064,-0.05565995085157338,-0.09423649968379622,-0.19103288017041975,-0.07923768911257256,-0.09585996504739336,-0.2091234485902551,-0.16256463826037626,-0.11089454713245872,-0.3578978140421927,-0.03743161492536817,-0.005493857764561572,-0.16296168695934377
