scenario,added_count,added_codes,added_names,pool_size,source,r2_threshold,target_vol,score_min,score_max,window,start,end,days,total,cagr,maxdd,sharpe,vol,cash_days,half_position_days,overheat_days,trades,cost_sum,turnover_sum,avg_final_exposure,max_final_exposure
base6_plus_csi1000,1,512100.SH,CSI1000_ETF,7,qveris_cps3,0.2,0.25,0.0,5.0,5Y,2021-05-10,2026-05-08,1211,11.348819040991728,0.687170791728257,-0.16547015519623742,2.1733764105791575,0.25571739912242797,81,276,21,276,0.3297335531637593,263.5,0.9954812547800327,1.5
base6_plus_csi1000,1,512100.SH,CSI1000_ETF,7,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,5.889827237734153,0.9523071401931915,-0.16547015519623742,2.645187238324659,0.26639512030154006,51,184,11,175,0.20439471735874365,171.5,0.9303782047947468,1.5
base6_plus_csi1000,1,512100.SH,CSI1000_ETF,7,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.5434549789375143,0.5684664161512205,-0.13278178069088442,1.9475596102415842,0.24684244346519327,17,80,3,72,0.08322993372649348,70.5,0.9202626466101871,1.5
base6_plus_csi1000_511130_30y_bond,2,"512100.SH,511130.SH","CSI1000_ETF,CN30Y_BOND_ETF_BOSHI",8,qveris_cps3,0.2,0.25,0.0,5.0,from_2020,2020-01-02,2026-05-08,1535,17.675218253825427,0.6169734941616596,-0.16477827279926072,1.9660434119132435,0.2619653167287449,75,401,21,382,0.43475166527152725,366.5,0.9763714044113709,1.5
base6_plus_csi1000_511130_30y_bond,2,"512100.SH,511130.SH","CSI1000_ETF,CN30Y_BOND_ETF_BOSHI",8,qveris_cps3,0.2,0.25,0.0,5.0,5Y,2021-05-10,2026-05-08,1211,11.039554723580263,0.6782896228447486,-0.16477827279926072,2.152122471716927,0.2557968703842986,60,283,21,281,0.33829145284776097,270.5,1.0171969944082688,1.5
base6_plus_csi1000_511130_30y_bond,2,"512100.SH,511130.SH","CSI1000_ETF,CN30Y_BOND_ETF_BOSHI",8,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,5.717278129136181,0.9352185256239749,-0.16477827279926083,2.610838453295727,0.26654139222868184,30,191,11,180,0.21295261704274532,178.5,0.9665511906128952,1.5
base6_plus_csi1000_511130_30y_bond,2,"512100.SH,511130.SH","CSI1000_ETF,CN30Y_BOND_ETF_BOSHI",8,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.5484670209896587,0.5737486341373144,-0.13278178069088353,1.9610821655514419,0.2468602593751162,15,82,3,73,0.0843425342472686,71.5,0.9249200836303971,1.5
base6_plus_csi1000_511090_30y_bond,2,"512100.SH,511090.SH","CSI1000_ETF,CN30Y_BOND_ETF_PENGYANG",8,qveris_cps3,0.2,0.25,0.0,5.0,from_2020,2020-01-02,2026-05-08,1535,17.62441836592001,0.6162505805879688,-0.1633702233174048,1.9643484568553902,0.2619620411211301,77,404,21,384,0.43575367097956297,367.5,0.973019388656851,1.5
base6_plus_csi1000_511090_30y_bond,2,"512100.SH,511090.SH","CSI1000_ETF,CN30Y_BOND_ETF_PENGYANG",8,qveris_cps3,0.2,0.25,0.0,5.0,5Y,2021-05-10,2026-05-08,1211,11.006805010989156,0.6773386050423045,-0.1633702233174048,2.149923444474279,0.25579293192495256,62,286,21,283,0.3392934585557966,271.5,1.0129481552809456,1.5
base6_plus_csi1000_511090_30y_bond,2,"512100.SH,511090.SH","CSI1000_ETF,CN30Y_BOND_ETF_PENGYANG",8,qveris_cps3,0.2,0.25,0.0,5.0,3Y,2023-05-08,2026-05-08,727,5.699005947716309,0.9333921943743115,-0.16337022331740503,2.6073116432014967,0.266537152231233,32,194,11,182,0.21395462275078098,179.5,0.9594736882976432,1.5
base6_plus_csi1000_511090_30y_bond,2,"512100.SH,511090.SH","CSI1000_ETF,CN30Y_BOND_ETF_PENGYANG",8,qveris_cps3,0.2,0.25,0.0,5.0,1Y,2025-05-08,2026-05-08,243,0.5488533460004783,0.5741558104497546,-0.1327817806908831,1.9622282567976828,0.24684643792283,14,83,3,73,0.08432461715886844,71.5,0.9269850953427219,1.5
