date,position_baseline,position_before_baseline,trade_target_baseline,holding_fraction_baseline,nav_baseline,return_baseline,best_candidate_baseline,best_candidate_score_baseline,final_exposure_after_overheat_baseline,position_no_cap,position_before_no_cap,trade_target_no_cap,holding_fraction_no_cap,nav_no_cap,return_no_cap,best_candidate_no_cap,best_candidate_score_no_cap,final_exposure_after_overheat_no_cap,position_diff,position_before_diff,trade_target_diff,best_candidate_diff,return_diff,nav_ratio_no_cap_vs_baseline
2015-08-19,518880.SH,518880.SH,,0.5,1.9252320286667508,0.0026064291920071536,518880.SH,1.1749819213416375,0.75,518880.SH,518880.SH,,0.5,2.326195583014419,0.0012195452635952453,518880.SH,1.1749819213416375,0.35092414959950496,False,False,False,False,-0.0013868839284119083,1.2082676520945588
2015-08-20,518880.SH,518880.SH,,0.5,1.9477347406901282,0.011688311688311526,518880.SH,1.5277563446888176,0.75,518880.SH,518880.SH,,0.5,2.338917324620076,0.005468904548933562,518880.SH,1.5277563446888176,0.3509213752232398,False,False,False,False,-0.006219407139377964,1.2008397631144283
2015-08-21,518880.SH,518880.SH,,0.5,1.9751325439479175,0.014066496163682718,518880.SH,2.0406058639575684,0.75,518880.SH,518880.SH,,0.5,2.3544762970561677,0.0066522113767397695,518880.SH,2.0406058639575684,0.35468381567798546,False,False,False,False,-0.0074142847869429485,1.1920598970791163
2015-08-24,518880.SH,518880.SH,518880.SH,1.0,1.9680756804816664,-0.003572855648535711,518880.SH,2.397239786715635,1.5,518880.SH,518880.SH,518880.SH,1.0,2.3503662642536454,-0.0017456250494689574,518880.SH,2.397239786715635,0.7328696795451529,False,False,False,False,0.0018272305990667537,1.1942458755846306
2015-08-25,518880.SH,518880.SH,,1.0,1.9519574630228709,-0.008189836203275846,518880.SH,2.5485981661621957,1.5,518880.SH,518880.SH,,1.0,2.3409623578610277,-0.0040010387043246665,518880.SH,2.5485981661621957,0.7328056273074951,False,False,False,False,0.00418879749895118,1.1992896373037403
2015-08-26,518880.SH,518880.SH,,1.0,1.9284647317322667,-0.012035472972972694,518880.SH,2.4590743162655846,1.5,518880.SH,518880.SH,,1.0,2.327205403474324,-0.00587662349226048,518880.SH,2.4590743162655846,0.7324128647196345,False,False,False,False,0.006158849480712214,1.2067658615586314
2015-08-27,518880.SH,518880.SH,,1.0,1.895215339805848,-0.017241379310344973,518880.SH,2.1370339369846376,1.5,518880.SH,518880.SH,,1.0,2.3074209246633046,-0.008501389168950269,518880.SH,2.1370339369846376,0.7396208576986557,False,False,False,False,0.008739990141394705,1.2174980205150114
2015-08-28,518880.SH,518880.SH,,1.0,1.9086826322721686,0.007105943152454719,518880.SH,1.8673153266164806,1.5,518880.SH,518880.SH,,1.0,2.3155340326192886,0.0035160936044504876,518880.SH,1.8673153266164806,0.7422153954122007,False,False,False,False,-0.0035898495480042314,1.2131582241426846
2015-08-31,518880.SH,518880.SH,,1.0,1.9160457457271403,0.003857693956279329,518880.SH,1.624660107005397,1.5,518880.SH,518880.SH,,1.0,2.3199852018261913,0.0019223078323178378,518880.SH,1.624660107005397,0.7474573621329363,False,False,False,False,-0.0019353861239614911,1.210819317336161
2015-09-01,518880.SH,518880.SH,,1.0,1.934477139176846,0.009619495510902354,518880.SH,1.4369572704033708,1.5,518880.SH,518880.SH,,1.0,2.3320854167494622,0.005215643148821059,518880.SH,1.4369572704033708,0.8132926216728157,False,False,False,False,-0.004403852362081295,1.2055378528493779
2015-09-02,518880.SH,518880.SH,,1.0,1.9307791157587084,-0.0019116397621070647,518880.SH,1.2242466757927137,1.5,518880.SH,518880.SH,,1.0,2.3295544449608143,-0.001085282627501627,518880.SH,1.2242466757927137,0.8515851017129032,False,False,False,False,0.0008263571346054377,1.2065359656873051
2015-09-07,518880.SH,518880.SH,,1.0,1.8839673719908456,-0.0242450021267544,518880.SH,0.8763350431170389,1.5,518880.SH,518880.SH,,1.0,2.2971534443994686,-0.013908668514459599,518880.SH,0.8763350431170389,0.8605073599340771,False,False,False,False,0.010336333612294801,1.2193170001516516
2015-09-08,518880.SH,518880.SH,,1.0,1.8717496847535506,-0.006485084306096178,518880.SH,0.5669784197339043,1.5,518880.SH,518880.SH,,1.0,2.288498078720884,-0.0037678657033932694,518880.SH,0.5669784197339043,0.8715073371948442,False,False,False,False,0.002717218602702909,1.2226517772979917
2015-09-09,CASH,518880.SH,CASH,0.0,1.88112103071102,0.005006730351715394,CASH,,0.0,CASH,518880.SH,CASH,0.0,2.29516609960011,0.0029137104991379115,CASH,,0.0,False,False,False,False,-0.0020930198525774824,1.2201054914220966
2015-09-23,159941.SZ,CASH,159941.SZ,0.5,1.8797101899379869,-0.0007499999999999174,159941.SZ,0.5980855355273809,0.75,159941.SZ,CASH,159941.SZ,0.5,2.2939234445330303,-0.0005414227176394615,159941.SZ,0.5980855355273809,0.5414227176394262,False,False,False,False,0.00020857728236045592,1.2203601687176622
2015-09-24,159941.SZ,159941.SZ,159941.SZ,1.0,1.8615619026924504,-0.009654832613390951,159941.SZ,0.553444894326057,1.5,159941.SZ,159941.SZ,159941.SZ,1.0,2.277555038087906,-0.0071355504405058445,159941.SZ,0.553444894326057,1.10859774471013,False,False,False,False,0.0025192821728851067,1.2234645728373514
2015-09-28,CASH,159941.SZ,CASH,0.0,1.8313313580890547,-0.016239344262295008,CASH,,0.0,CASH,159941.SZ,CASH,0.0,2.242876844955554,-0.015226061523178736,CASH,,0.0,False,False,False,False,0.0010132827391162724,1.2247247528682825
2015-09-29,159915.SZ,CASH,159915.SZ,0.5,1.8299578595704877,-0.0007500000000000284,159915.SZ,1.8906945802248694,0.75,159915.SZ,CASH,159915.SZ,0.5,2.2413033530046897,-0.0007015507580824254,159915.SZ,1.8906945802248694,0.7015507580825477,False,False,False,False,4.8449241917603025e-05,1.2247841343902583
2015-09-30,159915.SZ,159915.SZ,159915.SZ,1.0,1.8166385178519528,-0.00727849641393441,159915.SZ,2.1355565088696427,1.5,159915.SZ,159915.SZ,159915.SZ,1.0,2.2259800594882213,-0.006836778027359047,159915.SZ,2.1355565088696427,1.408967794695291,False,False,False,False,0.00044171838657536266,1.2253291106699016
2015-10-08,159915.SZ,159915.SZ,,1.0,2.020834320246165,0.112403100775194,159915.SZ,3.3553954684228007,1.5,159915.SZ,159915.SZ,,1.0,2.4624766132577767,0.10624378810649748,159915.SZ,3.3553954684228007,1.417805034386708,False,False,False,False,-0.006159312668696515,1.2185445331103708
2015-10-09,159915.SZ,159915.SZ,,1.0,2.0543529664233255,0.01658653846153868,159915.SZ,4.887958720523957,1.5,159915.SZ,159915.SZ,,1.0,2.4955768939692446,0.01344186601946129,159915.SZ,4.887958720523957,1.2156122313251774,False,False,False,False,-0.0031446724420773897,1.2147751310302337
2015-10-12,518880.SH,159915.SZ,518880.SH,0.5,2.220913809285907,0.08107703281027101,518880.SH,0.3531803547426251,0.75,159915.SZ,159915.SZ,,1.0,2.6637174527038563,0.06737542695676346,159915.SZ,8.445241752091462,1.2110301101715715,True,False,True,True,-0.013701605853507548,1.1993790310846526
2015-10-13,518880.SH,518880.SH,518880.SH,1.0,2.2107844534837415,-0.004560895501578455,518880.SH,0.4081676236232483,1.323573657899454,159915.SZ,159915.SZ,,1.0,2.6719560937888156,0.003092911028005796,159915.SZ,12.806036232567816,1.1443770803621627,True,True,True,True,0.0076538065295842506,1.208600906152729
2015-10-14,518880.SH,518880.SH,,1.0,2.2553568019698673,0.020161327087264924,518880.SH,0.544558569520754,1.3222470348064732,159915.SZ,159915.SZ,,1.0,2.6115210891573764,-0.02261826261738553,159915.SZ,15.31677200341073,1.144278467870451,True,True,False,True,-0.042779589704650456,1.1579192644269984
2015-10-15,518880.SH,518880.SH,,1.0,2.2676992632614956,0.005472509396672098,518880.SH,0.6847870999018546,1.31176050238228,159915.SZ,159915.SZ,,1.0,2.768688399876984,0.06018228662680203,159915.SZ,21.162308230751425,1.132049563962775,True,True,False,True,0.05470977723012993,1.2209239755605625
2015-10-16,518880.SH,518880.SH,,1.0,2.261520192982427,-0.0027248191059433546,518880.SH,0.7714678517574771,1.3117279176011292,159915.SZ,159915.SZ,,1.0,2.811133258167651,0.015330312465842377,159915.SZ,28.168407793400185,1.136421227306629,True,True,False,True,0.018055131571785732,1.2430281484510692
2015-10-19,518880.SH,518880.SH,,1.0,2.25651240576982,-0.0022143455663790057,518880.SH,0.8038275671481467,1.3297145126105523,159915.SZ,159915.SZ,,1.0,2.7614934189114444,-0.017658301722972336,159915.SZ,32.26116151560026,1.1750338489372116,True,True,False,True,-0.01544395615659333,1.2237882724909495
2015-10-20,518880.SH,518880.SH,,1.0,2.2497798717499213,-0.002983601598060548,518880.SH,0.7905543541765137,1.4309353264297242,159915.SZ,159915.SZ,,1.0,2.904921128632273,0.05193845791505325,159915.SZ,41.257881292575966,1.228317757290027,True,True,False,True,0.0549220595131138,1.291202381668021
2015-10-21,518880.SH,518880.SH,,1.0,2.257847341054522,0.0035858927381751116,518880.SH,0.7755375820365915,1.4301735537420805,159915.SZ,159915.SZ,,1.0,2.6641164367624777,-0.08289543199514471,159915.SZ,33.79506344665826,1.15908174210755,True,True,False,True,-0.08648132473331982,1.1799364768028155
2015-10-22,518880.SH,518880.SH,,1.0,2.244386457798317,-0.005961821692479052,518880.SH,0.7059283315024365,1.430241024025664,159915.SZ,159915.SZ,,1.0,2.8165613331390063,0.05722155919047767,159915.SZ,33.21812197612914,0.9924364172098513,True,True,False,True,0.06318338088295672,1.2549359863372092
2015-10-23,513030.SH,518880.SH,513030.SH,0.5,2.258333495956248,0.006214187449523623,513030.SH,0.9423991635133937,0.7140442411096871,159915.SZ,159915.SZ,,1.0,2.9040694154688147,0.03106912010053131,159915.SZ,34.5411469687962,0.9234214429879398,True,True,True,True,0.02485493265100769,1.2859347039172095
2015-10-26,513030.SH,513030.SH,,0.5,2.2889526849922777,0.013558311511942867,513030.SH,1.4507906887720292,0.7138052237169967,159915.SZ,159915.SZ,,1.0,2.8726781992285457,-0.010809389084524113,159915.SZ,30.519841905900563,0.9046340451082814,True,True,False,True,-0.02436770059646698,1.2550186022033205
2015-10-27,513030.SH,513030.SH,513030.SH,1.0,2.2712589526115043,-0.0077300559757237375,513030.SH,1.8136815977051675,1.423126126643476,159915.SZ,159915.SZ,,1.0,2.922322976925664,0.017281705173398887,159915.SZ,27.94228418408556,0.9009028044741453,True,True,True,True,0.025011761149122624,1.2866533662159318
2015-10-28,513030.SH,513030.SH,,1.0,2.2355481020957653,-0.015722932197880124,513030.SH,1.965060135913065,1.4197807774685665,159915.SZ,159915.SZ,,1.0,2.8323362966835357,-0.030792859294695663,159915.SZ,21.322180660491085,0.8959255728123348,True,True,False,True,-0.015069927096815539,1.2669538597842283
2015-10-29,159941.SZ,513030.SH,159941.SZ,0.5,2.2801243129946904,0.019939723442826462,159941.SZ,2.3710043690161893,0.7043859739089275,159915.SZ,159915.SZ,,1.0,2.8239594468566778,-0.0029575759900639653,159915.SZ,15.644323725754415,0.8724849170688438,True,True,True,True,-0.022897299432890428,1.2385111771154793
2015-10-30,159941.SZ,159941.SZ,159941.SZ,1.0,2.276933408048188,-0.0013994434111846976,159941.SZ,2.6981359146472035,1.3976910402716844,159915.SZ,159915.SZ,,1.0,2.820818340482,-0.0011123057656420299,159915.SZ,11.368988689869328,0.8720477202634067,True,True,True,True,0.00028713764554266774,1.238867298670819
2015-11-02,159941.SZ,159941.SZ,,1.0,2.2449875215818613,-0.014030224315479956,159941.SZ,2.7068345382810253,1.3974103418217976,159915.SZ,159915.SZ,,1.0,2.781029878100711,-0.014105290585458397,159915.SZ,7.585625623052319,0.87192967329583,True,True,False,True,-7.506626997844101e-05,1.2387729781861523
2015-11-03,159915.SZ,159941.SZ,159915.SZ,0.5,2.2813496049289954,0.016197009113668726,159915.SZ,4.866604695438153,0.6942681818057265,159915.SZ,159915.SZ,,1.0,2.7747733504869694,-0.0022497160720957865,159915.SZ,4.866604695438153,0.8665156404355697,False,True,True,False,-0.018446725185764512,1.2162858969497274
2015-11-04,159915.SZ,159915.SZ,,0.5,2.4071648036033007,0.055149459952334334,159915.SZ,4.633470007275095,0.6908668760333162,159915.SZ,159915.SZ,,1.0,2.966646482341308,0.06914911872736029,159915.SZ,4.633470007275095,0.866243036231334,False,False,False,False,0.013999658775025958,1.23242350415747
2015-11-05,159915.SZ,159915.SZ,159915.SZ,1.0,2.3768284595870064,-0.012602520596381117,159915.SZ,3.838442422091762,1.2944197484584201,159915.SZ,159915.SZ,,1.0,2.9237628410849688,-0.014455258323362807,159915.SZ,3.838442422091762,0.7821551731923951,False,False,True,False,-0.0018527377269816903,1.2301110032959621
2015-11-06,159915.SZ,159915.SZ,,1.0,2.50832187192865,0.055323055314009384,159915.SZ,3.9284955040767864,1.2871830869726197,159915.SZ,159915.SZ,,1.0,3.021384985535041,0.03338921443226428,159915.SZ,3.9284955040767864,0.7768557224573506,False,False,False,False,-0.021933840881745104,1.204544368626781
2015-11-09,159915.SZ,159915.SZ,,1.0,2.5498869346625286,0.016570864847547995,159915.SZ,4.262928909861308,1.2063589609014906,159915.SZ,159915.SZ,,1.0,3.0528713337092532,0.010421163911568332,159915.SZ,4.262928909861308,0.7586607327621764,False,False,False,False,-0.006149700935979663,1.1972575302101751
2015-11-11,159941.SZ,159915.SZ,159941.SZ,0.5,2.547337047727866,0.0,159941.SZ,1.3720274112699609,0.0,159915.SZ,159915.SZ,,1.0,3.0498184623755438,0.0,159915.SZ,5.693500647265687,0.0,True,False,True,True,0.0,1.1972575302101751
2015-11-12,159941.SZ,159941.SZ,159941.SZ,1.0,2.5443229598607786,-0.0011832308841014383,159941.SZ,1.104261760048161,1.1775808748533916,159915.SZ,159915.SZ,,1.0,3.0498184623755438,0.0,159915.SZ,6.303279426344406,0.0,True,True,True,True,0.0011832308841014383,1.1986758404846627
2015-11-13,159941.SZ,159941.SZ,,1.0,2.5352368333391406,-0.00357113725929481,159941.SZ,0.844630692753795,1.1772849164808417,159915.SZ,159915.SZ,,1.0,3.0498184623755438,0.0,159915.SZ,5.894914948085782,0.0,True,True,False,True,0.00357113725929481,1.2029718179656816
2015-11-16,159941.SZ,159941.SZ,,1.0,2.4838263079180094,-0.020278391645729976,159941.SZ,0.5077556823780314,1.1761467154523428,159915.SZ,159915.SZ,,1.0,3.0498184623755438,0.0,159915.SZ,6.480943382750047,0.0,True,True,False,True,0.020278391645729976,1.2278710683807676
2015-11-17,CASH,159941.SZ,CASH,0.0,2.5047113762561053,0.008408425448880097,CASH,,0.0,159915.SZ,159915.SZ,,1.0,3.0498184623755438,0.0,159915.SZ,5.57589743739117,0.0,True,True,True,True,-0.008408425448880097,1.2176326946437368
2015-11-18,159915.SZ,CASH,159915.SZ,0.5,2.5032589931955305,-0.0005798604479314573,159915.SZ,4.226466019036739,0.5798604479315527,159915.SZ,159915.SZ,,1.0,3.0498184623755438,0.0,159915.SZ,4.226466019036739,0.0,False,True,True,False,0.0005798604479314573,1.2183391613355612
2015-11-19,159915.SZ,159915.SZ,,0.5,2.565560126472415,0.024888009369479658,159915.SZ,4.065552337093804,0.5797984404963986,159915.SZ,159915.SZ,,1.0,3.1395276045860685,0.029414584283370404,159915.SZ,4.065552337093804,0.7092564236176873,False,False,False,False,0.004526574913890746,1.223720142900274
2015-11-23,159915.SZ,159915.SZ,159915.SZ,1.0,2.5629945663459424,0.0,159915.SZ,3.5013774572022065,0.0,159915.SZ,159915.SZ,,1.0,3.1363880769814823,0.0,159915.SZ,3.5013774572022065,0.0,False,False,True,False,0.0,1.223720142900274
2015-11-30,159915.SZ,159915.SZ,,1.0,2.5839352591879567,0.00817040079482867,159915.SZ,1.107683148539087,0.9546763590212134,159915.SZ,159915.SZ,,1.0,3.15265377535352,0.005186124284623617,159915.SZ,1.107683148539087,0.6440009265273741,False,False,False,False,-0.002984276510205053,1.2200978194570913
2015-12-01,CASH,159915.SZ,CASH,0.0,2.568769920298792,-0.005869086245578359,CASH,,0.0,CASH,159915.SZ,CASH,0.0,3.140164442936275,-0.0039615299703641416,CASH,,0.0,False,False,False,False,0.0019075562752142172,1.222438965094632
2015-12-02,513030.SH,CASH,513030.SH,0.5,2.567546896522205,-0.0004761126198661314,513030.SH,0.2978554390640369,0.47611261986614123,513030.SH,CASH,513030.SH,0.5,3.1391544612583884,-0.00032163337183144236,513030.SH,0.2978554390640369,0.321633371831473,False,False,False,False,0.00015447924803468904,1.2226278964993542
2015-12-04,513030.SH,513030.SH,513030.SH,1.0,2.5570083607955816,-0.004104515380380369,513030.SH,0.415266838656954,0.9521625166945006,513030.SH,513030.SH,513030.SH,1.0,3.130450045952491,-0.0027728534588923326,513030.SH,0.415266838656954,0.6432445448892962,False,False,False,False,0.0013316619214880365,1.22426273372782
2015-12-07,513030.SH,513030.SH,,1.0,2.5650184885397973,0.0031326169546521676,513030.SH,0.45005611348930596,0.9512713485627013,513030.SH,513030.SH,,1.0,3.1370780602866875,0.0021172720333826334,513030.SH,0.45005611348930596,0.6429449408038306,False,False,False,False,-0.0010153449212695342,1.223023566614738
2015-12-08,513030.SH,513030.SH,,1.0,2.573028478173796,0.0031227804671920545,513030.SH,0.4946997986352668,0.9514071156711889,513030.SH,513030.SH,,1.0,3.1436989322716182,0.002110521911694363,513030.SH,0.4946997986352668,0.6430056757629046,False,False,False,False,-0.0010122585554976915,1.2217894045630053
2015-12-09,513030.SH,513030.SH,,1.0,2.5276389788917926,-0.017640496273954365,513030.SH,0.40116262079379417,0.9515491225421259,513030.SH,513030.SH,,1.0,3.106220827804632,-0.01192165829948122,513030.SH,0.40116262079379417,0.64306827415437,False,False,False,False,0.0057188379744731455,1.2289020915346505
2015-12-10,513030.SH,513030.SH,,1.0,2.511762360877906,-0.006281204771121152,513030.SH,0.2720512082533877,0.9421807156681611,513030.SH,513030.SH,,1.0,3.0929666088901433,-0.004266991836461398,513030.SH,0.2720512082533877,0.6400487754692,False,False,False,False,0.0020142129346597537,1.2313930079791053
2015-12-11,159941.SZ,513030.SH,159941.SZ,0.5,2.5082185986950414,-0.001410866823255419,159941.SZ,0.20844210888227743,0.4702889410851618,159941.SZ,513030.SH,159941.SZ,0.5,3.0899996430574683,-0.0009592621608480734,159941.SZ,0.20844210888227743,0.31975405361599935,False,False,False,False,0.00045160466240734554,1.2319498964983004
2015-12-14,CASH,159941.SZ,CASH,0.0,2.488216825991484,-0.007974493416946893,CASH,,0.0,CASH,159941.SZ,CASH,0.0,3.0732442257034163,-0.005422465789501785,CASH,,0.0,False,False,False,False,0.002552027627445108,1.2351191397794745
2015-12-21,518880.SH,CASH,518880.SH,0.5,2.487049835604754,-0.00046900670976091074,518880.SH,0.14766544849802843,0.469006709760945,518880.SH,CASH,518880.SH,0.5,3.072262883107184,-0.0003193181290391811,518880.SH,0.14766544849802843,0.31931812903924495,False,False,False,False,0.00014968858072172964,1.2353041097626936
2015-12-22,518880.SH,518880.SH,,0.5,2.492786183235498,0.0023064868056208443,518880.SH,0.1944675251038166,0.46926522463450115,518880.SH,518880.SH,,0.5,3.0770856232358947,0.0015697680544293213,518880.SH,0.1944675251038166,0.319376445983018,False,False,False,False,-0.000736718751191523,1.2343961322996457
2015-12-23,518880.SH,518880.SH,518880.SH,1.0,2.4890125609046456,-0.0015138170919876126,518880.SH,0.21876003723626591,0.9396466266143426,518880.SH,518880.SH,518880.SH,1.0,3.073917559841391,-0.0010295662137513872,518880.SH,0.21876003723626591,0.6390655943495773,False,False,False,False,0.00048425087823622537,1.234994795978112
2015-12-24,159915.SZ,518880.SH,159915.SZ,0.5,2.4865447120914723,-0.0009914971310054366,159915.SZ,0.6944589835404107,0.4698879750742072,159915.SZ,518880.SH,159915.SZ,0.5,3.071844864976162,-0.0006742844675821091,159915.SZ,0.6944589835404107,0.31955529994813536,False,False,False,False,0.00031721266342332743,1.2353869407771012
2015-12-25,159915.SZ,159915.SZ,159915.SZ,1.0,2.483593039886548,-0.0011870577635588742,159915.SZ,0.7645274548428813,0.9407549295012383,159915.SZ,159915.SZ,159915.SZ,1.0,3.0693663218706586,-0.0008068581632367788,159915.SZ,0.7645274548428813,0.6394430142958144,False,False,False,False,0.0003801996003220953,1.235857192614322
2015-12-28,159915.SZ,159915.SZ,,1.0,2.421934676269398,-0.024826274927862713,159915.SZ,0.6090624950621728,0.942678845086962,159915.SZ,159915.SZ,,1.0,3.017625454227603,-0.01685718230319333,159915.SZ,0.6090624950621728,0.6400843135415436,False,False,False,False,0.007969092624669383,1.2459565833029695
2015-12-29,159915.SZ,159915.SZ,,1.0,2.4475346547440666,0.010570053241114374,159915.SZ,0.5467359034091384,0.9298002006235494,159915.SZ,159915.SZ,,1.0,3.0394406548918895,0.007229260554428407,159915.SZ,0.5467359034091384,0.6359256439429972,False,False,False,False,-0.003340792686685967,1.2418376381313045
2015-12-30,159915.SZ,159915.SZ,,1.0,2.4695478227409127,0.008994016879057432,159915.SZ,0.5323938221839113,0.9281825419187293,159915.SZ,159915.SZ,,1.0,3.058155715263877,0.006157402791157063,159915.SZ,0.5323938221839113,0.6354439680474178,False,False,False,False,-0.0028366140879003687,1.238346424030646
2015-12-31,518880.SH,159915.SZ,518880.SH,0.5,2.4081983011545636,-0.024842410833841644,518880.SH,0.19383474052728245,0.4635143300755465,518880.SH,159915.SZ,518880.SH,0.5,3.006106897250604,-0.01701967553630024,518880.SH,0.19383474052728245,0.31755627733057085,False,False,False,False,0.007822735297541406,1.2482804658608824
2016-01-04,518880.SH,518880.SH,,0.5,2.41753871147307,0.003878588534020899,518880.SH,0.18777801243278192,0.4556320846281347,518880.SH,518880.SH,,0.5,3.0141650108940765,0.0026805812031642784,518880.SH,0.18777801243278192,0.31489774976118373,False,False,False,False,-0.0011980073308566208,1.246790794533944
2016-01-05,518880.SH,518880.SH,,0.5,2.4268367940949194,0.0038460946158680454,518880.SH,0.22096905025911462,0.4556609989641395,518880.SH,518880.SH,,0.5,3.0221771473234367,0.0026581611824176843,518880.SH,0.22096905025911462,0.31492214850643496,False,False,False,False,-0.001187933433450361,1.2453153647073114
2016-01-06,518880.SH,518880.SH,,0.5,2.4361555262957424,0.0038398676925854858,518880.SH,0.2952326825888343,0.45876314011414826,518880.SH,518880.SH,,0.5,3.0301705077879073,0.002644901365742136,518880.SH,0.2952326825888343,0.3159961105386507,False,False,False,False,-0.0011949663268433497,1.2438329470677862
2016-01-07,518880.SH,518880.SH,,0.5,2.4605875415215595,0.010028922604529589,518880.SH,0.4866416250373833,0.4591240768353629,518880.SH,518880.SH,,0.5,3.0510955697859896,0.0069055724568312105,518880.SH,0.4866416250373833,0.31613710707372783,False,False,False,False,-0.0031233501476983783,1.2399865960059588
2016-01-08,518880.SH,518880.SH,518880.SH,1.0,2.4589776290645804,-0.000654279691257531,518880.SH,0.6588310657437435,0.9167950863271541,518880.SH,518880.SH,518880.SH,1.0,3.049719772824312,-0.0004509189994903462,518880.SH,0.6588310657437435,0.6318403713093893,False,False,False,False,0.00020336069176718485,1.2402389256320547
2016-01-11,518880.SH,518880.SH,,1.0,2.467655049072018,0.003528873099483576,518880.SH,0.8463916723845175,0.916722811843592,518880.SH,518880.SH,,1.0,3.0571370820780763,0.002432128131856226,518880.SH,0.8463916723845175,0.631812841364432,False,False,False,False,-0.00109674496762735,1.2388834830166955
2016-01-12,518880.SH,518880.SH,,1.0,2.439701825545521,-0.011327848897279558,518880.SH,0.9058208227544065,0.9167745297212202,518880.SH,518880.SH,,1.0,3.0332691795012345,-0.007807272600487303,518880.SH,0.9058208227544065,0.6318506480463341,False,False,False,False,0.003520576296792255,1.2432950402957503
2016-01-13,518880.SH,518880.SH,,1.0,2.422409306606288,-0.0070879640938771304,518880.SH,0.8691780029781291,0.912772264978169,518880.SH,518880.SH,,1.0,3.018418923061856,-0.004895792480184902,518880.SH,0.8691780029781291,0.6304692760593652,False,False,False,False,0.0021921716136922287,1.2460400126560598
2016-01-14,518880.SH,518880.SH,,1.0,2.4387205339502707,0.006733472869138835,518880.SH,0.8771357049264061,0.9109992705305249,518880.SH,518880.SH,,1.0,3.0324707403075295,0.0046553568619360775,518880.SH,0.8771357049264061,0.6298423989678136,False,False,False,False,-0.002078116007202757,1.2434679161025042
2016-01-15,518880.SH,518880.SH,,1.0,2.426261572904808,-0.005108810489770077,518880.SH,0.8166724590469088,0.9105472234459345,518880.SH,518880.SH,,1.0,3.021756284080693,-0.0035332430695603767,518880.SH,0.8166724590469088,0.6297326301670176,False,False,False,False,0.0015755674202097003,1.2454371440515943
2016-01-18,518880.SH,518880.SH,,1.0,2.434881452045637,0.0035527410717342,518880.SH,0.7753358182091086,0.9095017143639269,518880.SH,518880.SH,,1.0,3.029185040503667,0.0024584234215414558,518880.SH,0.7753358182091086,0.6293563959145589,False,False,False,False,-0.0010943176501927443,1.2440790651055034
2016-01-19,518880.SH,518880.SH,,1.0,2.432966555209018,-0.0007864435597103592,518880.SH,0.7141117091886513,0.9095219768048897,518880.SH,518880.SH,,1.0,3.0275365141406527,-0.0005442144804531646,518880.SH,0.7141117091886513,0.6293840466440211,False,False,False,False,0.0002422290792571946,1.2443806544149372
2016-01-20,518880.SH,518880.SH,,1.0,2.4502003974115514,0.0070834686015865955,518880.SH,0.6971676246089247,0.909438663237037,518880.SH,518880.SH,,1.0,3.0423772498237343,0.004901917983074711,518880.SH,0.6971676246089247,0.6293518032714172,False,False,False,False,-0.002181550618511885,1.2416850691224164
2016-01-21,518880.SH,518880.SH,,1.0,2.470281118514691,0.008195542341905337,518880.SH,0.7303806308797245,0.9089246721094021,518880.SH,518880.SH,,1.0,3.059638312522034,0.005673544495279126,518880.SH,0.7303806308797245,0.629223101404996,False,False,False,False,-0.0025219978466262116,1.2385789979893895
2016-01-22,518880.SH,518880.SH,,1.0,2.455960753090269,-0.005797059013685213,518880.SH,0.6925196452377884,0.9082059121440147,518880.SH,518880.SH,,1.0,3.047353498550134,-0.004015119670067846,518880.SH,0.6925196452377884,0.6290354149772978,False,False,False,False,0.001781939343617367,1.2407989397695918
2016-01-25,518880.SH,518880.SH,,1.0,2.459781843363932,0.0015558433777311809,518880.SH,0.6555012428255873,0.908223571750543,518880.SH,518880.SH,,1.0,3.050637287888599,0.0010775872704060774,518880.SH,0.6555012428255873,0.6290415690995594,False,False,False,False,-0.0004782561073251035,1.2402064419325205
2016-01-26,518880.SH,518880.SH,,1.0,2.497990761988495,0.01553345827299446,518880.SH,0.7339968863341488,0.9083189725133535,518880.SH,518880.SH,,1.0,3.0834564811138447,0.01075814334124292,518880.SH,0.7339968863341488,0.6290824318791799,False,False,False,False,-0.00477531493175154,1.234374653435186
2016-01-27,518880.SH,518880.SH,,1.0,2.4941785086182686,-0.001526127889757256,518880.SH,0.7715699355716759,0.9076645624331164,518880.SH,518880.SH,,1.0,3.0801953828589377,-0.001057611247274326,518880.SH,0.7715699355716759,0.6290142893164343,False,False,False,False,0.0004685166424829301,1.2349538624504115
2016-01-28,518880.SH,518880.SH,,1.0,2.4808360168969577,-0.005349453407287319,518880.SH,0.7368739346539144,0.9074965601648267,518880.SH,518880.SH,,1.0,3.0687755375062307,-0.0037075068082556006,518880.SH,0.7368739346539144,0.6289520478290821,False,False,False,False,0.0016419465990317184,1.2369924963217322
2016-01-29,518880.SH,518880.SH,,1.0,2.4827424693073943,0.000768471756074085,518880.SH,0.6946779462795094,0.907180908045682,518880.SH,518880.SH,,1.0,3.070410245678254,0.0005326906943972087,518880.SH,0.6946779462795094,0.6288413647359538,False,False,False,False,-0.0002357810616768763,1.2367010608775708
2016-02-01,518880.SH,518880.SH,,1.0,2.5043182476010837,0.008690300568994669,518880.SH,0.7026318877464091,1.026759012226701,518880.SH,518880.SH,,1.0,3.0876759553953224,0.0056232582409372345,518880.SH,0.7026318877464091,0.6643879611667388,False,False,False,False,-0.0030670423280574344,1.2329407248272235
