score_max,position_before,position,trade_target,holding_fraction,best_candidate,best_candidate_score,nav,final_exposure_after_overheat
5.00,159941.SZ,159915.SZ,159915.SZ,0.5,159915.SZ,4.166212626476979,54.17203761276186,0.566211684009063
5.25,159941.SZ,159915.SZ,159915.SZ,0.5,159915.SZ,4.166212626476979,50.46780020263823,0.5626302775469638
5.50,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,47.38232863655321,0.5503166436025785
5.75,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,45.94219879039311,0.5470114777185919
6.00,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,47.93187923450375,0.5374763560035296
6.25,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,55.79482396914176,0.5177529859140718
6.50,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,48.64505786940525,0.5054677965255303
6.75,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,50.73631843051061,0.505467796525529
7.00,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,43.7412912331448,0.4703375612204015
7.25,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,49.313431256545016,0.47044125309230617
7.50,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,51.90579268420455,0.44522587084833354
7.75,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,48.803617352858026,0.4452400580480825
8.00,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,49.99593682739417,0.4408293320583679
no_cap,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,40.56786316487719,0.3290357449492075
