version,scenario,window,start,end,days,total,cagr,maxdd,sharpe,vol,cash_days,half_position_days,pending_days,staged_initials,staged_fills,overheat_days,overheat_triggers,overheat_recoveries,trades,cost_sum,turnover_sum,avg_scale,avg_final_exposure,max_final_exposure,scenario_name,source_label,pool
1.1,v1_1_staged_50_plus_ma60_overheat,from_2020,2020-01-02,2026-05-15,1601,4.09848450157473,0.2922673703432159,-0.1830030460773624,1.227520086705717,0.23072288855775286,147,306,306,143,127,0,0,0,778,0.3834350168921327,383.4350168921327,1.4084638680892758,1.1483852414153113,1.5,us_etf_qqq_gld_emxc_vea_dbc_dbmf,Yahoo adjusted close,"QQQ,GLD,EMXC,VEA,DBC,DBMF"
1.1,v1_1_staged_50_plus_ma60_overheat,15Y,2011-05-05,2026-05-15,3780,5.598906261291,0.1340480703512137,-0.3721294745521808,0.7357355092397428,0.19758498190156387,646,660,660,302,267,0,0,0,1211,0.8284200650605815,828.4200650605814,1.4505749149309246,1.0772931077515526,1.5,us_etf_qqq_gld_emxc_vea_dbc_dbmf,Yahoo adjusted close,"QQQ,GLD,EMXC,VEA,DBC,DBMF"
1.1,v1_1_staged_50_plus_ma60_overheat,10Y,2016-05-09,2026-05-15,2520,4.165874892687961,0.17845875828879754,-0.32956952460916045,0.8948436790949873,0.20773154623322682,280,479,479,219,194,0,0,0,963,0.5976509609599494,597.6509609599493,1.4413324079293206,1.1455367640651206,1.5,us_etf_qqq_gld_emxc_vea_dbc_dbmf,Yahoo adjusted close,"QQQ,GLD,EMXC,VEA,DBC,DBMF"
1.1,v1_1_staged_50_plus_ma60_overheat,5Y,2021-05-11,2026-05-15,1260,2.53233763366735,0.2871004485745303,-0.18300304607736229,1.2437946940063973,0.2230153779017009,96,244,244,109,98,0,0,0,569,0.2988171813250955,298.8171813250955,1.4294353613563562,1.1818156213638524,1.5,us_etf_qqq_gld_emxc_vea_dbc_dbmf,Yahoo adjusted close,"QQQ,GLD,EMXC,VEA,DBC,DBMF"
1.1,v1_1_staged_50_plus_ma60_overheat,3Y,2023-05-11,2026-05-15,756,0.9237729784875577,0.2437066031109627,-0.18300304607736217,1.098945454627165,0.22079572313373547,51,168,168,72,66,0,0,0,272,0.19888788455876388,198.88788455876391,1.4558320967306455,1.1990902179921221,1.5,us_etf_qqq_gld_emxc_vea_dbc_dbmf,Yahoo adjusted close,"QQQ,GLD,EMXC,VEA,DBC,DBMF"
1.1,v1_1_staged_50_plus_ma60_overheat,1Y,2025-05-15,2026-05-15,252,0.40954525127329355,0.40954525127329355,-0.12047712144521017,1.5476165351301434,0.24085897336938056,11,66,66,30,26,0,0,0,168,0.07673253420323894,76.73253420323894,1.3737153121904226,1.1443142491572813,1.5,us_etf_qqq_gld_emxc_vea_dbc_dbmf,Yahoo adjusted close,"QQQ,GLD,EMXC,VEA,DBC,DBMF"
1.1,v1_1_staged_50_plus_ma60_overheat,from_2020,2020-01-02,2026-05-15,1601,4.097186248971393,0.2922155707581475,-0.18300263813139395,1.227331304497559,0.23072634206823053,147,306,306,143,127,0,0,0,778,0.38343522959715104,383.43522959715096,1.4084634818396116,1.148384894335699,1.5,us_etf_spliced_qqq_gld_emxc_eem_vea_dbc_dbmf_wtmf,"Yahoo adjusted close; EMXC<-EEM, DBMF<-WTMF","QQQ,GLD,EMXC,VEA,DBC,DBMF"
1.1,v1_1_staged_50_plus_ma60_overheat,15Y,2011-05-05,2026-05-15,3780,4.682452069203364,0.12279995204275052,-0.401282325823369,0.6755672566906836,0.20160152489484448,495,726,726,337,294,0,0,0,1318,0.9173460172838588,917.3460172838588,1.4482779665551497,1.1194836286491412,1.5,us_etf_spliced_qqq_gld_emxc_eem_vea_dbc_dbmf_wtmf,"Yahoo adjusted close; EMXC<-EEM, DBMF<-WTMF","QQQ,GLD,EMXC,VEA,DBC,DBMF"
1.1,v1_1_staged_50_plus_ma60_overheat,10Y,2016-05-09,2026-05-15,2520,3.67618403490549,0.16678049244058912,-0.34329425742672504,0.8459878968261727,0.2080148204352768,244,503,503,232,206,0,0,0,996,0.6347576234397766,634.7576234397766,1.440338518588454,1.1589454231209064,1.5,us_etf_spliced_qqq_gld_emxc_eem_vea_dbc_dbmf_wtmf,"Yahoo adjusted close; EMXC<-EEM, DBMF<-WTMF","QQQ,GLD,EMXC,VEA,DBC,DBMF"
1.1,v1_1_staged_50_plus_ma60_overheat,5Y,2021-05-11,2026-05-15,1260,2.5314361439753665,0.28703474555434827,-0.18300263813139395,1.2435449004405923,0.22301990765313923,96,244,244,109,98,0,0,0,569,0.29881743916622844,298.81743916622844,1.4294349926951662,1.1818152868943868,1.5,us_etf_spliced_qqq_gld_emxc_eem_vea_dbc_dbmf_wtmf,"Yahoo adjusted close; EMXC<-EEM, DBMF<-WTMF","QQQ,GLD,EMXC,VEA,DBC,DBMF"
1.1,v1_1_staged_50_plus_ma60_overheat,3Y,2023-05-11,2026-05-15,756,0.923282821396209,0.2436009663580081,-0.18300263813139384,1.0985303661349468,0.22080331085184268,51,168,168,72,66,0,0,0,272,0.1988881652946477,198.8881652946477,1.4558316714806163,1.1990898015218254,1.5,us_etf_spliced_qqq_gld_emxc_eem_vea_dbc_dbmf_wtmf,"Yahoo adjusted close; EMXC<-EEM, DBMF<-WTMF","QQQ,GLD,EMXC,VEA,DBC,DBMF"
1.1,v1_1_staged_50_plus_ma60_overheat,1Y,2025-05-15,2026-05-15,252,0.4091843656670393,0.4091843656670393,-0.12047725113007623,1.5464363192822235,0.24088036173018845,11,66,66,30,26,0,0,0,168,0.0767328166922394,76.7328166922394,1.3737140671073809,1.144313026830753,1.5,us_etf_spliced_qqq_gld_emxc_eem_vea_dbc_dbmf_wtmf,"Yahoo adjusted close; EMXC<-EEM, DBMF<-WTMF","QQQ,GLD,EMXC,VEA,DBC,DBMF"
1.1,v1_1_staged_50_plus_ma60_overheat,from_2020,2020-01-02,2026-05-15,1601,2.5352445246747903,0.21989405087283886,-0.23050452559932855,0.9627349778962306,0.23534506753872927,197,296,296,139,125,0,0,0,731,0.3714522941511687,371.45229415116876,1.4065252278087765,1.11261079737503,1.5,us_etf_qqq_gld_tlt_pdbc_eem_vea,Yahoo adjusted close,"QQQ,GLD,TLT,PDBC,EEM,VEA"
1.1,v1_1_staged_50_plus_ma60_overheat,15Y,2011-05-05,2026-05-15,3780,3.3701830203546628,0.10331614930834232,-0.41186980251223726,0.5797916807547113,0.20634228825795076,441,707,707,334,297,0,0,0,1261,0.9100901254809237,910.0901254809237,1.444036601693813,1.1461717760901955,1.5,us_etf_qqq_gld_tlt_pdbc_eem_vea,Yahoo adjusted close,"QQQ,GLD,TLT,PDBC,EEM,VEA"
1.1,v1_1_staged_50_plus_ma60_overheat,10Y,2016-05-09,2026-05-15,2520,2.265855856152936,0.12564047625910924,-0.34589192667840685,0.6651883703816233,0.2116655060446791,268,492,492,231,207,0,0,0,939,0.631889339651817,631.889339651817,1.4395635312492145,1.152404039689779,1.5,us_etf_qqq_gld_tlt_pdbc_eem_vea,Yahoo adjusted close,"QQQ,GLD,TLT,PDBC,EEM,VEA"
1.1,v1_1_staged_50_plus_ma60_overheat,5Y,2021-05-11,2026-05-15,1260,1.5234003794834243,0.2033646036832959,-0.23050452559932855,0.9373212760628019,0.2244118812562033,158,223,223,101,91,0,0,0,494,0.2807138116003976,280.71381160039755,1.4448292303797863,1.1420126496096976,1.5,us_etf_qqq_gld_tlt_pdbc_eem_vea,Yahoo adjusted close,"QQQ,GLD,TLT,PDBC,EEM,VEA"
1.1,v1_1_staged_50_plus_ma60_overheat,3Y,2023-05-11,2026-05-15,756,0.8758688129785737,0.23329646793809755,-0.23050452559932844,1.0596644203732215,0.22105353951229012,62,146,146,66,59,0,0,0,254,0.1812144575348134,181.21445753481336,1.4653820840120557,1.2061872119733974,1.5,us_etf_qqq_gld_tlt_pdbc_eem_vea,Yahoo adjusted close,"QQQ,GLD,TLT,PDBC,EEM,VEA"
1.1,v1_1_staged_50_plus_ma60_overheat,1Y,2025-05-15,2026-05-15,252,0.3807037011431602,0.3807037011431602,-0.10821392269397845,1.4956338627982577,0.23425695948301672,11,69,69,31,26,0,0,0,170,0.07983295644799428,79.83295644799428,1.3983134260251338,1.1531955076937013,1.5,us_etf_qqq_gld_tlt_pdbc_eem_vea,Yahoo adjusted close,"QQQ,GLD,TLT,PDBC,EEM,VEA"
1.1,v1_1_staged_50_plus_ma60_overheat,from_2020,2020-01-02,2026-05-15,1601,2.534552257003742,0.21985644793768033,-0.23050454301087575,0.9625950273327156,0.23534794997623096,197,296,296,139,125,0,0,0,731,0.3714525429275574,371.4525429275574,1.4065246860452982,1.1126104273899766,1.5,us_etf_qqq_gld_tlt_pdbc_dbc_eem_vea,Yahoo adjusted close; PDBC<-DBC,"QQQ,GLD,TLT,PDBC,EEM,VEA"
1.1,v1_1_staged_50_plus_ma60_overheat,15Y,2011-05-05,2026-05-15,3780,3.266458244592693,0.10155072327753945,-0.4118687899601141,0.5720127888137432,0.2063522604276968,441,724,724,340,302,0,0,0,1293,0.9262872534685507,926.2872534685506,1.4436814351786433,1.1424998523993972,1.5,us_etf_qqq_gld_tlt_pdbc_dbc_eem_vea,Yahoo adjusted close; PDBC<-DBC,"QQQ,GLD,TLT,PDBC,EEM,VEA"
1.1,v1_1_staged_50_plus_ma60_overheat,10Y,2016-05-09,2026-05-15,2520,2.2651949421952624,0.12561769450471227,-0.345894862379457,0.665088535343159,0.21166746686382712,268,492,492,231,207,0,0,0,939,0.6318896039353552,631.8896039353551,1.4395632284227344,1.15240384179695,1.5,us_etf_qqq_gld_tlt_pdbc_dbc_eem_vea,Yahoo adjusted close; PDBC<-DBC,"QQQ,GLD,TLT,PDBC,EEM,VEA"
1.1,v1_1_staged_50_plus_ma60_overheat,5Y,2021-05-11,2026-05-15,1260,1.5228995404633063,0.2033168316525118,-0.23050454301087564,0.9371323740008927,0.224415636721573,158,223,223,101,91,0,0,0,494,0.28071408282330357,280.71408282330356,1.4448287640374435,1.142012311415356,1.5,us_etf_qqq_gld_tlt_pdbc_dbc_eem_vea,Yahoo adjusted close; PDBC<-DBC,"QQQ,GLD,TLT,PDBC,EEM,VEA"
1.1,v1_1_staged_50_plus_ma60_overheat,3Y,2023-05-11,2026-05-15,756,0.8754961871942473,0.23321480115824178,-0.23050454301087564,1.0593405950643398,0.22105989791205102,62,146,146,66,59,0,0,0,254,0.18121473401121513,181.21473401121509,1.4653817338492168,1.2061868592134213,1.5,us_etf_qqq_gld_tlt_pdbc_dbc_eem_vea,Yahoo adjusted close; PDBC<-DBC,"QQQ,GLD,TLT,PDBC,EEM,VEA"
1.1,v1_1_staged_50_plus_ma60_overheat,1Y,2025-05-15,2026-05-15,252,0.3804283862262161,0.3804283862262161,-0.10821392301731414,1.4946827092349673,0.23427537153443584,11,69,69,31,26,0,0,0,170,0.07983323288295432,79.83323288295432,1.3983123745702046,1.1531944486636772,1.5,us_etf_qqq_gld_tlt_pdbc_dbc_eem_vea,Yahoo adjusted close; PDBC<-DBC,"QQQ,GLD,TLT,PDBC,EEM,VEA"
1.1,v1_1_staged_50_plus_ma60_overheat,from_2020,2020-01-02,2026-05-15,1601,2.50989159609321,0.21851285280924215,-0.32778812748361064,0.9582265185615935,0.23516109027740015,246,269,269,131,118,1,1,0,686,0.34804001958828457,348.0400195882845,1.3831555290218045,1.0656221772111536,1.5,us_etf_dbc_qqq_gld_ashr_caf,Yahoo adjusted close; ASHR<-CAF,"DBC,QQQ,GLD,ASHR"
1.1,v1_1_staged_50_plus_ma60_overheat,15Y,2011-05-05,2026-05-15,3780,3.572484050999007,0.10664963883830847,-0.36003080426122325,0.5670425866759801,0.22221173575480058,670,631,631,309,278,9,5,3,1404,0.8410518395396986,841.0518395396986,1.4113967702091796,1.0488458949678972,1.5,us_etf_dbc_qqq_gld_ashr_caf,Yahoo adjusted close; ASHR<-CAF,"DBC,QQQ,GLD,ASHR"
1.1,v1_1_staged_50_plus_ma60_overheat,10Y,2016-05-09,2026-05-15,2520,3.57065548522455,0.16412026298004379,-0.32778812748361064,0.8116293933716058,0.21596185730169967,379,443,443,208,185,1,1,0,934,0.5601933562875929,560.1933562875929,1.4153623658638805,1.0855271645942925,1.5,us_etf_dbc_qqq_gld_ashr_caf,Yahoo adjusted close; ASHR<-CAF,"DBC,QQQ,GLD,ASHR"
1.1,v1_1_staged_50_plus_ma60_overheat,5Y,2021-05-11,2026-05-15,1260,1.5609073910118756,0.20692080764093235,-0.32778812748361064,0.9490159554440484,0.22492453150788805,192,203,203,99,89,0,0,0,461,0.271459087597351,271.45908759735096,1.4309779985326254,1.1054322712964284,1.5,us_etf_dbc_qqq_gld_ashr_caf,Yahoo adjusted close; ASHR<-CAF,"DBC,QQQ,GLD,ASHR"
1.1,v1_1_staged_50_plus_ma60_overheat,3Y,2023-05-11,2026-05-15,756,1.4529793923107492,0.34864599356061654,-0.25511816619495287,1.436181599836793,0.2262259823745426,95,122,122,60,56,0,0,0,266,0.16696940944917918,166.96940944917915,1.4538876487534005,1.157880505117015,1.5,us_etf_dbc_qqq_gld_ashr_caf,Yahoo adjusted close; ASHR<-CAF,"DBC,QQQ,GLD,ASHR"
1.1,v1_1_staged_50_plus_ma60_overheat,1Y,2025-05-15,2026-05-15,252,0.6435158965321053,0.6435158965321053,-0.1299081416554413,2.154879866545561,0.2447280628327718,23,58,58,26,25,0,0,0,179,0.07007434755411547,70.07434755411546,1.3630171448258277,1.0940295723048112,1.5,us_etf_dbc_qqq_gld_ashr_caf,Yahoo adjusted close; ASHR<-CAF,"DBC,QQQ,GLD,ASHR"
