horizon,score_bucket,count,score_min,score_max,score_mean,fwd_ret_mean,fwd_ret_median,win_rate
5,1,913,-0.9999999999612736,-0.5541575260289606,-0.7050729350441114,0.004296253523876595,0.007922535211267734,0.5859802847754655
5,2,912,-0.5539844125851914,-0.35731436324931,-0.45508325282863804,-0.0027857922706370766,0.0002756339581035938,0.5010964912280702
5,3,912,-0.3568321830051716,-0.19066418417069597,-0.2724488399938784,-0.00039089593964132324,0.0008755864019021065,0.5208333333333334
5,4,912,-0.18998184461510859,-0.026102528827183114,-0.10663287706805276,0.0017292253093795687,0.0018785243137011687,0.5350877192982456
5,5,913,-0.025997379344107174,0.13776792684865113,0.054664872072266446,0.003012781127636986,0.0019920318725099584,0.5410733844468785
5,6,912,0.13782118863352077,0.3319532456179759,0.2301747646819579,0.0038522650985446886,0.0034443078078867373,0.5603070175438597
5,7,912,0.3321055930117618,0.604517261234389,0.460793812592537,0.0030979937179312737,0.0012754028672435913,0.5252192982456141
5,8,912,0.6045511510188077,1.002301039815522,0.785506115156927,0.007467654521249652,0.005118934915710915,0.5822368421052632
5,9,912,1.0026054473622668,1.762460615800355,1.339279045984628,0.0052846974016094155,0.003705695261194908,0.5526315789473685
5,10,913,1.7663296217646982,518.458276349477,7.565650805973321,0.0029846644929285215,0.002103049421661396,0.524644030668127
5,99,203,5.000867768648722,518.458276349477,24.01003322486961,-0.008128647811677067,-0.005446623093681935,0.43349753694581283
10,1,910,-0.9999999999612736,-0.5548148078959267,-0.7055700346763834,0.0040589613464052715,0.012864323415890055,0.5967032967032967
10,2,909,-0.5544495171639726,-0.35944388603152366,-0.45605035087117723,-0.002648764487261578,0.0036572622779520447,0.5401540154015402
10,3,909,-0.3589594451913075,-0.19261377183147255,-0.2738158308879136,0.0008942277905793606,0.002499218994064467,0.5335533553355336
10,4,909,-0.19247111958475216,-0.02859731729824533,-0.10848438158374113,0.00640128895430528,0.0018198362147405778,0.5236523652365237
10,5,910,-0.028505387886397004,0.13625995277863945,0.05242878420247983,0.006047223570993062,0.0051856498935393125,0.5802197802197803
10,6,909,0.13633506033221687,0.3281178010303598,0.22745958891806775,0.007306468071398017,0.005625879043600568,0.5973597359735974
10,7,909,0.32877932916171937,0.5995747612693347,0.45698494817411056,0.005348964869610792,0.003993610223642197,0.5544554455445545
10,8,909,0.5999383510405378,0.9929608531500056,0.779984162551941,0.01246982065548488,0.009057971014492683,0.5874587458745875
10,9,909,0.9945828986658958,1.746774874508839,1.327272956916212,0.01069378635888883,0.007532956685499137,0.6006600660066007
10,10,910,1.7468618644052238,518.458276349477,7.526377677191118,0.0046604377597273886,0.00464307849847756,0.5472527472527473
10,99,198,5.000867768648722,518.458276349477,24.419644089536806,-0.0030408740400627962,0.00044091710758381586,0.5
20,1,904,-0.9999999999612736,-0.5542510965718079,-0.7054735690282118,0.012836016957145004,0.019680200110275825,0.5918141592920354
20,2,903,-0.5541575260289606,-0.3584799559051449,-0.4556780019630965,0.005642676235894591,0.009784735812133016,0.5825027685492802
20,3,903,-0.35832449681481293,-0.19173885078309705,-0.2733942261318152,0.001176434302239852,0.0021715526601520097,0.5116279069767442
20,4,903,-0.19158299420497693,-0.02859731729824533,-0.10829427019082977,0.008150150271637189,0.006398537477148025,0.5614617940199336
20,5,904,-0.028505387886397004,0.13595469330262566,0.05224426779119747,0.00994801213410992,0.012645737389577083,0.6139380530973452
20,6,903,0.13620886693578327,0.32760331539466536,0.2267393356429412,0.011625413022333822,0.009990917347865613,0.5957918050941307
20,7,903,0.32760905160212106,0.5978679801498774,0.45535791644852425,0.007076018417304147,0.003931670281995592,0.540420819490587
20,8,903,0.59791732681053,0.9892053469123894,0.7773032605594762,0.02076259822735611,0.015328467153284508,0.6101882613510521
20,9,903,0.9894634124097053,1.7410507322454993,1.3221153391724503,0.021537636231484924,0.01750000000000007,0.6533776301218162
20,10,904,1.7419109555318948,518.458276349477,7.544095783078264,0.008644113231089365,0.0039585149203302805,0.5298672566371682
20,99,196,5.000867768648722,518.458276349477,24.607260360189777,-0.002575041406177345,-0.008390495334485715,0.45408163265306123
