version,scenario,window,start,end,days,total,cagr,maxdd,sharpe,vol,cash_days,half_position_days,pending_days,staged_initials,staged_fills,overheat_days,overheat_triggers,overheat_recoveries,trades,cost_sum,turnover_sum,avg_scale,avg_final_exposure,max_final_exposure,pool_label,delta_cagr,delta_maxdd,delta_sharpe,delta_vol,maxdd_improve_abs
1.1,v1_1_staged_50_plus_ma60_overheat,15Y,2011-05-05,2026-05-15,3780,6.849264325161733,0.14724259616728785,-0.3210791785602646,0.7988689027175806,0.1960848874043042,853,481,481,228,209,0,0,0,958,0.6433005044575386,643.3005044575386,1.4613043953545548,1.0436200654189947,1.5,DBC_QQQ_GLD,0.04048796701167312,0.038951863630151795,0.23138401331339786,-0.02611693758325323,0.038951863630151795
1.1,v1_1_staged_50_plus_ma60_overheat,10Y,2016-05-09,2026-05-15,2520,5.564310659903975,0.2070323575434545,-0.28049858368701863,1.014528364873189,0.20661828881725453,462,345,345,158,144,0,0,0,752,0.4421014522705222,442.10145227052226,1.4497158657783142,1.0920828029341056,1.5,DBC_QQQ_GLD,0.042746777473305686,0.04729008408303048,0.20219858010686098,-0.009328078447925908,0.04729008408303048
1.1,v1_1_staged_50_plus_ma60_overheat,from_2020,2020-01-02,2026-05-15,1601,3.9204393436017098,0.28505742382642674,-0.27832700399182453,1.2091142200998484,0.22933498805318972,302,216,216,101,91,0,0,0,601,0.27738148344144037,277.38148344144037,1.4216328332832733,1.0689091665084527,1.5,DBC_QQQ_GLD,0.06627205654367962,0.049461663778224696,0.24986681027040258,-0.0058034813263236895,0.049461663778224696
1.1,v1_1_staged_50_plus_ma60_overheat,5Y,2021-05-11,2026-05-15,1260,2.3462186571064385,0.2732417278038928,-0.27832700399182464,1.1940465353537832,0.2232787049030053,239,166,166,75,69,0,0,0,414,0.20937999292362017,209.37999292362016,1.4362047630592456,1.0796144550696383,1.5,DBC_QQQ_GLD,0.06597771762163651,0.049461663778224585,0.24366966531545453,-0.001615913969775784,0.049461663778224585
1.1,v1_1_staged_50_plus_ma60_overheat,3Y,2023-05-11,2026-05-15,756,1.6287179470777082,0.3801130529585943,-0.21182714793253765,1.5691585070717735,0.2210202685166316,117,104,104,46,44,0,0,0,224,0.12967243992117752,129.67243992117753,1.4544277130830203,1.1342382123743628,1.5,DBC_QQQ_GLD,0.03082707698972431,0.04329107957346612,0.13060800590705912,-0.005155280846621868,0.04329107957346612
1.1,v1_1_staged_50_plus_ma60_overheat,1Y,2025-05-15,2026-05-15,252,0.6971670266323768,0.6971670266323768,-0.13008017533528538,2.354288609132219,0.23687291095063873,38,45,45,20,18,0,0,0,156,0.0523159844045452,52.3159844045452,1.3645329540131912,1.0497749153389038,1.5,DBC_QQQ_GLD,0.0513085410691676,-0.00017191322805210074,0.1924488244975291,-0.0077107690541116936,-0.00017191322805210074
