date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,gross_return,asset_component,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_DBC,score_QQQ,score_GLD,score_ASHR,r2_DBC,r2_QQQ,r2_GLD,r2_ASHR,buffer_blocked_count,target_vol_input_return,target_vol_input_nav,base_gross_return,base_return,base_nav,base_turnover,base_cost,realized_vol,target_vol_scale_effective,target_vol_scale_next,weight,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,effective_trade_count,target_vol,vol_window,max_lev,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_tc
2013-04-11,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.1030803101231863,153,0,False,75,63,,,,,0.45132243633733526,0.16883543188851324,0.46767535796495685,0.41229681517881,12,0.0,1.084766021958047,0.0,0.0,1.084766021958047,0.0,0.0,0.16325975173762733,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,312,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.150952862568899,0.0,False,False,False,False,,,False,0.0
2013-04-12,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,QQQ,0.5,QQQ,2013-04-12,0,QQQ,0.5,True,False,QQQ,0.24189882651180894,,False,0.0,0.0,0.75,0.00075,-0.0007500000000000284,1.1022529998905939,154,0,False,76,63,,0.24189882651180894,,,0.543191795934257,0.27566753226489904,0.4840958660368728,0.44386715129143806,12,-0.0004999999999999449,1.084223638947068,0.0,-0.0004999999999999449,1.084223638947068,0.5,0.0005,0.15578380734861483,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.75,0.75,313,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1500896479219722,-0.0007500000000000284,False,False,False,False,0.030929997687297872,1.3764503305488633,True,0.0
2013-04-15,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,1.0,,,0,QQQ,1.0,False,True,QQQ,0.19940981467578967,0.19940981467578967,False,-0.014798496320305193,-0.009865664213536796,0.75,0.00075,-0.015537397448064927,1.085126856942972,155,0,False,76,64,,0.19940981467578967,,,0.5361888873260126,0.20256940770791587,0.40638411048795686,0.5140484551536533,12,-0.0103607313814299,1.072990289066541,-0.009865664213536796,-0.0103607313814299,1.072990289066541,0.5,0.0005,0.14717453349242088,1.5,1.5,1.5,1.0,1.0,1.0,0.75,1.5,1.5,314,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1322202479613035,-0.015537397448064927,False,False,False,False,0.010138102025329054,0.7547315229933296,True,0.0
2013-04-16,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.22829621671836864,0.22829621671836864,False,0.01991028870938627,0.013273525806257513,0.0,0.0,0.01991028870938627,1.1067320459510155,155,0,False,76,64,,0.22829621671836864,,,0.6124110232901385,0.2559705319108281,0.5013538513966376,0.5815013967888634,12,0.013273525806257513,1.0872326533583294,0.013273525806257513,0.013273525806257513,1.0872326533583294,0.0,0.0,0.1484132578557636,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,314,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.154763079980826,0.01991028870938627,False,False,False,False,0.022942015675191607,1.682962041084549,True,0.0
2013-04-17,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,CASH,0.0,,,0,CASH,0.0,False,False,CASH,,,False,-0.029365892279686,-0.019577261519790667,1.5,0.0015,-0.030821843441266372,1.0726205240992808,156,0,False,76,64,,,,,0.6702334725376231,0.10767096699980849,0.5861213221627348,0.6541904077775591,12,-0.02055768425827087,1.0648816677553068,-0.019577261519790667,-0.02055768425827087,1.0648816677553068,1.0,0.001,0.15278796909682502,1.5,1.5,1.5,1.0,1.0,1.0,1.5,0.0,0.0,315,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1191711531179023,-0.030821843441266372,False,False,False,False,,,False,0.0
2013-04-18,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0726205240992808,156,0,False,76,64,,,,,0.7228492189571809,0.0007313591732955871,0.6525007943265431,0.6738111711327877,12,0.0,1.0648816677553068,0.0,0.0,1.0648816677553068,0.0,0.0,0.15278796909682502,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,315,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1191711531179023,0.0,False,False,False,False,,,False,0.0
2013-04-19,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0726205240992808,156,0,False,76,64,,,,,0.7637128503150907,0.004960308604768371,0.6954487535906592,0.5445445856645892,12,0.0,1.0648816677553068,0.0,0.0,1.0648816677553068,0.0,0.0,0.15163614174181966,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,315,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1191711531179023,0.0,False,False,False,False,,,False,0.0
2013-04-22,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0726205240992808,156,0,False,76,64,,,,,0.7849826390939566,0.004603616179505776,0.6994728384482519,0.43934432754788433,12,0.0,1.0648816677553068,0.0,0.0,1.0648816677553068,0.0,0.0,0.1515357555997201,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,315,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1191711531179023,0.0,False,False,False,False,,,False,0.0
2013-04-23,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0726205240992808,156,0,False,76,64,,,,,0.811389873235179,0.0004621629986523157,0.7006185730468626,0.377370495198168,12,0.0,1.0648816677553068,0.0,0.0,1.0648816677553068,0.0,0.0,0.1515357555997201,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,315,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1191711531179023,0.0,False,False,False,False,,,False,0.0
2013-04-24,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0726205240992808,156,0,False,76,64,,,,,0.7853775042936342,0.008618768131083865,0.6697443210156258,0.2932770598925529,12,0.0,1.0648816677553068,0.0,0.0,1.0648816677553068,0.0,0.0,0.1515357555997201,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,315,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1191711531179023,0.0,False,False,False,False,,,False,0.0
2013-04-25,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0726205240992808,156,0,False,76,64,,,,,0.6594622968377639,0.03882387180981983,0.5742780532434176,0.1559753218195371,12,0.0,1.0648816677553068,0.0,0.0,1.0648816677553068,0.0,0.0,0.1515357555997201,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,315,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1191711531179023,0.0,False,False,False,False,,,False,0.0
2013-04-26,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0726205240992808,156,0,False,76,64,,,,,0.5737955013528142,0.06527883166638326,0.48898135318843683,0.09350435780062383,12,0.0,1.0648816677553068,0.0,0.0,1.0648816677553068,0.0,0.0,0.1515357555997201,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,315,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1191711531179023,0.0,False,False,False,False,,,False,0.0
2013-04-29,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0726205240992808,156,0,False,76,64,,,,,0.3806749529576503,0.13505469902655465,0.3772677258911312,0.047979496159725854,12,0.0,1.0648816677553068,0.0,0.0,1.0648816677553068,0.0,0.0,0.1515357555997201,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,315,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1191711531179023,0.0,False,False,False,False,,,False,0.0
2013-04-30,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,QQQ,0.5,QQQ,2013-04-30,0,QQQ,0.5,True,False,QQQ,0.30981425104384774,,False,0.0,0.0,0.75,0.00075,-0.0007500000000000284,1.0718160587062062,157,0,False,77,64,,0.30981425104384774,,,0.26639748881507797,0.23253137561054005,0.26492546473292666,0.026641200781691743,12,-0.0004999999999999449,1.0643492269214292,0.0,-0.0004999999999999449,1.0643492269214292,0.5,0.0005,0.15153974631529157,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.75,0.75,316,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.118331774753064,-0.0007500000000000284,False,False,False,False,0.03587909836174674,5.734330574432134,True,0.0
2013-05-01,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,1.0,,,0,QQQ,1.0,False,True,QQQ,0.3738540414728837,0.3738540414728837,False,-0.003499649542120481,-0.0023330996947469873,0.75,0.00075,-0.0042470248049638615,1.0672640293185223,158,0,False,77,65,,0.3738540414728837,,,0.2531558735752375,0.30656813738523936,0.1903460115901877,0.03319703938870189,12,-0.002831933144899601,1.0613350610679622,-0.0023330996947469873,-0.002831933144899601,1.0613350610679622,0.5,0.0005,0.1516297324911443,1.5,1.5,1.5,1.0,1.0,1.0,0.75,1.5,1.5,317,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1135821919655084,-0.0042470248049638615,False,False,False,False,0.03002369647210723,6.887157335160932,True,0.0
2013-05-02,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.5026619226276032,0.5026619226276032,False,0.018965794640288247,0.012643863093525498,0.0,0.0,0.018965794640288358,1.087505539725544,158,0,False,77,65,,0.5026619226276032,,,0.17104463008581527,0.41007745630683623,0.11321900145304442,0.022068496636975965,12,0.012643863093525498,1.074754436276464,0.012643863093525498,0.012643863093525498,1.074754436276464,0.0,0.0,0.15323075623095467,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,317,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1347021631334084,0.018965794640288358,False,False,False,False,0.04203678624050622,9.526557910653416,True,0.0
2013-05-03,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.6937690554297571,0.6937690554297571,False,0.017676928224363064,0.011784618816242043,0.0,0.0,0.017676928224362953,1.1067292970948694,158,0,False,77,65,,0.6937690554297571,,,0.05582285387524544,0.5060673570902336,0.05194353272652885,0.006409558890644429,12,0.011784618816242043,1.0874200076290472,0.011784618816242043,0.011784618816242043,1.0874200076290472,0.0,0.0,0.15453691548538298,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,317,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1547602118271472,0.017676928224362953,False,False,False,False,0.05302491308303936,11.780498507459313,True,0.0
2013-05-06,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,0.8879512249766679,0.8879512249766679,False,0.005823620618432224,0.0038824137456214824,0.0,0.0,0.005823620618432113,1.113174468648454,158,0,False,77,65,,0.8879512249766679,,,0.0029517628592130585,0.5880936919700017,0.012843380668943305,0.08971948089405934,12,0.0038824137456214824,1.0916418220139301,0.0038824137456214824,0.0038824137456214824,1.0916418220139301,0.0,0.0,0.15454553635290452,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,317,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1614850972060888,0.005823620618432113,False,False,False,False,0.05576297095429772,14.409328962753344,True,0.0
2013-05-07,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.045574040554583,1.045574040554583,False,-0.0008284515231670175,-0.0005523010154446784,0.0,0.0,-0.0008284515231670175,1.1122522575643514,158,0,False,77,65,,1.045574040554583,,0.5428191518357735,0.007780524605647154,0.6590463718243126,0.0012697412493827276,0.20179344099551733,12,-0.0005523010154445673,1.09103890712713,-0.0005523010154446784,-0.0005523010154445673,1.09103890712713,0.0,0.0,0.1542340677108077,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,317,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1605228631081728,-0.0008284515231670175,False,False,False,False,0.0540201954605839,16.84133520275852,True,0.0
2013-05-08,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.204285354889926,1.204285354889926,False,0.007255732599219855,0.00483715506614657,0.0,0.0,0.007255732599219744,1.1203224625281167,158,0,False,77,65,,1.204285354889926,,0.7336825901572397,0.061256734851452,0.7185298162455919,0.00892660803770573,0.300757056787883,12,0.00483715506614657,1.096316431504103,0.00483715506614657,0.00483715506614657,1.096316431504103,0.0,0.0,0.1544341690219504,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,317,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1689433066781665,0.007255732599219744,False,False,False,False,0.05787125641225788,22.437458793503023,True,0.0
2013-05-09,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.3052765448375538,1.3052765448375538,False,-0.0020637885962027647,-0.0013758590641351764,0.0,0.0,-0.002063788596202709,1.1180103538058814,158,0,False,77,65,,1.3052765448375538,,0.875552988349537,0.1511209513928905,0.7656993816398521,0.03505406571159653,0.3838470344237206,12,-0.0013758590641351764,1.0948080546046577,-0.0013758590641351764,-0.0013758590641351764,1.0948080546046577,0.0,0.0,0.15148424358319879,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,317,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1665308548122366,-0.002063788596202709,False,False,False,False,0.05512719802941102,27.13391204320078,True,0.0
2013-05-10,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.424169309835254,1.424169309835254,False,0.009090124545929834,0.006060083030619889,0.0,0.0,0.009090124545929834,1.1281732071656159,158,0,False,77,65,0.2761143285599703,1.424169309835254,,1.0480142051873504,0.23571047175333804,0.810668789879661,0.062139121398920305,0.4739320694945718,12,0.006060083030619889,1.1014426823181533,0.006060083030619889,0.006060083030619889,1.1014426823181533,0.0,0.0,0.1517595097740996,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,317,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1771347655691498,0.009090124545929834,False,False,False,False,0.060176688567103565,32.5750510662829,True,0.0
2013-05-13,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.5147672134509014,1.5147672134509014,False,0.0018485207004172999,0.0012323471336115333,0.0,0.0,0.0018485207004172999,1.1302586586927177,158,0,False,77,65,0.28676402762892117,1.5147672134509014,,1.0497349491226893,0.2875804963623434,0.8506074996344215,0.0688065145368737,0.5048369315245813,12,0.0012323471336115333,1.1028000420505455,0.0012323471336115333,0.0012323471336115333,1.1028000420505455,0.0,0.0,0.15079783232178817,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,317,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1793107235504852,0.0018485207004172999,False,False,False,False,0.060112112710768884,33.34058063233229,True,0.0
2013-05-14,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.6184005033233122,1.6184005033233122,False,0.007792313773849258,0.005194875849232838,0.0,0.0,0.007792313773849369,1.1390659888068615,158,0,False,77,65,0.2675411917370756,1.6184005033233122,,1.0080270337526973,0.2916320729109054,0.8897751005584856,0.053866851577198394,0.5166566515974464,12,0.005194875849232838,1.1085289513555268,0.005194875849232838,0.005194875849232838,1.1085289513555268,0.0,0.0,0.149853029985813,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,317,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1885002827452558,0.007792313773849369,False,False,False,False,0.06409584511279975,37.047822907992796,True,0.0
2013-05-15,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.6910235206367692,1.6910235206367692,False,0.003060190394114204,0.0020401269294094693,0.0,0.0,0.003060190394114315,1.1425517476040705,158,0,False,77,65,0.22463122766490007,1.6910235206367692,,0.9006909655936024,0.2410375669765369,0.9229830660025905,0.0011444882728389727,0.4871740693354678,12,0.0020401269294094693,1.1107904911212172,0.0020401269294094693,0.0020401269294094693,1.1107904911212172,0.0,0.0,0.1332642614610487,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,317,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.192137319893915,0.003060190394114315,False,False,False,False,0.06483148844192876,36.87707765598877,True,0.0
2013-05-16,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.6773675579732408,1.6773675579732408,False,-0.001628166947732046,-0.001085444631821364,0.0,0.0,-0.001628166947732046,1.140691482612548,158,0,False,77,65,,1.6773675579732408,,0.8835916320890513,0.15723029666677646,0.938097991493781,0.029781421378683337,0.5070125564881868,12,-0.001085444631821364,1.1095847895455515,-0.001085444631821364,-0.001085444631821364,1.1095847895455515,0.0,0.0,0.10547239108603762,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,317,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1901963213125057,-0.001628166947732046,False,False,False,False,0.061998622324639374,32.18021124114499,True,0.0
2013-05-17,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.7086363796738384,1.7086363796738384,False,0.014472377275888348,0.009648251517258899,0.0,0.0,0.014472377275888348,1.1572000001043092,158,0,False,77,65,,1.7086363796738384,,0.9800334175108267,0.11054626405331325,0.9534884924230168,0.1690127615134034,0.5571577161360164,12,0.009648251517258899,1.1202903426748119,0.009648251517258899,0.009648251517258899,1.1202903426748119,0.0,0.0,0.10640979718563026,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,317,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.2074212915069147,0.014472377275888348,False,False,False,False,0.07019006829057872,29.86252348067079,True,0.0
2013-05-20,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,QQQ,1.0,,,0,,,False,False,QQQ,1.645417080141995,1.645417080141995,False,-0.002221311845909457,-0.0014808745639396381,0.0,0.0,-0.002221311845909457,1.154629498035991,158,0,False,77,65,,1.645417080141995,,1.34478257916411,0.10018383643607465,0.9549960886490042,0.2930510119928712,0.5765468369471649,12,-0.001480874563939527,1.1186313332021176,-0.0014808745639396381,-0.001480874563939527,1.1186313332021176,0.0,0.0,0.10571412173849586,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,317,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.204739232289087,-0.002221311845909457,False,False,False,False,0.06676013887411947,27.63073154201327,True,0.0
2013-05-21,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,1.0,ASHR,0.5,ASHR,2013-05-21,0,ASHR,0.5,True,False,ASHR,1.6382665767299782,1.5506932814341297,False,0.001618129838660165,0.0010787532257734433,2.25,0.0022500000000000003,-0.0006355109534768033,1.1538957183427818,159,0,False,78,65,,1.5506932814341297,,1.6382665767299782,0.050948808057741046,0.9526762298060564,0.45058467013788206,0.6250725055235273,12,-0.00042286490406517885,1.1181583032707187,0.0010787532257734433,-0.00042286490406517885,1.1181583032707187,1.5,0.0015,0.10525370743485614,1.5,1.5,1.5,1.0,1.0,1.0,1.5,0.75,0.75,318,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.2039736073108842,-0.0006355109534768033,False,False,False,False,0.049988345552637536,65.54560989785212,True,0.0
2013-05-22,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,ASHR,0.5,ASHR,1.0,,,0,ASHR,1.0,False,True,ASHR,1.5668562668513748,1.5668562668513748,False,-0.019649292030244264,-0.013099528020162843,0.75,0.00075,-0.02038455506122161,1.1303740675373155,160,0,False,78,66,,1.3212018711673839,,1.5668562668513748,0.002865732182950942,0.9068338374461585,0.5938778300233778,0.624491848897179,12,-0.013592978256152688,1.1029592017674232,-0.013099528020162843,-0.013592978256152688,1.1029592017674232,0.5,0.0005,0.10763870856135842,1.5,1.5,1.5,1.0,1.0,1.0,0.75,1.5,1.5,319,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.179431141020398,-0.02038455506122161,False,False,False,False,0.022941420789124756,63.6815054849856,True,0.0
2013-05-23,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,ASHR,1.0,ASHR,1.0,,,0,,,False,False,ASHR,1.2803534200174131,1.2803534200174131,False,-0.03042234236401803,-0.02028156157601202,0.0,0.0,-0.030422342364017974,1.0959854406552878,160,0,False,78,66,,1.0844446184313439,,1.2803534200174131,0.0012720505618768474,0.8404635825609792,0.6528763725018556,0.5260853377579535,12,-0.02028156157601202,1.0805894668009481,-0.02028156157601202,-0.02028156157601202,1.0805894668009481,0.0,0.0,0.11303584331446666,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,319,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.143550083053491,-0.030422342364017974,False,False,False,False,0.003596826735985381,61.49675422111493,True,0.0
2013-05-24,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,ASHR,1.0,ASHR,1.0,,,0,,,False,False,ASHR,0.9422758363492836,0.9422758363492836,False,-0.017110270169190533,-0.011406846779460356,0.0,0.0,-0.017110270169190533,1.0772328336641765,160,0,False,78,66,,0.8805460552600395,,0.9422758363492836,0.034298437793602976,0.7606004907239812,0.7043167329249669,0.3690645416563093,12,-0.011406846779460245,1.068263348321651,-0.011406846779460356,-0.011406846779460245,1.068263348321651,0.0,0.0,0.11444548346813906,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,319,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1239836321804455,-0.017110270169190533,False,False,False,False,-0.006074058421287276,54.25105969485967,False,0.0
2013-05-28,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,ASHR,1.0,ASHR,1.0,,,0,,,False,False,ASHR,0.9672284621490266,0.9672284621490266,False,0.05961569504207276,0.03974379669471517,0.0,0.0,0.05961569504207276,1.141452817765208,160,0,False,78,66,,0.7552901225249897,,0.9672284621490266,0.024263779816729558,0.723346017259048,0.7337388556623041,0.39238747483288683,12,0.03974379669471517,1.1107201896537624,0.03974379669471517,0.03974379669471517,1.1107201896537624,0.0,0.0,0.13517431415355163,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,319,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1909906976287963,0.05961569504207276,False,False,False,False,0.03422637673229367,52.64603706505187,True,0.0
2013-05-29,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,ASHR,1.0,ASHR,1.0,,,0,,,False,False,ASHR,0.9857909458738314,0.9857909458738314,False,0.00554853453099724,0.0036990230206648267,0.0,0.0,0.005548534530997351,1.1477862081400825,160,0,False,78,66,,0.6063693036204827,,0.9857909458738314,0.057807459605554,0.641468044408393,0.6996616592163337,0.4141284005665482,12,0.0036990230206648267,1.114828769204809,0.0036990230206648267,0.0036990230206648267,1.114828769204809,0.0,0.0,0.1351577404055323,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,319,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1975989506406863,0.005548534530997351,False,False,False,False,0.03794170044142908,49.88069103256977,True,0.0
2013-05-30,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,ASHR,1.0,ASHR,1.0,,,0,,,False,False,ASHR,0.9841551440980596,0.9841551440980596,False,0.0018430360414423141,0.001228690694294876,0.0,0.0,0.0018430360414423141,1.149901619489555,160,0,False,78,66,,0.5090461379519062,,0.9841551440980596,0.08331363398723923,0.603797613081038,0.55890046788864,0.4304382170384998,12,0.001228690694294876,1.116198548939263,0.001228690694294876,0.001228690694294876,1.116198548939263,0.0,0.0,0.1349565695519229,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,319,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.1998061686699106,0.0018430360414423141,False,False,False,False,0.03941580949166812,42.72042396826029,True,0.0
