date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,gross_return,asset_component,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_DBC,score_QQQ,score_GLD,score_ASHR,r2_DBC,r2_QQQ,r2_GLD,r2_ASHR,buffer_blocked_count,target_vol_input_return,target_vol_input_nav,base_gross_return,base_return,base_nav,base_turnover,base_cost,realized_vol,target_vol_scale_effective,target_vol_scale_next,weight,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,effective_trade_count,target_vol,vol_window,max_lev,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_tc
2010-01-19,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-20,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-21,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-22,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-25,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-26,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-27,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-28,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-29,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-01,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-02,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-03,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-04,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-05,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-08,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.8238826102196606,0.8425270141586692,0.6283574457126506,0.8144509235317801,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-09,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.7960333393335194,0.8278486665634974,0.6398630456221746,0.720953397497114,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-10,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.746230245170599,0.8098737903417663,0.6463474980345911,0.5869412553561513,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-11,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.6347248299748871,0.7082759368955016,0.5239791446299382,0.43178462829370434,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-12,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.5487681576657366,0.5869488498203593,0.41051127145009114,0.3392595273461072,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-16,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.28196730022408956,0.3758066648762315,0.1448392574358327,0.20446395399402406,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-17,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.11872050862579742,0.17289349295259804,0.02756679127625994,0.06385995362401597,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-18,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.012975594712628102,0.03222133829081786,0.0036081049544199884,0.009753111366157197,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-19,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.014647695542168937,0.0019265022822343436,0.05315781723505231,0.0037971718245225494,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-22,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.08788841435780537,0.05679251464683277,0.12798340373585793,0.016560033663009177,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-23,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.14142840828130132,0.12087877585988738,0.16299834549022207,0.00443594813117465,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-24,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,DBC,0.5,DBC,2010-02-24,0,DBC,0.5,True,False,DBC,0.5029660896296828,,False,0.0,0.0,0.5,0.0005,-0.0004999999999999449,0.9995,1,0,False,1,0,0.5029660896296828,0.43064009485790655,,,0.22571562507968035,0.24695404843973978,0.16324605445980622,0.0017317736375667137,0,-0.0004999999999999449,0.9995,0.0,-0.0004999999999999449,0.9995,0.5,0.0005,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.9995,-0.0004999999999999449,False,False,False,False,,,False,0.0
2010-02-25,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,DBC,0.5,QQQ,0.5,QQQ,2010-02-25,0,QQQ,0.5,True,False,QQQ,0.5305770385339339,0.46379227480819707,False,-0.008467394887174129,-0.008467394887174129,1.0,0.001,-0.00945892749228694,0.9900458019714593,2,0,False,2,0,0.46379227480819707,0.5305770385339339,,,0.2134166269275406,0.36692013827703096,0.1897546358346477,0.0015239996706264414,0,-0.00945892749228694,0.9900458019714593,-0.008467394887174129,-0.00945892749228694,0.9900458019714593,1.0,0.001,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.9900458019714593,-0.00945892749228694,False,False,False,False,,,False,0.0
2010-02-26,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,0.5,QQQ,2010-02-25,1,,,False,False,QQQ,0.6200815411735208,0.6200815411735208,False,0.0017938224159659288,0.0017938224159659288,0.0,0.0,0.0017938224159659288,0.9918217683238687,2,0,False,2,0,0.5218205047047666,0.6200815411735208,0.4119126546801051,,0.27120593341519716,0.47884651389737176,0.2526100301062726,0.0001551581386396439,0,0.0017938224159659288,0.9918217683238687,0.0017938224159659288,0.0017938224159659288,0.9918217683238687,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.9918217683238687,0.0017938224159659288,False,False,False,False,,,False,0.0
2010-03-01,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,0.5,QQQ,2010-02-25,2,,,False,False,QQQ,0.7775176474489562,0.7775176474489562,False,0.007260790884784263,0.007260790884784263,0.0,0.0,0.007260790884784374,0.9990231787786453,2,0,False,2,0,0.48579205504645406,0.7775176474489562,0.45848947899385184,,0.261986134232168,0.5951730129776929,0.3080680716730676,0.007005750703867886,0,0.007260790884784374,0.9990231787786453,0.007260790884784263,0.007260790884784374,0.9990231787786453,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.9990231787786453,0.007260790884784374,False,False,False,False,,,False,0.0
2010-03-02,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,0.5,QQQ,2010-02-25,3,,,False,False,QQQ,0.9268631838845922,0.9268631838845922,False,0.001541349155483318,0.001541349155483318,0.0,0.0,0.001541349155483207,1.000563022311564,2,0,False,2,0,0.5065269696965577,0.9268631838845922,0.5840682644811559,,0.29782891643024834,0.6929346025528988,0.40640647487596204,0.02936063980203174,0,0.001541349155483207,1.000563022311564,0.001541349155483318,0.001541349155483207,1.000563022311564,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.000563022311564,0.001541349155483207,False,False,False,False,,,False,0.0
2010-03-03,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,0.5,QQQ,2010-02-25,4,,,False,False,QQQ,1.041604703072101,1.041604703072101,False,0.0005488211008205512,0.0005488211008205512,0.0,0.0,0.0005488211008204402,1.0011121524109092,2,0,False,2,0,0.5652069266479964,1.041604703072101,0.7229391732690369,,0.35768832017200314,0.7676177231078233,0.498887556261322,0.09990059461206657,0,0.0005488211008204402,1.0011121524109092,0.0005488211008205512,0.0005488211008204402,1.0011121524109092,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0011121524109092,0.0005488211008204402,False,False,False,False,,,False,0.0
2010-03-04,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,0.5,QQQ,2010-02-25,5,,,False,False,QQQ,1.1345392217965542,1.1345392217965542,False,0.0016448026289854756,0.0016448026289854756,0.0,0.0,0.0016448026289854756,1.002758784311104,2,0,False,2,0,0.5348653113869022,1.1345392217965542,0.7722534904337821,,0.3581214227187134,0.8220261927520138,0.5535822411923259,0.08778954600331856,0,0.0016448026289854756,1.002758784311104,0.0016448026289854756,0.0016448026289854756,1.002758784311104,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.002758784311104,0.0016448026289854756,False,False,False,False,,,False,0.0
2010-03-05,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,0.5,QQQ,2010-02-25,6,,,False,False,QQQ,1.3063372819699133,1.3063372819699133,False,0.007541111326725303,0.007541111326725303,0.0,0.0,0.007541111326725414,1.0103206999374459,2,0,False,2,0,0.5722529028608938,1.3063372819699133,0.7952588754093419,,0.4084396508611502,0.845148434028179,0.5963913649875298,0.12722607240948913,0,0.007541111326725414,1.0103206999374459,0.007541111326725303,0.007541111326725414,1.0103206999374459,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0103206999374459,0.007541111326725414,False,False,False,False,,,False,0.0
2010-03-08,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,0.5,QQQ,2010-02-25,7,,,False,False,QQQ,1.4366121395706517,1.4366121395706517,False,0.000968954924597365,0.000968954924597365,0.0,0.0,0.000968954924597476,1.011299655155073,2,0,False,2,0,0.5817639487464439,1.4366121395706517,0.7318778933721963,,0.4456569736356677,0.8674037008402653,0.580910325840789,0.18180703379350005,0,0.000968954924597476,1.011299655155073,0.000968954924597365,0.000968954924597476,1.011299655155073,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.011299655155073,0.000968954924597476,False,False,False,False,,,False,0.0
