scenario,r2_threshold,target_vol,date,position_before,position,trade_target,holding_fraction,best_candidate,best_candidate_score,current_score,target_vol_scale,overheat_scale,final_exposure_after_overheat,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,nav
no_score_cap_r2_0.10_tv_0.20_oh_20_18,0.1,0.2,2026-05-08,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,5.409145282796129,0.5226728868538302,1.0,0.2613364434269151,False,False,False,0.13546991742036973,69.97907022148556,17.25641356094932
no_score_cap_r2_0.10_tv_0.25_oh_20_18,0.1,0.25,2026-05-08,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,5.409145282796129,0.6533411085672877,1.0,0.32667055428364383,False,False,False,0.13546991742036973,69.97907022148556,29.866230535765936
no_score_cap_r2_0.10_tv_0.30_oh_20_18,0.1,0.3,2026-05-08,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,5.409145282796129,0.7840093302807453,1.0,0.39200466514037263,False,False,False,0.13546991742036973,69.97907022148556,44.314826665629994
no_score_cap_r2_0.20_tv_0.20_oh_20_18,0.2,0.2,2026-05-08,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,5.409145282796129,0.5264571919187321,1.0,0.26322859595936604,False,False,False,0.13546991742036973,69.97907022148556,22.26039799503836
no_score_cap_r2_0.20_tv_0.25_oh_20_18,0.2,0.25,2026-05-08,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,5.409145282796129,0.658071489898415,1.0,0.3290357449492075,False,False,False,0.13546991742036973,69.97907022148556,40.56786316487719
no_score_cap_r2_0.20_tv_0.30_oh_20_18,0.2,0.3,2026-05-08,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,5.409145282796129,0.789685787878098,1.0,0.394842893939049,False,False,False,0.13546991742036973,69.97907022148556,61.61168030826908
no_score_cap_r2_0.30_tv_0.20_oh_20_18,0.3,0.2,2026-05-08,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,5.409145282796129,0.5313985213457469,1.0,0.26569926067287347,False,False,False,0.13546991742036973,69.97907022148556,16.788352473800142
no_score_cap_r2_0.30_tv_0.25_oh_20_18,0.3,0.25,2026-05-08,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,5.409145282796129,0.6642481516821837,1.0,0.3321240758410918,False,False,False,0.13546991742036973,69.97907022148556,27.59932477766604
no_score_cap_r2_0.30_tv_0.30_oh_20_18,0.3,0.3,2026-05-08,159941.SZ,159941.SZ,,0.5,159941.SZ,5.409145282796129,5.409145282796129,0.7970977820186204,1.0,0.3985488910093102,False,False,False,0.13546991742036973,69.97907022148556,40.32500089736372
