date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,gross_return,asset_component,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_DBC,score_QQQ,score_GLD,score_EWJ,r2_DBC,r2_QQQ,r2_GLD,r2_EWJ,buffer_blocked_count,target_vol_input_return,target_vol_input_nav,base_gross_return,base_return,base_nav,base_turnover,base_cost,realized_vol,target_vol_scale_effective,target_vol_scale_next,weight,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,effective_trade_count,target_vol,vol_window,max_lev,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_tc
2010-01-19,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-20,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-21,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-22,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-25,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-26,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-27,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-28,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-01-29,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-01,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-02,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-03,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-04,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-05,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-08,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.8238827625464753,0.8425244704157511,0.6283574457126506,0.5812078102200423,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-09,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.7960337824193047,0.827847080770682,0.6398630456221746,0.6704441027463475,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-10,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.7462310085152566,0.8098720470150393,0.6463474980345911,0.7336832192816085,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-11,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.634725493715774,0.7082745525265318,0.5239791446299382,0.753013658867662,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-12,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.5487687432624504,0.5869465068293797,0.41051127145009114,0.7806698004838168,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-16,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.2819676524304663,0.37580662745393667,0.1448392574358327,0.7228553460935296,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-17,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.11872073427620622,0.17289170243895446,0.02756679127625994,0.6480346699681907,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-18,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.012975678140980107,0.032220057605649166,0.0036081049544199884,0.5444870426173921,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-19,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.01464760118449182,0.0019268321758187934,0.05315781723505231,0.5450663002501789,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-22,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.08788812897407061,0.056793963386924995,0.12798340373585793,0.453078065613051,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-23,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,0.14142804600043246,0.12088138749150101,0.16299834549022207,0.39638602882793306,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0,0.0,False,False,False,False,,,False,0.0
2010-02-24,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,DBC,0.5,DBC,2010-02-24,0,DBC,0.5,True,False,DBC,0.5029651603918741,,False,0.0,0.0,0.5,0.0005,-0.0004999999999999449,0.9995,1,0,False,1,0,0.5029651603918741,0.430641898560181,,,0.22571480040589487,0.24695466740169658,0.16324605445980622,0.3195091830125464,0,-0.0004999999999999449,0.9995,0.0,-0.0004999999999999449,0.9995,0.5,0.0005,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.9995,-0.0004999999999999449,False,False,False,False,,,False,0.0
2010-02-25,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,DBC,0.5,QQQ,0.5,QQQ,2010-02-25,0,QQQ,0.5,True,False,QQQ,0.5305762747418667,0.46379093129980786,False,-0.008467395695931967,-0.008467395695931967,1.0,0.001,-0.009458928300236091,0.990045801163914,2,0,False,2,0,0.46379093129980786,0.5305762747418667,,,0.2134154218617197,0.36691862612560555,0.1897546358346477,0.22526673865563285,0,-0.009458928300236091,0.990045801163914,-0.008467395695931967,-0.009458928300236091,0.990045801163914,1.0,0.001,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.990045801163914,-0.009458928300236091,False,False,False,False,,,False,0.0
2010-02-26,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,0.5,QQQ,2010-02-25,1,,,False,False,QQQ,0.620077724374285,0.620077724374285,False,0.0017937734981322562,0.0017937734981322562,0.0,0.0,0.0017937734981323672,0.9918217190839791,2,0,False,2,0,0.521819433615587,0.620077724374285,0.4119126546801051,,0.27120476316565933,0.4788429863066421,0.2526100301062726,0.08743998045924095,0,0.0017937734981323672,0.9918217190839791,0.0017937734981322562,0.0017937734981323672,0.9918217190839791,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.9918217190839791,0.0017937734981323672,False,False,False,False,,,False,0.0
2010-03-01,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,0.5,QQQ,2010-02-25,2,,,False,False,QQQ,0.7775118935482508,0.7775118935482508,False,0.007260891214083021,0.007260891214083021,0.0,0.0,0.007260891214083021,0.9990232286900127,2,0,False,2,0,0.4857913147721149,0.7775118935482508,0.45848947899385184,,0.2619851990376413,0.5951691258109222,0.3080680716730676,0.00018225119495063336,0,0.007260891214083021,0.9990232286900127,0.007260891214083021,0.007260891214083021,0.9990232286900127,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.9990232286900127,0.007260891214083021,False,False,False,False,,,False,0.0
2010-03-02,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,0.5,QQQ,2010-02-25,3,,,False,False,QQQ,0.9268568919323183,0.9268568919323183,False,0.0015414460896494564,0.0015414460896494564,0.0,0.0,0.0015414460896494564,1.000563169139346,2,0,False,2,0,0.5065258967948156,0.9268568919323183,0.5840682644811559,,0.297827668292448,0.6929304588344672,0.40640647487596204,0.08037073182525589,0,0.0015414460896494564,1.000563169139346,0.0015414460896494564,0.0015414460896494564,1.000563169139346,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.000563169139346,0.0015414460896494564,False,False,False,False,,,False,0.0
2010-03-03,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,0.5,QQQ,2010-02-25,4,,,False,False,QQQ,1.0416011110006296,1.0416011110006296,False,0.0005489657791550862,0.0005489657791550862,0.0,0.0,0.0005489657791550862,1.0011124440790864,2,0,False,2,0,0.5652062103318294,1.0416011110006296,0.7229391732690369,0.2596872596520541,0.357687229265094,0.767614255712409,0.498887556261322,0.24273747642642118,0,0.0005489657791550862,1.0011124440790864,0.0005489657791550862,0.0005489657791550862,1.0011124440790864,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0011124440790864,0.0005489657791550862,False,False,False,False,,,False,0.0
2010-03-04,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,0.5,QQQ,2010-02-25,5,,,False,False,QQQ,1.1345407632618474,1.1345407632618474,False,0.001644946567428196,0.001644946567428196,0.0,0.0,0.001644946567428196,1.002759220557584,2,0,False,2,0,0.5348649803750756,1.1345407632618474,0.7722534904337821,0.32304969668622374,0.35812060809402435,0.8220233821567653,0.5535822411923259,0.3530824525574573,0,0.001644946567428196,1.002759220557584,0.001644946567428196,0.001644946567428196,1.002759220557584,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.002759220557584,0.001644946567428196,False,False,False,False,,,False,0.0
2010-03-05,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,0.5,QQQ,2010-02-25,6,,,False,False,QQQ,1.3063360918922093,1.3063360918922093,False,0.007540721992993493,0.007540721992993493,0.0,0.0,0.007540721992993493,1.0103207490657196,2,0,False,2,0,0.5722528648363974,1.3063360918922093,0.7952588754093419,0.4281345034251762,0.40843897703271703,0.8451464810519095,0.5963913649875298,0.48530677867491945,0,0.007540721992993493,1.0103207490657196,0.007540721992993493,0.007540721992993493,1.0103207490657196,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0103207490657196,0.007540721992993493,False,False,False,False,,,False,0.0
2010-03-08,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,QQQ,0.5,QQQ,0.5,QQQ,2010-02-25,7,,,False,False,QQQ,1.4366112581847177,1.4366112581847177,False,0.0009690969738621602,0.0009690969738621602,0.0,0.0,0.0009690969738622712,1.0112998478462694,2,0,False,2,0,0.5817642471492819,1.4366112581847177,0.7318778933721963,0.5588635295648603,0.4456565001612516,0.8674018181081357,0.580910325840789,0.6008898056433057,0,0.0009690969738622712,1.0112998478462694,0.0009690969738621602,0.0009690969738622712,1.0112998478462694,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,1.0112998478462694,0.0009690969738622712,False,False,False,False,,,False,0.0
