date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,gross_return,asset_component,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_DBC,score_QQQ,score_GLD,score_EWJ,r2_DBC,r2_QQQ,r2_GLD,r2_EWJ,buffer_blocked_count,target_vol_input_return,target_vol_input_nav,base_gross_return,base_return,base_nav,base_turnover,base_cost,realized_vol,target_vol_scale_effective,target_vol_scale_next,weight,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,effective_trade_count,target_vol,vol_window,max_lev,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,nav_before_overheat,return_before_overheat,overheat_on_effective,overheat_on,overheat_triggered,overheat_recovered,overheat_bias,overheat_bias_mom,overheat_same_side,overheat_tc
2011-03-22,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.8258259404594772,57,0,False,29,24,,,,,0.000338729072614119,0.6532193396657298,0.024423582619567896,0.5432016311360239,4,0.0,0.8925276618522483,0.0,0.0,0.8925276618522483,0.0,0.0,0.1557067811576376,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,97,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8258259404594772,0.0,False,False,False,False,,,False,0.0
2011-03-23,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.8258259404594772,57,0,False,29,24,,,,,0.0024117993528630643,0.5950226518091479,0.05189800535616684,0.49796461028435557,4,0.0,0.8925276618522483,0.0,0.0,0.8925276618522483,0.0,0.0,0.15303167815154142,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,97,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8258259404594772,0.0,False,False,False,False,,,False,0.0
2011-03-24,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.8258259404594772,57,0,False,29,24,,,,,0.009706670832950848,0.3998552775152736,0.049001448992287644,0.43941506773802896,4,0.0,0.8925276618522483,0.0,0.0,0.8925276618522483,0.0,0.0,0.15278559586164564,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,97,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8258259404594772,0.0,False,False,False,False,,,False,0.0
2011-03-25,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.8258259404594772,57,0,False,29,24,,,,,0.025452374802062527,0.22933811775032187,0.05104933884228413,0.42988445433586986,4,0.0,0.8925276618522483,0.0,0.0,0.8925276618522483,0.0,0.0,0.1525453918312074,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,97,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8258259404594772,0.0,False,False,False,False,,,False,0.0
2011-03-28,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.8258259404594772,57,0,False,29,24,,,,,0.02083274503010757,0.13602715425233047,0.031060125346888623,0.4166830567053975,4,0.0,0.8925276618522483,0.0,0.0,0.8925276618522483,0.0,0.0,0.1481147519355592,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,97,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8258259404594772,0.0,False,False,False,False,,,False,0.0
2011-03-29,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.8258259404594772,57,0,False,29,24,,,,,0.029773467920272134,0.04229987047756334,0.011649506635531548,0.4009746985458411,4,0.0,0.8925276618522483,0.0,0.0,0.8925276618522483,0.0,0.0,0.14708111259921994,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,97,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8258259404594772,0.0,False,False,False,False,,,False,0.0
2011-03-30,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.8258259404594772,57,0,False,29,24,,,,,0.04157542296819827,0.0007544807316138824,0.009795428234147807,0.33880844601002225,4,0.0,0.8925276618522483,0.0,0.0,0.8925276618522483,0.0,0.0,0.14668764583923452,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,97,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8258259404594772,0.0,False,False,False,False,,,False,0.0
2011-03-31,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,0.8258259404594772,57,0,False,29,24,,,,,0.10398187957462268,0.019988943975279838,0.041642769704996696,0.3031314482934795,4,0.0,0.8925276618522483,0.0,0.0,0.8925276618522483,0.0,0.0,0.14640340234189037,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,97,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8258259404594772,0.0,False,False,False,False,,,False,0.0
2011-04-01,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,CASH,0.0,DBC,0.5,DBC,2011-04-01,0,DBC,0.5,True,False,DBC,0.39446126044569674,,False,0.0,0.0,0.75,0.00075,-0.0007500000000000284,0.8252065710041326,58,0,False,30,24,0.39446126044569674,,,,0.20806612764729382,0.08673814653317269,0.06321101085499292,0.2652236550232123,4,-0.0004999999999999449,0.8920813980213222,0.0,-0.0004999999999999449,0.8920813980213222,0.5,0.0005,0.14491309145731865,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.75,0.75,98,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8252065710041326,-0.0007500000000000284,False,False,False,False,0.05953558920315505,-3.435242175726268,False,0.0
2011-04-04,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,DBC,0.5,DBC,0.5,DBC,2011-04-01,1,,,False,False,DBC,0.5922835922700265,0.5922835922700265,False,0.006836004986514821,0.004557336657676547,0.0,0.0,0.006836004986514821,0.8308476872384217,58,0,False,30,24,0.5922835922700265,,,,0.341634526666457,0.1691698733795708,0.12811656796937776,0.25472421822237723,4,0.004557336657676547,0.8961469132781562,0.004557336657676547,0.004557336657676547,0.8961469132781562,0.0,0.0,0.145063609789411,1.5,1.5,1.5,1.0,1.0,1.0,0.75,0.75,0.75,98,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8308476872384217,0.006836004986514821,False,False,False,False,0.06687472303418085,4.041938701406926,True,0.0
2011-04-05,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,DBC,0.5,DBC,0.5,DBC,2011-04-01,2,,,False,False,DBC,0.7870697388984293,0.7870697388984293,False,0.0007258291470890743,0.0004838860980593829,0.0,0.0,0.0007258291470890743,0.831450740706611,58,0,False,30,24,0.7870697388984293,0.4547982115476741,0.23203801926903744,,0.47213254457490583,0.2485027624950572,0.282255285755883,0.28061805221853187,4,0.0004838860980593829,0.8965805463113103,0.0004838860980593829,0.0004838860980593829,0.8965805463113103,0.0,0.0,0.14506522875983396,1.5,1.5,1.5,1.0,1.0,1.0,0.75,0.75,0.75,98,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.831450740706611,0.0007258291470890743,False,False,False,False,0.06551754448301317,9.813839744302244,True,0.0
2011-04-06,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,DBC,0.5,DBC,0.5,DBC,2011-04-01,3,,,False,False,DBC,0.9785510292481723,0.9785510292481723,False,0.002175273108777853,0.0014501820725185688,0.0,0.0,0.002175273108777853,0.8332593731441434,58,0,False,30,24,0.9785510292481723,0.5416423841847136,0.34583663988645186,,0.5908106122830166,0.34701281470455414,0.4153887652533047,0.31898750244057616,4,0.0014501820725185688,0.8978807513461399,0.0014501820725185688,0.0014501820725185688,0.8978807513461399,0.0,0.0,0.14508895803291086,1.5,1.5,1.5,1.0,1.0,1.0,0.75,0.75,0.75,98,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8332593731441434,0.002175273108777853,False,False,False,False,0.06636208588488479,16.296178661889222,True,0.0
2011-04-07,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,DBC,0.5,DBC,0.5,DBC,2011-04-01,4,,,False,False,DBC,1.1469083789985057,1.1469083789985057,False,0.0014460063040329096,0.0009640042026886064,0.0,0.0,0.0014460063040329096,0.8344642714506044,58,0,False,30,24,1.1469083789985057,0.6068920536222602,0.4465513593267345,,0.6903006288784899,0.44297198440667374,0.523399474963084,0.36681547844278806,4,0.0009640042026886064,0.8987463121639507,0.0009640042026886064,0.0009640042026886064,0.8987463121639507,0.0,0.0,0.14396142983916174,1.5,1.5,1.5,1.0,1.0,1.0,0.75,0.75,0.75,98,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8344642714506044,0.0014460063040329096,False,False,False,False,0.0663292293751836,19.880702139060137,True,0.0
2011-04-08,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,DBC,0.5,DBC,0.5,DBC,2011-04-01,5,,,False,False,DBC,1.5049739794507002,1.5049739794507002,False,0.01779992246369233,0.011866614975794887,0.0,0.0,0.01779992246369222,0.8493176707811466,58,0,False,30,24,1.5049739794507002,0.6078625396186372,0.5857955411616054,,0.7635129287351332,0.4842944325067837,0.6193037158971062,0.3750611578071553,4,0.011866614975794887,0.9094113886113159,0.011866614975794887,0.011866614975794887,0.9094113886113159,0.0,0.0,0.1455165217178738,1.5,1.5,1.5,1.0,1.0,1.0,0.75,0.75,0.75,98,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8493176707811466,0.01779992246369222,False,False,False,False,0.08915965345331833,25.021148199745863,True,0.0
2011-04-11,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,DBC,0.5,DBC,1.0,,,0,DBC,1.0,False,True,DBC,1.5776650882404768,1.5776650882404768,False,-0.0138628262948427,-0.0092418841965618,0.75,0.00075,-0.014602429175121556,0.8369155696463857,59,0,False,30,25,1.5776650882404768,0.5607618427788947,0.6482385333363954,,0.8110046351997876,0.4704618848428388,0.6892941950929783,0.4039167470967292,4,-0.009737263254463446,0.9005562105138003,-0.0092418841965618,-0.009737263254463446,0.9005562105138003,0.5,0.0005,0.14642315016296686,1.5,1.5,1.5,1.0,1.0,1.0,0.75,1.5,1.5,99,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8369155696463857,-0.014602429175121556,False,False,False,False,0.06694062040757287,27.63373150606143,True,0.0
2011-04-12,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,DBC,1.0,DBC,1.0,,,0,,,False,False,DBC,1.358466858336722,1.358466858336722,False,-0.030641472559805483,-0.020427648373203655,0.0,0.0,-0.030641472559805427,0.811271244184192,59,0,False,30,25,1.358466858336722,0.45740183057902106,0.6318529590110542,,0.7377694262186274,0.3733833414361286,0.6961510369578807,0.4296636901826544,4,-0.020427648373203655,0.8821599649051196,-0.020427648373203655,-0.020427648373203655,0.8821599649051196,0.0,0.0,0.15057488435803706,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,99,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.811271244184192,-0.030641472559805427,False,False,False,False,0.04356406704164373,19.291768714089095,True,0.0
2011-04-13,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,DBC,1.0,DBC,1.0,,,0,,,False,False,DBC,1.2103392339752403,1.2103392339752403,False,0.011730130689842855,0.007820087126561903,0.0,0.0,0.011730130689842966,0.8207875619033841,59,0,False,30,25,1.2103392339752403,0.4028510692346243,0.6128943514676117,,0.6992779888287456,0.340638240673381,0.6997721286018765,0.4472446751063912,4,0.007820087126561903,0.8890585326902425,0.007820087126561903,0.007820087126561903,0.8890585326902425,0.0,0.0,0.15061053706546118,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,99,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8207875619033841,0.011730130689842966,False,False,False,False,0.0499753958847553,11.782513781669135,True,0.0
2011-04-14,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,DBC,1.0,DBC,1.0,,,0,,,False,False,DBC,1.0624199618154604,1.0624199618154604,False,0.00387970394044157,0.0025864692936277134,0.0,0.0,0.003879703940441459,0.823971974641566,59,0,False,30,25,1.0624199618154604,0.3266834214513552,0.6695827422957334,,0.6569878757841914,0.2748622301722592,0.7393260530276263,0.4425786557068322,4,0.0025864692936277134,0.8913580552852836,0.0025864692936277134,0.0025864692936277134,0.8913580552852836,0.0,0.0,0.14974225021883386,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,99,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.823971974641566,0.003879703940441459,False,False,False,False,0.050877697168273395,8.810695332580075,True,0.0
2011-04-15,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,DBC,1.0,DBC,1.0,,,0,,,False,False,DBC,0.9482426935729549,0.9482426935729549,False,0.007739390185815931,0.005159593457210621,0.0,0.0,0.007739390185816042,0.8303490152554944,59,0,False,30,25,0.9482426935729549,,0.7662697880020817,,0.6314375617304508,0.19089866621091822,0.7710458775033949,0.4519635660800868,4,0.005159593457210621,0.8959571004753655,0.005159593457210621,0.005159593457210621,0.8959571004753655,0.0,0.0,0.14958065168061066,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,99,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8303490152554944,0.007739390185816042,False,False,False,False,0.05422174513965672,6.781777287292294,True,0.0
2011-04-18,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,DBC,1.0,GLD,0.5,GLD,2011-04-18,0,GLD,0.5,True,False,GLD,0.8788432017463443,0.7760313053810428,False,-0.009143295593307177,-0.006095530395538118,2.25,0.0022500000000000003,-0.011372723178222244,0.8209056857636843,60,0,False,31,25,0.7760313053810428,,0.8788432017463443,,0.5594597887020718,0.06415558215209682,0.7952135725840836,0.4871439849356386,4,-0.007586387099944747,0.8891600230862152,-0.006095530395538118,-0.007586387099944747,0.8891600230862152,1.5,0.0015,0.14971326664699391,1.5,1.5,1.5,1.0,1.0,1.0,1.5,0.75,0.75,100,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8209056857636843,-0.011372723178222244,False,False,False,False,0.06439125562101178,16.3364408818495,True,0.0
2011-04-19,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,GLD,0.5,GLD,0.5,GLD,2011-04-18,1,,,False,False,GLD,0.9503247841268163,0.9503247841268163,False,0.0,0.0,0.0,0.0,0.0,0.8209056857636843,60,0,False,31,25,0.6152968512225716,,0.9503247841268163,,0.48261520285148707,0.01247320338399971,0.8181357768616387,0.49115401786967183,4,0.0,0.8891600230862152,0.0,0.0,0.8891600230862152,0.0,0.0,0.14950674834910335,1.5,1.5,1.5,1.0,1.0,1.0,0.75,0.75,0.75,100,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8209056857636843,0.0,False,False,False,False,0.06238043217191902,17.720832327404832,True,0.0
2011-04-20,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,GLD,0.5,GLD,0.5,GLD,2011-04-18,2,,,False,False,GLD,1.0281432241987267,1.0281432241987267,False,0.002929524529709737,0.0019530163531398248,0.0,0.0,0.0029295245297098482,0.8233105491067073,60,0,False,31,25,0.5915977260740442,,1.0281432241987267,,0.4941508781130308,0.033761625205918855,0.8411365191064316,0.3722855420552581,4,0.0019530163531398248,0.8908965671518608,0.0019530163531398248,0.0019530163531398248,0.8908965671518608,0.0,0.0,0.14957503004448106,1.5,1.5,1.5,1.0,1.0,1.0,0.75,0.75,0.75,100,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8233105491067073,0.0029295245297098482,False,False,False,False,0.06441206747474282,20.569016107707217,True,0.0
2011-04-21,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,GLD,0.5,GLD,0.5,GLD,2011-04-18,3,,,False,False,GLD,1.0930817882588655,1.0930817882588655,False,0.0012286970639798223,0.0008191313759865482,0.0,0.0,0.0012286970639798778,0.8243221483611384,60,0,False,31,25,0.6230769696485647,,1.0930817882588655,,0.5241981116518473,0.09015659885492955,0.8644214537920991,0.2068531379804841,4,0.0008191313759864371,0.8916263284827736,0.0008191313759865482,0.0008191313759864371,0.8916263284827736,0.0,0.0,0.14819276040003881,1.5,1.5,1.5,1.0,1.0,1.0,0.75,0.75,0.75,100,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8243221483611384,0.0012286970639798778,False,False,False,False,0.06414819243377456,21.54498312008454,True,0.0
2011-04-25,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,GLD,0.5,GLD,0.5,GLD,2011-04-18,4,,,False,False,GLD,1.136645313762486,1.136645313762486,False,0.0006643874496932156,0.00044292496646214374,0.0,0.0,0.0006643874496932156,0.8248698176510136,60,0,False,31,25,0.6190553702965829,,1.136645313762486,,0.5398512207401652,0.16129930338907406,0.8853146295643153,0.0823469510454854,4,0.00044292496646214374,0.8920212520444135,0.00044292496646214374,0.00044292496646214374,0.8920212520444135,0.0,0.0,0.14819490131010532,1.5,1.5,1.5,1.0,1.0,1.0,0.75,0.75,0.75,100,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8248698176510136,0.0006643874496932156,False,False,False,False,0.06265823948582794,21.951132490865643,True,0.0
2011-04-26,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,GLD,0.5,GLD,1.0,,,0,GLD,1.0,False,True,GLD,1.1151475787309084,1.1151475787309084,False,-0.002502163055755735,-0.0016681087038371567,0.75,0.00075,-0.0032502864334640336,0.8221887544733286,61,0,False,31,26,0.6015151109844212,0.33970425106690283,1.1151475787309084,,0.5484574339337349,0.25069702332715504,0.8898891184512465,0.0099354551228642,4,-0.0021672746494851847,0.8900879969980556,-0.0016681087038371567,-0.0021672746494851847,0.8900879969980556,0.5,0.0005,0.14686969871787323,1.5,1.5,1.5,1.0,1.0,1.0,0.75,1.5,1.5,101,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8221887544733286,-0.0032502864334640336,False,False,False,False,0.05706070699322918,20.180249518988425,True,0.0
2011-04-27,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.242549846351848,1.242549846351848,False,0.0288973080820083,0.0192648720546722,0.0,0.0,0.0288973080820083,0.845947796212907,61,0,False,31,26,0.6158943652633835,0.48468970062573913,1.242549846351848,,0.5753817738362083,0.34685934919677497,0.9006535192229634,0.009216262023292843,4,0.0192648720546722,0.9072354283776226,0.0192648720546722,0.0192648720546722,0.9072354283776226,0.0,0.0,0.14704146502907503,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,101,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.845947796212907,0.0288973080820083,False,False,False,False,0.07492405985649597,19.945762193850282,True,0.0
2011-04-28,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.3623432800941448,1.3623432800941448,False,0.006233348411444295,0.00415556560762953,0.0,0.0,0.006233348411444295,0.8512208835645956,61,0,False,31,26,0.5636934609822306,0.6109663410538089,1.3623432800941448,,0.5587594034724697,0.4347819350256322,0.9125326596420447,0.14253575784893402,4,0.00415556560762953,0.9110055047218117,0.00415556560762953,0.00415556560762953,0.9110055047218117,0.0,0.0,0.14701989679158275,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,101,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8512208835645956,0.006233348411444295,False,False,False,False,0.07693142321737523,19.638468086246878,True,0.0
2011-04-29,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.6030408900898503,1.6030408900898503,False,0.025530513299039326,0.01702034219935955,0.0,0.0,0.025530513299039326,0.8729529896528615,61,0,False,31,26,0.5763723480570131,0.7194410546271826,1.6030408900898503,0.6052331712458925,0.5884977896624692,0.5146494417114107,0.8958763504589002,0.32009972217252824,4,0.01702034219935955,0.9265111301576773,0.01702034219935955,0.01702034219935955,0.9265111301576773,0.0,0.0,0.14857847499593277,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,101,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8729529896528615,0.025530513299039326,False,False,False,False,0.0923924575781443,22.240813013863416,True,0.0
2011-05-02,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.6235019858726965,1.6235019858726965,False,-0.019295053336163992,-0.012863368890775995,0.0,0.0,-0.019295053336163992,0.8561093151575457,61,0,False,31,26,0.5059696986144582,0.7907512723585486,1.6235019858726965,0.8846568140883095,0.5527876295563112,0.5759969422764595,0.9046134634677434,0.4799534263702615,4,-0.012863368890775995,0.9145930757090494,-0.012863368890775995,-0.012863368890775995,0.9145930757090494,0.0,0.0,0.14886772198792758,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,101,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8561093151575457,-0.019295053336163992,False,False,False,False,0.07599934795592445,20.679783666204838,True,0.0
2011-05-03,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,GLD,1.5508032043534699,1.5508032043534699,False,-0.005285540519839704,-0.003523693679893136,0.0,0.0,-0.00528554051983976,0.8515843146828682,61,0,False,31,26,0.372162758892415,0.8010487455206181,1.5508032043534699,1.1383504842856578,0.39644660153177835,0.6031168998909895,0.8983081048951082,0.6172660507883772,4,-0.003523693679893136,0.9113703298684993,-0.003523693679893136,-0.003523693679893136,0.9113703298684993,0.0,0.0,0.1472176969797536,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,101,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8515843146828682,-0.00528554051983976,False,False,False,False,0.06988367991691913,18.002567809360098,True,0.0
2011-05-04,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,GLD,1.0,GLD,1.0,,,0,,,False,False,EWJ,1.329537499967063,1.3004402005184716,True,-0.02151730469605806,-0.01434486979737204,0.0,0.0,-0.02151730469605806,0.8332605155094531,61,0,False,31,26,,0.7861788715840055,1.3004402005184716,1.329537499967063,0.10431081612326809,0.6135656733321009,0.8123678878732715,0.726956922257437,5,-0.01434486979737204,0.8982968411493477,-0.01434486979737204,-0.01434486979737204,0.8982968411493477,0.0,0.0,0.14911894763051195,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,101,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8332605155094531,-0.02151730469605806,False,False,False,False,0.05252655193631983,14.99226969427792,True,0.0
2011-05-05,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,GLD,1.0,EWJ,0.5,EWJ,2011-05-05,0,EWJ,0.5,True,False,EWJ,1.384732012626876,0.8313534844494088,False,-0.04325453154442027,-0.028836354362946848,2.25,0.0022500000000000003,-0.04540720884844529,0.7954244812565522,62,0,False,32,26,,0.7155000145405108,0.8313534844494088,1.384732012626876,0.05553085247608924,0.5728846593680497,0.4524562064598967,0.7903332863748033,5,-0.03029309983140238,0.8710846452621771,-0.028836354362946848,-0.03029309983140238,0.8710846452621771,1.5,0.0015,0.15631504364388854,1.5,1.5,1.5,1.0,1.0,1.0,1.5,0.75,0.75,102,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.7954244812565522,-0.04540720884844529,False,False,False,False,-0.01674797373499004,56.678116112064124,False,0.0
2011-05-06,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,EWJ,0.5,EWJ,0.5,EWJ,2011-05-05,1,,,False,False,EWJ,1.4303885245119816,1.4303885245119816,False,0.0043022937610229794,0.0028681958406819863,0.0,0.0,0.0043022937610230905,0.7988466310396273,62,0,False,32,26,,0.6618535650254966,0.5756435615314057,1.4303885245119816,0.19063704855310826,0.5478966049942647,0.28563239870986656,0.8377403773338834,5,0.0028681958406819863,0.8735830866186001,0.0028681958406819863,0.0028681958406819863,0.8735830866186001,0.0,0.0,0.1548889841772394,1.5,1.5,1.5,1.0,1.0,1.0,0.75,0.75,0.75,102,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.7988466310396273,0.0043022937610230905,False,False,False,False,-0.00985114180587121,53.43958571093956,False,0.0
2011-05-09,1.1,v1_1_staged_50_plus_ma60_overheat,all_new_asset_50_wait_down_no_timeout,EWJ,0.5,EWJ,0.5,EWJ,2011-05-05,2,,,False,False,EWJ,1.4478809266938457,1.4478809266938457,False,0.0028516867572991877,0.0019011245048661252,0.0,0.0,0.0028516867572991877,0.8011246913984761,62,0,False,32,26,,0.6238973756221369,0.4593239232936379,1.4478809266938457,0.2728640391492956,0.5376290234677592,0.22361717742021647,0.8674573904951248,5,0.0019011245048661252,0.8752438768316073,0.0019011245048661252,0.0019011245048661252,0.8752438768316073,0.0,0.0,0.15437059725821523,1.5,1.5,1.5,1.0,1.0,1.0,0.75,0.75,0.75,102,0.25,80,1.5,0.2,0.18,0.0,same_side_or_exit,0.8011246913984761,0.0028516867572991877,False,False,False,False,-0.004899998821838114,54.1573781069196,False,0.0
