version,scenario,window,start,end,days,total,cagr,maxdd,sharpe,vol,cash_days,half_position_days,pending_days,staged_initials,staged_fills,overheat_days,overheat_triggers,overheat_recoveries,trades,cost_sum,turnover_sum,avg_scale,avg_final_exposure,max_final_exposure,variant
1.1,v1_1_staged_50_plus_ma60_overheat,15Y,2011-09-20,2026-05-15,3514,63.10300032556762,0.3476494362757143,-0.28128053316189694,1.3513559578804337,0.24252958995836182,763,581,581,305,266,29,10,9,1989,0.7455031726823338,745.5031726823337,1.2881121473335453,0.8921481222839398,1.5,v1_1_original_positive_score
1.1,v1_1_staged_50_plus_ma60_overheat,10Y,2015-12-23,2026-05-15,2520,24.380932576598315,0.3818177196856667,-0.28128053316189683,1.4333023620018734,0.24690303237893993,232,489,489,257,221,19,6,6,1661,0.6135637723106995,613.5637723106995,1.2864156155054696,1.0354709445089063,1.5,v1_1_original_positive_score
1.1,v1_1_staged_50_plus_ma60_overheat,from_2020,2020-01-02,2026-05-15,1540,17.971751109135887,0.6186198061148729,-0.18054069698454922,1.9765009538551825,0.2608994763633024,121,345,345,184,150,17,5,5,1265,0.406470315378336,406.47031537833607,1.1964664969743164,0.9600946624129478,1.5,v1_1_original_positive_score
1.1,v1_1_staged_50_plus_ma60_overheat,5Y,2021-03-03,2026-05-15,1260,10.782986038048776,0.6377630649269264,-0.1805406969845491,2.0522331707601147,0.25636650871915595,109,249,249,138,117,17,5,5,996,0.3234187456455048,323.4187456455048,1.2263468230513985,0.9855588520426566,1.5,v1_1_original_positive_score
1.1,v1_1_staged_50_plus_ma60_overheat,3Y,2023-03-29,2026-05-15,756,7.280636736187246,1.0231181408430658,-0.16550608744056117,2.7768456159127206,0.26662701604482825,61,170,170,86,73,7,3,3,611,0.19059525039521813,190.59525039521813,1.1660335479704351,0.9320794890454094,1.5,v1_1_original_positive_score
1.1,v1_1_staged_50_plus_ma60_overheat,1Y,2025-04-29,2026-05-15,252,1.096059274991838,1.096059274991838,-0.09848312006386628,3.0604753611834754,0.25241123629328666,26,63,63,33,24,4,2,2,216,0.0662383795953215,66.2383795953215,1.1424882782681132,0.8824262226272721,1.5,v1_1_original_positive_score
1.1,v1_1_staged_50_plus_ma60_overheat,15Y,2011-09-20,2026-05-15,3514,40.613275532256154,0.30653249641399616,-0.2835748702119387,1.180891798000393,0.253681029511585,279,760,760,425,323,29,10,9,2577,0.9498941310160557,949.8941310160558,1.2450548786331488,1.0060825937148299,1.5,v1_1_allow_negative_stronger
1.1,v1_1_staged_50_plus_ma60_overheat,10Y,2015-12-23,2026-05-15,2520,16.764533646691596,0.33338443476175805,-0.2835748702119386,1.267401623603475,0.25214437622361646,21,608,608,341,253,19,6,6,1934,0.7545252541347025,754.5252541347024,1.268157690067514,1.1000111395802765,1.5,v1_1_allow_negative_stronger
1.1,v1_1_staged_50_plus_ma60_overheat,from_2020,2020-01-02,2026-05-15,1540,12.833738527868551,0.5370896603855226,-0.2764005838449606,1.768798821152951,0.262539078628731,3,411,411,237,172,17,5,5,1396,0.4872021540287701,487.20215402877005,1.171791993953117,1.0061567817302428,1.5,v1_1_allow_negative_stronger
1.1,v1_1_staged_50_plus_ma60_overheat,5Y,2021-03-03,2026-05-15,1260,7.614573506688997,0.5383202472251172,-0.2764005838449606,1.795248224185903,0.2584445094636447,2,308,308,186,137,17,5,5,1118,0.39978081250243336,399.78081250243326,1.2005778439447685,1.0398979458480104,1.5,v1_1_allow_negative_stronger
1.1,v1_1_staged_50_plus_ma60_overheat,3Y,2023-03-29,2026-05-15,756,5.547098886360869,0.8707523530820405,-0.27640058384496047,2.463018913037695,0.2690248645837366,2,202,202,111,83,7,3,3,694,0.22730523308163675,227.3052330816368,1.1444250392428,0.98185720888038,1.5,v1_1_allow_negative_stronger
1.1,v1_1_staged_50_plus_ma60_overheat,1Y,2025-04-29,2026-05-15,252,1.0853671462527106,1.0853671462527106,-0.10153035653371678,2.9612445779515775,0.2597746310273254,2,74,74,40,27,4,2,2,238,0.0742155555924073,74.2155555924073,1.124207749805586,0.9418471594175037,1.5,v1_1_allow_negative_stronger
