score_cap_variant,window,start,end,days,cagr,maxdd,sharpe,vol,trades,cost_sum,turnover_sum,overheat_days,avg_final_exposure,max_final_exposure
hard_cap_5_current,from_2020,2020-01-02,2026-05-08,1535,0.5883065674850185,-0.18054057908721044,1.8987898024441365,0.26176011292387075,1269,0.40891608838425264,408.91608838425265,18,0.9531226868918853,1.5
hard_cap_5_current,5Y,2021-05-10,2026-05-08,1211,0.6438057773596817,-0.18054057908721055,2.0689719969618614,0.25603986808987683,960,0.3224209088898115,322.42090888981147,18,0.9881679731089424,1.5
hard_cap_5_current,3Y,2023-05-08,2026-05-08,727,1.0172364199886679,-0.16550599700214552,2.7626579453777222,0.2669846459938101,611,0.1916476809452099,191.64768094520988,8,0.928425968735333,1.5
hard_cap_5_current,1Y,2025-05-08,2026-05-08,243,0.9545469199680434,-0.12751321964343498,2.836320506321077,0.24724049356492475,214,0.07372737758619043,73.72737758619043,4,0.9407402119497495,1.5
no_cap_raw,from_2020,2020-01-02,2026-05-08,1535,0.430125794611939,-0.20318702793680066,1.5563612677778584,0.2499880667380471,1248,0.2928725964822836,292.87259648228354,84,0.8520739664240354,1.5
no_cap_raw,5Y,2021-05-10,2026-05-08,1211,0.496865254755658,-0.20318702793680055,1.733952279771226,0.25075577413042854,953,0.23294797146376872,232.9479714637687,64,0.8837581506699735,1.5
no_cap_raw,3Y,2023-05-08,2026-05-08,727,0.6739149591522222,-0.20318702793680066,2.1117752753980357,0.2600003960258482,597,0.12330107736699134,123.30107736699134,53,0.7514010044921384,1.5
no_cap_raw,1Y,2025-05-08,2026-05-08,243,0.608569401772864,-0.08768203058983248,2.1238951279055307,0.23725236562994237,210,0.036794343952362585,36.79434395236258,28,0.6962350710206056,1.338767096262409
winsor_rank_cap_5,from_2020,2020-01-02,2026-05-08,1535,0.4243124365377333,-0.2031870279368001,1.5405085144870834,0.24989805540013052,1248,0.2925787004594207,292.5787004594207,84,0.8517147262289616,1.5
winsor_rank_cap_5,5Y,2021-05-10,2026-05-08,1211,0.48671129776898847,-0.2031870279368002,1.707334584306358,0.25065740737184855,953,0.2325491172441752,232.54911724417522,64,0.8828852701849509,1.5
winsor_rank_cap_5,3Y,2023-05-08,2026-05-08,727,0.6551099860713188,-0.2031870279368002,2.0693122434956583,0.2598450669824699,597,0.12288366759310208,122.88366759310209,53,0.7498572629648074,1.5
winsor_rank_cap_5,1Y,2025-05-08,2026-05-08,243,0.5551081295483109,-0.1092524670851368,1.9851553800322435,0.23671052299700965,210,0.03637693417847334,36.37693417847335,28,0.691616552130196,1.3387670962624096
soft_penalty_5_half,from_2020,2020-01-02,2026-05-08,1535,0.47711181614572995,-0.20318702793680055,1.6424057147345208,0.25783726690145714,1280,0.32029012594056605,320.290125940566,50,0.8871587558728521,1.5
soft_penalty_5_half,5Y,2021-05-10,2026-05-08,1211,0.5187549054863274,-0.20318702793680044,1.7693083833051577,0.2545096002836059,975,0.2527244448398903,252.7244448398903,41,0.9174530790914033,1.5
soft_penalty_5_half,3Y,2023-05-08,2026-05-08,727,0.7135971989723602,-0.20318702793680044,2.1584959211952093,0.2659947786019918,619,0.143175796602078,143.17579660207798,30,0.8077988242250465,1.5
soft_penalty_5_half,1Y,2025-05-08,2026-05-08,243,0.6169700061437606,-0.10054838363065965,2.1318956426486437,0.23907472574108432,216,0.044863177255431555,44.863177255431566,22,0.7335888507393199,1.338767096262407
