,soymeal_etf,M0_main,near_major,near_major_contract,far_major,far_major_contract
2025-03-05,1.955,2881.0,2881.0,M2505,2974.0,M2509
2025-03-06,1.963,2893.0,2893.0,M2505,2995.0,M2509
2025-03-07,1.961,2885.0,2885.0,M2505,2974.0,M2509
2025-03-10,1.99,2937.0,2937.0,M2505,3014.0,M2509
2025-03-11,1.937,2855.0,2855.0,M2505,2959.0,M2509
2025-03-12,1.925,2838.0,2838.0,M2505,2952.0,M2509
2025-03-13,1.95,2877.0,2877.0,M2505,2981.0,M2509
2025-03-14,1.966,2901.0,2901.0,M2505,3000.0,M2509
2025-03-17,1.964,2895.0,2895.0,M2505,2991.0,M2509
2025-03-18,1.971,2907.0,2907.0,M2505,3003.0,M2509
2025-03-19,1.972,2909.0,2909.0,M2505,2997.0,M2509
2025-03-20,1.939,2855.0,2855.0,M2505,2960.0,M2509
2025-03-21,1.94,2861.0,2861.0,M2505,2955.0,M2509
2025-03-24,1.939,2858.0,2858.0,M2505,2955.0,M2509
2025-03-25,1.946,2868.0,2868.0,M2505,2959.0,M2509
2025-03-26,1.917,2820.0,2820.0,M2505,2939.0,M2509
2025-03-27,1.92,2826.0,2826.0,M2505,2948.0,M2509
2025-03-28,1.907,2942.0,2813.0,M2505,2942.0,M2509
2025-03-31,1.938,2989.0,2851.0,M2505,2989.0,M2509
2025-04-01,1.912,2951.0,2804.0,M2505,2951.0,M2509
2025-04-02,1.929,2983.0,2832.0,M2505,2983.0,M2509
2025-04-03,1.965,3039.0,2865.0,M2505,3039.0,M2509
2025-04-07,1.975,3056.0,2885.0,M2505,3056.0,M2509
2025-04-08,2.048,3164.0,2973.0,M2505,3164.0,M2509
2025-04-09,2.017,3119.0,2946.0,M2505,3119.0,M2509
2025-04-10,1.989,3074.0,2896.0,M2505,3074.0,M2509
2025-04-11,1.995,3082.0,2912.0,M2505,3082.0,M2509
2025-04-14,2.01,3104.0,2958.0,M2505,3104.0,M2509
2025-04-15,1.985,3066.0,2910.0,M2505,3066.0,M2509
2025-04-16,1.952,3013.0,2839.0,M2505,3013.0,M2509
2025-04-17,1.957,3020.0,2850.0,M2505,3020.0,M2509
2025-04-18,1.957,3021.0,2857.0,M2505,3021.0,M2509
2025-04-21,1.974,3045.0,2934.0,M2505,3045.0,M2509
2025-04-22,1.979,3054.0,2988.0,M2505,3054.0,M2509
2025-04-23,1.977,3048.0,2984.0,M2505,3048.0,M2509
2025-04-24,1.985,3059.0,3049.0,M2505,3059.0,M2509
2025-04-25,1.965,3031.0,2938.0,M2505,3031.0,M2509
2025-04-28,1.936,2985.0,2870.0,M2505,2985.0,M2509
2025-04-29,1.922,2964.0,2833.0,M2505,2964.0,M2509
2025-04-30,1.912,2920.0,2761.0,M2505,2920.0,M2509
2025-05-06,1.917,2915.0,2748.0,M2505,2915.0,M2509
2025-05-07,1.918,2920.0,2760.0,M2505,2920.0,M2509
2025-05-08,1.917,2919.0,2787.0,M2505,2919.0,M2509
2025-05-09,1.914,2899.0,2805.0,M2505,2899.0,M2509
2025-05-12,1.909,2908.0,2762.0,M2505,2908.0,M2509
2025-05-13,1.905,2886.0,2746.0,M2505,2886.0,M2509
2025-05-14,1.914,2914.0,2759.0,M2505,2914.0,M2509
2025-05-15,1.913,2923.0,2768.0,M2505,2923.0,M2509
2025-05-16,1.905,2899.0,2740.0,M2505,2899.0,M2509
2025-05-19,1.898,2886.0,2700.0,M2505,2886.0,M2509
2025-05-20,1.898,2889.0,,M2505,2889.0,M2509
2025-05-21,1.931,2934.0,,M2505,2934.0,M2509
2025-05-22,1.928,2939.0,,M2505,2939.0,M2509
2025-05-23,1.921,2952.0,,M2505,2952.0,M2509
2025-05-26,1.915,2950.0,,M2505,2950.0,M2509
2025-05-27,1.929,2966.0,,M2505,2966.0,M2509
2025-05-28,1.922,2961.0,,M2505,2961.0,M2509
2025-05-29,1.922,2962.0,,M2505,2962.0,M2509
2025-05-30,1.926,2968.0,,M2505,2968.0,M2509
2025-06-03,1.912,2935.0,2935.0,M2509,2980.0,M2601
2025-06-04,1.913,2939.0,2939.0,M2509,2984.0,M2601
2025-06-05,1.923,2958.0,2958.0,M2509,3003.0,M2601
2025-06-06,1.957,3010.0,3010.0,M2509,3048.0,M2601
2025-06-09,1.962,3019.0,3019.0,M2509,3060.0,M2601
2025-06-10,1.969,3031.0,3031.0,M2509,3068.0,M2601
2025-06-11,1.977,3047.0,3047.0,M2509,3064.0,M2601
2025-06-12,1.98,3049.0,3049.0,M2509,3062.0,M2601
2025-06-13,1.975,3041.0,3041.0,M2509,3051.0,M2601
2025-06-16,1.977,3045.0,3045.0,M2509,3073.0,M2601
2025-06-17,1.998,3074.0,3074.0,M2509,3098.0,M2601
2025-06-18,1.986,3062.0,3062.0,M2509,3095.0,M2601
2025-06-19,1.998,3077.0,3077.0,M2509,3104.0,M2601
2025-06-20,1.989,3067.0,3067.0,M2509,3097.0,M2601
2025-06-23,1.97,3037.0,3037.0,M2509,3073.0,M2601
2025-06-24,1.968,3037.0,3037.0,M2509,3069.0,M2601
2025-06-25,1.942,2993.0,2993.0,M2509,3030.0,M2601
2025-06-26,1.912,2936.0,2936.0,M2509,2983.0,M2601
2025-06-27,1.92,2946.0,2946.0,M2509,2987.0,M2601
2025-06-30,1.925,2961.0,2961.0,M2509,2999.0,M2601
2025-07-01,1.924,2961.0,2961.0,M2509,3003.0,M2601
2025-07-02,1.918,2944.0,2944.0,M2509,2987.0,M2601
2025-07-03,1.927,2958.0,2958.0,M2509,3008.0,M2601
2025-07-04,1.928,2954.0,2954.0,M2509,3006.0,M2601
2025-07-07,1.923,2937.0,2937.0,M2509,2992.0,M2601
2025-07-08,1.924,2935.0,2935.0,M2509,2989.0,M2601
2025-07-09,1.929,2947.0,2947.0,M2509,2997.0,M2601
2025-07-10,1.929,2954.0,2954.0,M2509,2993.0,M2601
2025-07-11,1.938,2976.0,2976.0,M2509,3015.0,M2601
2025-07-14,1.946,2992.0,2992.0,M2509,3021.0,M2601
2025-07-15,1.938,2978.0,2978.0,M2509,3015.0,M2601
2025-07-16,1.937,2977.0,2977.0,M2509,3011.0,M2601
2025-07-17,1.966,3029.0,3029.0,M2509,3054.0,M2601
2025-07-18,1.981,3056.0,3056.0,M2509,3078.0,M2601
2025-07-21,1.989,3069.0,3069.0,M2509,3087.0,M2601
2025-07-22,1.998,3086.0,3086.0,M2509,3104.0,M2601
2025-07-23,2.005,3095.0,3095.0,M2509,3116.0,M2601
2025-07-24,1.964,3025.0,3025.0,M2509,3059.0,M2601
2025-07-25,1.958,3021.0,3021.0,M2509,3059.0,M2601
2025-07-28,1.943,2990.0,2990.0,M2509,3041.0,M2601
2025-07-29,1.939,2983.0,2983.0,M2509,3028.0,M2601
2025-07-30,1.958,3010.0,3010.0,M2509,3049.0,M2601
2025-07-31,1.949,3000.0,3000.0,M2509,3036.0,M2601
2025-08-01,1.955,3010.0,3010.0,M2509,3037.0,M2601
2025-08-04,1.962,3055.0,3024.0,M2509,3055.0,M2601
2025-08-05,1.966,3065.0,3023.0,M2509,3065.0,M2601
2025-08-06,1.97,3072.0,3026.0,M2509,3072.0,M2601
2025-08-07,1.975,3078.0,3031.0,M2509,3078.0,M2601
2025-08-08,1.984,3094.0,3045.0,M2509,3094.0,M2601
2025-08-11,1.969,3072.0,3019.0,M2509,3072.0,M2601
2025-08-12,1.984,3091.0,3038.0,M2509,3091.0,M2601
2025-08-13,2.026,3163.0,3106.0,M2509,3163.0,M2601
2025-08-14,2.02,3157.0,3100.0,M2509,3157.0,M2601
2025-08-15,2.011,3137.0,3083.0,M2509,3137.0,M2601
2025-08-18,2.023,3155.0,3100.0,M2509,3155.0,M2601
2025-08-19,2.03,3161.0,3113.0,M2509,3161.0,M2601
2025-08-20,2.026,3160.0,3116.0,M2509,3160.0,M2601
2025-08-21,1.997,3113.0,3070.0,M2509,3113.0,M2601
2025-08-22,1.98,3088.0,3041.0,M2509,3088.0,M2601
2025-08-25,2.001,3117.0,3061.0,M2509,3117.0,M2601
2025-08-26,1.986,3081.0,3031.0,M2509,3081.0,M2601
2025-08-27,1.986,3045.0,2992.0,M2509,3045.0,M2601
2025-08-28,1.987,3039.0,2989.0,M2509,3039.0,M2601
2025-08-29,1.992,3055.0,3022.0,M2509,3055.0,M2601
2025-09-01,2.005,3054.0,3004.0,M2509,3054.0,M2601
2025-09-02,1.992,3050.0,3006.0,M2509,3050.0,M2601
2025-09-03,2.015,3066.0,3020.0,M2509,3066.0,M2601
2025-09-04,1.983,3048.0,2997.0,M2509,3048.0,M2601
2025-09-05,1.994,3067.0,2994.0,M2509,3067.0,M2601
2025-09-08,2.005,3081.0,3022.0,M2509,3081.0,M2601
2025-09-09,2.015,3075.0,,M2509,3075.0,M2601
2025-09-10,2.003,3066.0,,M2509,3066.0,M2601
2025-09-11,2.005,3088.0,3031.0,M2509,3088.0,M2601
2025-09-12,2.009,3079.0,3031.0,M2509,3079.0,M2601
2025-09-15,1.988,3042.0,,M2509,3042.0,M2601
2025-09-16,1.988,3041.0,,M2509,3041.0,M2601
2025-09-17,1.983,3002.0,,M2509,3002.0,M2601
2025-09-18,1.98,2993.0,,M2509,2993.0,M2601
2025-09-19,1.991,3014.0,,M2509,3014.0,M2601
2025-09-22,1.985,3034.0,,M2509,3034.0,M2601
2025-09-23,1.942,2928.0,,M2509,2928.0,M2601
2025-09-24,1.952,2930.0,,M2509,2930.0,M2601
2025-09-25,1.961,2967.0,,M2509,2967.0,M2601
2025-09-26,1.948,2937.0,,M2509,2937.0,M2601
2025-09-29,1.938,2933.0,,M2509,2933.0,M2601
2025-09-30,1.938,2928.0,,M2509,2928.0,M2601
2025-10-09,1.943,2939.0,2939.0,M2601,2755.0,M2605
2025-10-10,1.939,2922.0,2922.0,M2601,2754.0,M2605
2025-10-13,1.951,2932.0,2932.0,M2601,2746.0,M2605
2025-10-14,1.938,2902.0,2902.0,M2601,2728.0,M2605
2025-10-15,1.938,2917.0,2917.0,M2601,2740.0,M2605
2025-10-16,1.942,2907.0,2907.0,M2601,2742.0,M2605
2025-10-17,1.92,2868.0,2868.0,M2601,2713.0,M2605
2025-10-20,1.928,2895.0,2895.0,M2601,2736.0,M2605
2025-10-21,1.935,2889.0,2889.0,M2601,2743.0,M2605
2025-10-22,1.935,2885.0,2885.0,M2601,2743.0,M2605
2025-10-23,1.96,2938.0,2938.0,M2601,2770.0,M2605
2025-10-24,1.955,2933.0,2933.0,M2601,2768.0,M2605
2025-10-27,1.97,2932.0,2932.0,M2601,2791.0,M2605
2025-10-28,1.969,2975.0,2975.0,M2601,2795.0,M2605
2025-10-29,1.962,2969.0,2969.0,M2601,2803.0,M2605
2025-10-30,1.951,2994.0,2994.0,M2601,2799.0,M2605
2025-10-31,1.958,3021.0,3021.0,M2601,2813.0,M2605
2025-11-03,1.964,3026.0,3026.0,M2601,2829.0,M2605
2025-11-04,1.952,3015.0,3015.0,M2601,2818.0,M2605
2025-11-05,1.984,3073.0,3073.0,M2601,2824.0,M2605
2025-11-06,1.976,3068.0,3068.0,M2601,2827.0,M2605
2025-11-07,1.974,3058.0,3058.0,M2601,2810.0,M2605
2025-11-10,1.976,3063.0,3063.0,M2601,2829.0,M2605
2025-11-11,1.972,3054.0,3054.0,M2601,2836.0,M2605
2025-11-12,1.975,3059.0,3059.0,M2601,2850.0,M2605
2025-11-13,1.98,3071.0,3071.0,M2601,2852.0,M2605
2025-11-14,1.998,3092.0,3092.0,M2601,2848.0,M2605
2025-11-17,1.968,3043.0,3043.0,M2601,2814.0,M2605
2025-11-18,2.016,3041.0,3041.0,M2601,2832.0,M2605
2025-11-19,1.984,3022.0,3022.0,M2601,2824.0,M2605
2025-11-20,1.982,3017.0,3017.0,M2601,2811.0,M2605
2025-11-21,1.977,3012.0,3012.0,M2601,2803.0,M2605
2025-11-24,2.006,3011.0,3011.0,M2601,2815.0,M2605
2025-11-25,2.011,3013.0,3013.0,M2601,2820.0,M2605
2025-11-26,2.002,3015.0,3015.0,M2601,2826.0,M2605
2025-11-27,2.026,3055.0,3055.0,M2601,2838.0,M2605
2025-11-28,2.024,2845.0,3044.0,M2601,2845.0,M2605
2025-12-01,1.973,2835.0,3039.0,M2601,2835.0,M2605
2025-12-02,1.969,2848.0,3045.0,M2601,2848.0,M2605
2025-12-03,1.969,2847.0,3046.0,M2601,2847.0,M2605
2025-12-04,1.964,2833.0,3040.0,M2601,2833.0,M2605
2025-12-05,1.956,2821.0,3036.0,M2601,2821.0,M2605
2025-12-08,1.951,2778.0,3030.0,M2601,2778.0,M2605
2025-12-09,1.942,2763.0,3008.0,M2601,2763.0,M2605
2025-12-10,1.949,2754.0,3044.0,M2601,2754.0,M2605
2025-12-11,1.942,2750.0,3075.0,M2601,2750.0,M2605
2025-12-12,1.955,2770.0,3083.0,M2601,2770.0,M2605
2025-12-15,1.951,2758.0,3090.0,M2601,2758.0,M2605
2025-12-16,1.96,2777.0,3092.0,M2601,2777.0,M2605
2025-12-17,1.946,2756.0,3068.0,M2601,2756.0,M2605
2025-12-18,1.942,2747.0,3050.0,M2601,2747.0,M2605
2025-12-19,1.948,2735.0,3043.0,M2601,2735.0,M2605
2025-12-22,1.946,2741.0,3052.0,M2601,2741.0,M2605
2025-12-23,1.95,2745.0,3047.0,M2601,2745.0,M2605
2025-12-24,1.956,2728.0,3038.0,M2601,2728.0,M2605
2025-12-25,1.957,2760.0,3075.0,M2601,2760.0,M2605
2025-12-26,1.974,2790.0,3106.0,M2601,2790.0,M2605
2025-12-29,1.976,2774.0,3092.0,M2601,2774.0,M2605
2025-12-30,1.964,2778.0,3094.0,M2601,2778.0,M2605
2025-12-31,1.949,2749.0,3115.0,M2601,2749.0,M2605
2026-01-05,1.956,2754.0,3119.0,M2601,2754.0,M2605
2026-01-06,1.961,2776.0,3150.0,M2601,2776.0,M2605
2026-01-07,1.984,2811.0,3171.0,M2601,2811.0,M2605
2026-01-08,1.972,2782.0,3146.0,M2601,2782.0,M2605
2026-01-09,1.984,2786.0,3055.0,M2601,2786.0,M2605
2026-01-12,1.974,2790.0,3124.0,M2601,2790.0,M2605
2026-01-13,1.976,2761.0,3154.0,M2601,2761.0,M2605
2026-01-14,1.969,2751.0,,M2601,2751.0,M2605
2026-01-15,1.968,2740.0,,M2601,2740.0,M2605
2026-01-16,1.959,2727.0,3133.0,M2601,2727.0,M2605
2026-01-19,1.961,2727.0,,M2601,2727.0,M2605
2026-01-20,1.958,2736.0,,M2601,2736.0,M2605
2026-01-21,1.956,2725.0,,M2601,2725.0,M2605
2026-01-22,1.972,2768.0,,M2601,2768.0,M2605
2026-01-23,1.966,2751.0,,M2601,2751.0,M2605
2026-01-26,1.975,2769.0,,M2601,2769.0,M2605
2026-01-27,1.97,2766.0,,M2601,2766.0,M2605
2026-01-28,1.985,2782.0,,M2601,2782.0,M2605
2026-01-29,2.009,2802.0,,M2601,2802.0,M2605
2026-01-30,1.982,2767.0,,M2601,2767.0,M2605
2026-02-02,1.974,2750.0,2750.0,M2605,2852.0,M2609
2026-02-03,1.971,2727.0,2727.0,M2605,2841.0,M2609
2026-02-04,1.975,2723.0,2723.0,M2605,2839.0,M2609
2026-02-05,1.98,2731.0,2731.0,M2605,2854.0,M2609
2026-02-06,1.982,2735.0,2735.0,M2605,2858.0,M2609
2026-02-09,1.985,2729.0,2729.0,M2605,2857.0,M2609
2026-02-10,1.975,2734.0,2734.0,M2605,2858.0,M2609
2026-02-11,1.987,2773.0,2773.0,M2605,2888.0,M2609
2026-02-12,1.989,2790.0,2790.0,M2605,2898.0,M2609
2026-02-13,2.0,2800.0,2800.0,M2605,2906.0,M2609
2026-02-24,2.001,2781.0,2781.0,M2605,2890.0,M2609
2026-02-25,2.02,2831.0,2831.0,M2605,2936.0,M2609
2026-02-26,2.017,2834.0,2834.0,M2605,2951.0,M2609
2026-02-27,2.017,2833.0,2833.0,M2605,2951.0,M2609
2026-03-02,2.034,2826.0,2826.0,M2605,2952.0,M2609
2026-03-03,2.051,2836.0,2836.0,M2605,2956.0,M2609
2026-03-04,2.102,2829.0,2829.0,M2605,2944.0,M2609
2026-03-05,2.061,2843.0,2843.0,M2605,2955.0,M2609
2026-03-06,2.126,2915.0,2915.0,M2605,3003.0,M2609
2026-03-09,2.232,2995.0,2995.0,M2605,3049.0,M2609
2026-03-10,2.179,2973.0,2973.0,M2605,3022.0,M2609
2026-03-11,2.244,3068.0,3068.0,M2605,3054.0,M2609
2026-03-12,2.232,3054.0,3054.0,M2605,3050.0,M2609
2026-03-13,2.321,3128.0,3128.0,M2605,3026.0,M2609
2026-03-16,2.262,3071.0,3071.0,M2605,3037.0,M2609
2026-03-17,2.25,3070.0,3070.0,M2605,3023.0,M2609
2026-03-18,2.251,3036.0,3036.0,M2605,3004.0,M2609
2026-03-19,2.244,3042.0,3042.0,M2605,3009.0,M2609
2026-03-20,2.205,3029.0,3029.0,M2605,3055.0,M2609
2026-03-23,2.23,3007.0,3007.0,M2605,3050.0,M2609
2026-03-24,2.242,2961.0,2961.0,M2605,3022.0,M2609
2026-03-25,2.159,2932.0,2932.0,M2605,3007.0,M2609
2026-03-26,2.161,2952.0,2952.0,M2605,3030.0,M2609
2026-03-27,2.122,2937.0,2937.0,M2605,3023.0,M2609
2026-03-30,2.135,2937.0,2937.0,M2605,3003.0,M2609
2026-03-31,2.07,2915.0,2915.0,M2605,2988.0,M2609
2026-04-01,2.041,2875.0,2875.0,M2605,2962.0,M2609
2026-04-02,2.079,2964.0,2869.0,M2605,2964.0,M2609
2026-04-03,2.058,2949.0,2843.0,M2605,2949.0,M2609
2026-04-07,2.055,2963.0,2843.0,M2605,2963.0,M2609
2026-04-08,2.041,2962.0,2835.0,M2605,2962.0,M2609
2026-04-09,2.075,2971.0,2847.0,M2605,2971.0,M2609
2026-04-10,2.082,2977.0,2844.0,M2605,2977.0,M2609
2026-04-13,2.128,2980.0,2850.0,M2605,2980.0,M2609
2026-04-14,2.111,2977.0,2844.0,M2605,2977.0,M2609
2026-04-15,2.097,2977.0,2842.0,M2605,2977.0,M2609
2026-04-16,2.111,2991.0,2851.0,M2605,2991.0,M2609
2026-04-17,2.094,2958.0,2824.0,M2605,2958.0,M2609
2026-04-20,2.091,2967.0,2826.0,M2605,2967.0,M2609
2026-04-21,2.127,2978.0,2818.0,M2605,2978.0,M2609
2026-04-22,2.169,3026.0,2859.0,M2605,3026.0,M2609
2026-04-23,2.156,2994.0,2834.0,M2605,2994.0,M2609
2026-04-24,2.125,2984.0,2827.0,M2605,2984.0,M2609
2026-04-27,2.152,2993.0,2832.0,M2605,2993.0,M2609
2026-04-28,2.159,3006.0,2853.0,M2605,3006.0,M2609
2026-04-29,2.165,3020.0,2868.0,M2605,3020.0,M2609
2026-04-30,2.162,3021.0,2829.0,M2605,3021.0,M2609
2026-05-06,2.159,3007.0,2820.0,M2605,3007.0,M2609
2026-05-07,2.132,2988.0,2782.0,M2605,2988.0,M2609
2026-05-08,2.143,3003.0,2780.0,M2605,3003.0,M2609
