variant,date,position_before,fraction_before,position,holding_fraction,trade_target,trade_fraction,best_candidate,best_candidate_score,raw_best_candidate,raw_best_score,score_derisk_active,score_derisk_asset,target_vol_scale,overheat_scale,final_exposure_after_overheat,overheat_on,nav,raw_score_159915.SZ,raw_score_159941.SZ,raw_score_518880.SH
baseline_score_lt_5_second_best_half_entry,2026-05-08,159941.SZ,0.5,159915.SZ,0.5,159915.SZ,0.5,159915.SZ,4.166212626476979,,,False,,1.132423368018126,1.0,0.566211684009063,False,54.17203761276186,4.166212626476979,,
score_over5_hold_half_full_restore,2026-05-08,159941.SZ,1.0,159941.SZ,0.5,159941.SZ,0.5,159941.SZ,5.409145282796129,159941.SZ,5.409145282796129,True,159941.SZ,0.8258912318290764,1.0,0.4129456159145382,False,53.34740017944838,4.166212626476979,5.409145282796129,-0.24825515821807098
score_over5_hold_half_half_reentry,2026-05-08,159941.SZ,0.5,159941.SZ,0.5,,,159941.SZ,5.409145282796129,159941.SZ,5.409145282796129,True,159941.SZ,0.9068578001357994,1.0,0.4534289000678997,False,58.13114491473535,4.166212626476979,5.409145282796129,-0.24825515821807098
