date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,trade_blocked_by_stale_price,blocked_trade_target,stale_price_trade_assets,asset_return,gross_return,asset_component,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,price_ffill_159915.SZ,price_ffill_159941.SZ,price_ffill_513030.SH,price_ffill_513520.SH,price_ffill_159985.SZ,price_ffill_518880.SH,score_159915.SZ,score_159941.SZ,score_513030.SH,score_513520.SH,score_159985.SZ,score_518880.SH,r2_159915.SZ,r2_159941.SZ,r2_513030.SH,r2_513520.SH,r2_159985.SZ,r2_518880.SH,buffer_blocked_count,target_vol_input_return,target_vol_input_nav,base_gross_return,base_return,base_nav,base_turnover,base_cost,virtual_base_realized_vol,realized_vol,base_position_before,base_position_next,actual_position_before,actual_position_next,target_vol_scale_effective,target_vol_scale_next,weight,overheat_scale_effective,overheat_scale_next,overheat_scale,exposure_effective,final_exposure,final_exposure_after_overheat,drifted_exposure_before_trade,rebalance_delta,buy_delta,sell_delta,effective_trade_count,target_vol,vol_window,max_lev,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_recovery_mode,overheat_on,overheat_on_effective,overheat_triggered,overheat_recovered,overheat_feature_missing,overheat_tc,nav_before_overheat,return_before_overheat,overheat_bias,overheat_bias_mom,overheat_same_side,base_position,base_fraction_before,base_holding_fraction,base_trade_target,base_trade_fraction,base_pending_entry_target,base_pending_entry_since,base_pending_entry_days,base_staged_initial,base_fill_on_down_day,actual_entry_state,actual_pending_target,actual_pending_since,actual_pending_days,actual_staged_initial,actual_fill_on_down_day,actual_staged_initial_count,actual_staged_fill_count,staged_entry_event_count
2017-06-28,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,0.5034704662327771,0.5034704662327771,False,False,,,-0.0068728522336769515,-0.010309278350515427,-0.0068728522336769515,0.005208333333333259,5.2083333333332595e-06,-0.010314432989690592,1.8504817781943825,119,0,False,0,0,False,False,False,False,False,False,0.5034704662327771,,,,,,0.6039094751309122,0.3500652695189206,0.17576212249888834,,,0.5105032091507646,0,-0.0068728522336769515,1.782867236842588,-0.0068728522336769515,-0.0068728522336769515,1.782867236842588,0.0,0.0,0.12714361085720505,0.12714361085720505,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5052083333333333,-0.005208333333333259,0.0,0.005208333333333259,790,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8504817781943825,,,,,,,,,,,,,,,,,,,,,,,
2017-06-29,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,0.45279059053021764,0.45279059053021764,False,False,,,0.0046136101499423265,0.00692041522491349,0.0046136101499423265,0.0034364261168384758,3.436426116838476e-06,0.006916955017301163,1.8632814774144886,119,0,False,0,0,False,False,False,False,False,False,0.45279059053021764,,,,,,0.5724886967574802,0.3979966432141586,0.12310475241927565,,,0.5677628470959362,0,0.0046136101499423265,1.7910926912224845,0.0046136101499423265,0.0046136101499423265,1.7910926912224845,0.0,0.0,0.1274038048426312,0.1274038048426312,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4965635738831615,0.0034364261168384758,0.0034364261168384758,0.0,791,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8632814774144886,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,0.42231904592935265,0.42231904592935265,False,False,,,0.003444316877152742,0.005166475315729113,0.003444316877152742,0.0025699600228441533,2.5699600228441535e-06,0.005163892078071219,1.8729032618749262,119,0,False,0,0,False,False,False,False,False,False,0.42231904592935265,,,,,,0.5667149508197897,0.48530910945391126,0.20817839850040798,,,0.6379546382819792,0,0.003444316877152742,1.797261782007407,0.003444316877152742,0.003444316877152742,1.797261782007407,0.0,0.0,0.1274176678656837,0.1274176678656837,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4974300399771558,0.0025699600228441533,0.0025699600228441533,0.0,792,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8729032618749262,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,0.43727179026514107,0.43727179026514107,False,False,,,0.009153318077803174,0.013729977116704761,0.009153318077803174,0.006772009029345272,6.772009029345272e-06,0.013723112128146475,1.898605323342807,119,0,False,0,0,False,False,False,False,False,False,0.43727179026514107,,,,,,0.6007519330708634,0.5459569181061212,0.3036580234546623,,,0.6938307789814961,0,0.009153318077803174,1.8137126907672,0.009153318077803174,0.009153318077803174,1.8137126907672,0.0,0.0,0.12796953546455547,0.12796953546455547,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4932279909706547,0.006772009029345272,0.006772009029345272,0.0,793,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.898605323342807,,,,,,,,,,,,,,,,,,,,,,,
2017-07-04,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,0.40272848592439825,0.40272848592439825,False,False,,,-0.005102040816326592,-0.007653061224489888,-0.005102040816326592,0.003856041131105492,3.856041131105492e-06,-0.007656887755102093,1.8840679154907318,119,0,False,0,0,False,False,False,False,False,False,0.40272848592439825,,,,,,0.597501905943731,0.5939753544622577,0.4039875699134212,,,0.7291486514840884,0,-0.005102040816326592,1.8044590545898163,-0.005102040816326592,-0.005102040816326592,1.8044590545898163,0.0,0.0,0.12797480104716355,0.12797480104716355,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5038560411311055,-0.003856041131105492,0.0,0.003856041131105492,794,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8840679154907318,,,,,,,,,,,,,,,,,,,,,,,
2017-07-05,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,0.38304053564594853,0.38304053564594853,False,False,,,0.0034188034188034067,0.00512820512820511,0.0034188034188034067,0.0025510204081633514,2.5510204081633513e-06,0.005125641025641059,1.8937249712934652,119,0,False,0,0,False,False,False,False,False,False,0.38304053564594853,,,,,,0.6144703993945617,0.6306391012180919,0.45693369825451635,,,0.7722769740329019,0,0.0034188034188034067,1.8106281453747386,0.0034188034188034067,0.0034188034188034067,1.8106281453747386,0.0,0.0,0.12765068201331925,0.12765068201331925,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4974489795918366,0.0025510204081633514,0.0025510204081633514,0.0,795,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8937249712934652,,,,,,,,,,,,,,,,,,,,,,,
2017-07-06,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,0.329279433659206,0.329279433659206,False,False,,,-0.004542873367404887,-0.006814310051107331,-0.004542873367404887,0.0034305317324185847,3.4305317324185846e-06,-0.0068177172061328895,1.8808140899729942,119,0,False,0,0,False,False,False,False,False,False,0.329279433659206,,,,,,0.5901758072721751,0.6460373579133083,0.49963508481508223,,,0.8051044503245214,0,-0.004542873367404887,1.802402690994842,-0.004542873367404887,-0.004542873367404887,1.802402690994842,0.0,0.0,0.1270956697483157,0.1270956697483157,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5034305317324186,-0.0034305317324185847,0.0,0.0034305317324185847,796,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8808140899729942,,,,,,,,,,,,,,,,,,,,,,,
2017-07-07,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,0.2760148592385341,0.2760148592385341,False,False,,,-0.0017113519680547196,-0.0025670279520820793,-0.0017113519680547196,0.0012868172719475712,1.2868172719475713e-06,-0.002568311466058182,1.8759835735801926,119,0,False,0,0,False,False,False,False,False,False,0.2760148592385341,,,,,,0.5365559470317747,0.6717082336745377,0.5637055876126671,,,0.830674136474445,0,-0.0017113519680547196,1.799318145602381,-0.0017113519680547196,-0.0017113519680547196,1.799318145602381,0.0,0.0,0.12713790983801848,0.12713790983801848,159915.SZ,159915.SZ,159915.SZ,159915.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5012868172719476,-0.0012868172719475712,0.0,0.0012868172719475712,797,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8759835735801926,,,,,,,,,,,,,,,,,,,,,,,
2017-07-10,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,CASH,0.0,,,0,CASH,0.0,False,False,CASH,,,False,False,,,-0.01942857142857146,-0.029142857142857193,-0.01942857142857146,1.515008828722778,0.001515008828722778,-0.030613714285714244,1.8185527484539155,120,0,False,0,0,False,False,False,False,False,False,,,,,,,0.12258271222438666,0.6631811676538706,0.5872630808530783,,,0.8364460503489246,0,-0.020409142857142903,1.7625956045233326,-0.01942857142857146,-0.020409142857142903,1.7625956045233326,1.0,0.001,0.1306254514403032,0.1306254514403032,159915.SZ,CASH,159915.SZ,CASH,1.5,1.5,1.5,1.0,1.0,1.0,1.5,0.0,0.0,1.515008828722778,-1.515008828722778,0.0,1.515008828722778,798,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8185527484539155,,,,,,,,,,,,,,,,,,,,,,,
2017-07-11,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8185527484539155,120,0,False,0,0,False,False,False,False,False,False,,,,,,,0.003745298334951075,0.6280316234116596,0.5584255871501127,,,0.8533868444849682,0,0.0,1.7625956045233326,0.0,0.0,1.7625956045233326,0.0,0.0,0.12987033934977357,0.12987033934977357,CASH,CASH,CASH,CASH,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8185527484539155,,,,,,,,,,,,,,,,,,,,,,,
2017-07-12,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8185527484539155,120,0,False,0,0,False,False,False,False,False,False,,,,,,,0.08371223548583162,0.5310579992510946,0.46634715463759036,,,0.8569883228301334,0,0.0,1.7625956045233326,0.0,0.0,1.7625956045233326,0.0,0.0,0.12986704606165672,0.12986704606165672,CASH,CASH,CASH,CASH,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8185527484539155,,,,,,,,,,,,,,,,,,,,,,,
2017-07-13,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8185527484539155,120,0,False,0,0,False,False,False,False,False,False,,,,,,,0.22051364447488309,0.29808795056983195,0.0731997775022184,,,0.8362674000156685,0,0.0,1.7625956045233326,0.0,0.0,1.7625956045233326,0.0,0.0,0.12974205805011796,0.12974205805011796,CASH,CASH,CASH,CASH,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8185527484539155,,,,,,,,,,,,,,,,,,,,,,,
2017-07-14,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8185527484539155,120,0,False,0,0,False,False,False,False,False,False,,,,,,,0.369057344432842,0.16173699165870292,0.0004299755837682273,,,0.8317165493376506,0,0.0,1.7625956045233326,0.0,0.0,1.7625956045233326,0.0,0.0,0.12778370377698192,0.12778370377698192,CASH,CASH,CASH,CASH,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8185527484539155,,,,,,,,,,,,,,,,,,,,,,,
2017-07-17,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8185527484539155,120,0,False,0,0,False,False,False,False,False,False,,,,,,,0.4244379696901488,0.0581586028788349,0.029787223993630207,,,0.7478027664946045,0,0.0,1.7625956045233326,0.0,0.0,1.7625956045233326,0.0,0.0,0.12706014028208032,0.12706014028208032,CASH,CASH,CASH,CASH,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8185527484539155,,,,,,,,,,,,,,,,,,,,,,,
2017-07-18,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8185527484539155,120,0,False,0,0,False,False,False,False,False,False,,,,,,,0.5268464780757085,0.015338375832837592,0.05297934920780922,,,0.5898529749974017,0,0.0,1.7625956045233326,0.0,0.0,1.7625956045233326,0.0,0.0,0.1270125696592331,0.1270125696592331,CASH,CASH,CASH,CASH,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8185527484539155,,,,,,,,,,,,,,,,,,,,,,,
2017-07-19,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8185527484539155,120,0,False,0,0,False,False,False,False,False,False,,,,,,,0.6131799094259426,0.004067150628053295,0.07134581633857917,,,0.43512976894824873,0,0.0,1.7625956045233326,0.0,0.0,1.7625956045233326,0.0,0.0,0.1231778429693199,0.1231778429693199,CASH,CASH,CASH,CASH,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8185527484539155,,,,,,,,,,,,,,,,,,,,,,,
2017-07-20,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8185527484539155,120,0,False,0,0,False,False,False,False,False,False,,,,,,,0.6812593249160851,0.08144667012049567,0.0951974110301943,,,0.3023491903143952,0,0.0,1.7625956045233326,0.0,0.0,1.7625956045233326,0.0,0.0,0.12290199489888885,0.12290199489888885,CASH,CASH,CASH,CASH,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8185527484539155,,,,,,,,,,,,,,,,,,,,,,,
2017-07-21,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,False,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8185527484539155,120,0,False,0,0,False,False,False,False,False,False,,,,,,,0.7333285450720133,0.19177099418695553,0.15964070118078344,,,0.12861135948036562,0,0.0,1.7625956045233326,0.0,0.0,1.7625956045233326,0.0,0.0,0.12249052125356374,0.12249052125356374,CASH,CASH,CASH,CASH,1.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8185527484539155,,,,,,,,,,,,,,,,,,,,,,,
2017-07-24,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,159941.SZ,1.0,,,0,159941.SZ,1.0,False,False,159941.SZ,0.42007871575744526,,False,False,,,0.0,0.0,0.0,1.5,0.0015,-0.0014999999999999458,1.8158249193312346,121,0,False,0,0,False,False,False,False,False,False,,0.42007871575744526,,,,,0.762346225660374,0.30403626742241785,0.10169915646250693,,,0.024730157192644153,0,-0.0010000000000000009,1.7608330089188093,0.0,-0.0010000000000000009,1.7608330089188093,1.0,0.001,0.12249146759517604,0.12249146759517604,CASH,159941.SZ,CASH,159941.SZ,1.5,1.5,1.5,1.0,1.0,1.0,0.0,1.5,1.5,0.0,1.5,1.5,0.0,799,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8158249193312346,,,,,,,,,,,,,,,,,,,,,,,
2017-07-25,1.0,v1_0_original_full_entry,full_entry_baseline,159941.SZ,1.0,159941.SZ,1.0,,,0,,,False,False,159941.SZ,0.5342908181966066,0.5342908181966066,False,False,,,0.0030674846625766694,0.004601226993865004,0.0030674846625766694,0.0022900763358779663,2.2900763358779663e-06,0.0045989263803680736,1.8241757644548766,121,0,False,0,0,False,False,False,False,False,False,,0.5342908181966066,,,,,0.7771045571162702,0.4339754634147269,0.050128619097813965,,,0.0033184911868200384,0,0.0030674846625766694,1.7662343371670266,0.0030674846625766694,0.0030674846625766694,1.7662343371670266,0.0,0.0,0.1221866225723227,0.1221866225723227,159941.SZ,159941.SZ,159941.SZ,159941.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.497709923664122,0.0022900763358779663,0.0022900763358779663,0.0,800,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8241757644548766,,,,,,,,,,,,,,,,,,,,,,,
2017-07-26,1.0,v1_0_original_full_entry,full_entry_baseline,159941.SZ,1.0,159941.SZ,1.0,,,0,,,False,False,159941.SZ,0.60448282373492,0.60448282373492,False,False,,,-0.003058103975535187,-0.00458715596330278,-0.003058103975535187,0.0023041474654377225,2.3041474654377227e-06,-0.004589449541284596,1.8158038018294766,121,0,False,0,0,False,False,False,False,False,False,,0.60448282373492,,,,,0.7919111639717197,0.5348114722048138,0.025710913535329505,,,0.027990517865712383,0,-0.003058103975535187,1.7608330089188093,-0.003058103975535187,-0.003058103975535187,1.7608330089188093,0.0,0.0,0.12086073402654245,0.12086073402654245,159941.SZ,159941.SZ,159941.SZ,159941.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5023041474654377,-0.0023041474654377225,0.0,0.0023041474654377225,801,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8158038018294766,,,,,,,,,,,,,,,,,,,,,,,
2017-07-27,1.0,v1_0_original_full_entry,full_entry_baseline,159941.SZ,1.0,159941.SZ,1.0,,,0,,,False,False,159941.SZ,0.7017017197024706,0.7017017197024706,False,False,,,0.006134969325153339,0.009202453987730008,0.006134969325153339,0.004559270516717229,4.5592705167172284e-06,0.009197852760736147,1.8325052978410892,121,0,False,0,0,False,False,False,False,False,False,,0.7017017197024706,,,,,0.630424609440574,0.6539836424672443,0.009693635648407528,,,0.14600451897689626,0,0.006134969325153339,1.7716356654152436,0.006134969325153339,0.006134969325153339,1.7716356654152436,0.0,0.0,0.12134343492906745,0.12134343492906745,159941.SZ,159941.SZ,159941.SZ,159941.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4954407294832828,0.004559270516717229,0.004559270516717229,0.0,802,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8325052978410892,,,,,,,,,,,,,,,,,,,,,,,
2017-07-28,1.0,v1_0_original_full_entry,full_entry_baseline,159941.SZ,1.0,159941.SZ,1.0,,,0,,,False,False,159941.SZ,0.6993936288985447,0.6993936288985447,False,False,,,-0.009146341463414642,-0.013719512195121963,-0.009146341463414642,0.006955177743431129,6.955177743431129e-06,-0.013726371951219396,1.8073516485203422,121,0,False,0,0,False,False,False,False,False,False,,0.6993936288985447,,,,0.22414088336404148,0.520656156701064,0.6950348315037054,0.0010877795959561842,,,0.2996371582736066,0,-0.009146341463414642,1.755431680670592,-0.009146341463414642,-0.009146341463414642,1.755431680670592,0.0,0.0,0.12235687585631375,0.12235687585631375,159941.SZ,159941.SZ,159941.SZ,159941.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5069551777434311,-0.006955177743431129,0.0,0.006955177743431129,803,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8073516485203422,,,,,,,,,,,,,,,,,,,,,,,
2017-07-31,1.0,v1_0_original_full_entry,full_entry_baseline,159941.SZ,1.0,159941.SZ,1.0,,,0,,,False,False,159941.SZ,0.6960015336697525,0.6960015336697525,False,False,,,0.003076923076922977,0.004615384615384466,0.003076923076922977,0.0022970903522203656,2.2970903522203655e-06,0.004613076923076775,1.8156891007020162,121,0,False,0,0,False,False,False,False,False,False,,0.6960015336697525,,,,0.296419903333645,0.39873773022743475,0.7336532394974169,0.008474620965660984,,,0.474289945691305,0,0.003076923076922977,1.7608330089188091,0.003076923076922977,0.003076923076922977,1.7608330089188091,0.0,0.0,0.12247416902971384,0.12247416902971384,159941.SZ,159941.SZ,159941.SZ,159941.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4977029096477796,0.0022970903522203656,0.0022970903522203656,0.0,804,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8156891007020162,,,,,,,,,,,,,,,,,,,,,,,
2017-08-01,1.0,v1_0_original_full_entry,full_entry_baseline,159941.SZ,1.0,159941.SZ,1.0,,,0,,,False,False,159941.SZ,0.6419062147605208,0.6419062147605208,False,False,,,-0.0030674846625766694,-0.004601226993865004,-0.0030674846625766694,0.0023112480739597707,2.3112480739597707e-06,-0.004603527607361935,1.8073305258005483,121,0,False,0,0,False,False,False,False,False,False,,0.6419062147605208,,,,0.35735612648009707,0.2888205178658565,0.712614594122567,0.023476849960656687,,,0.625730471076793,0,-0.0030674846625766694,1.7554316806705919,-0.0030674846625766694,-0.0030674846625766694,1.7554316806705919,0.0,0.0,0.12249032027943875,0.12249032027943875,159941.SZ,159941.SZ,159941.SZ,159941.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5023112480739598,-0.0023112480739597707,0.0,0.0023112480739597707,805,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8073305258005483,,,,,,,,,,,,,,,,,,,,,,,
2017-08-02,1.0,v1_0_original_full_entry,full_entry_baseline,159941.SZ,1.0,159941.SZ,1.0,,,0,,,False,False,159941.SZ,0.6096151378987318,0.6096151378987318,False,False,,,0.006153846153846176,0.009230769230769265,0.006153846153846176,0.004573170731707377,4.573170731707377e-06,0.009226153846153995,1.8240052352824345,121,0,False,0,0,False,False,False,False,False,False,,0.6096151378987318,,,,0.39284017986745323,0.2112023809075083,0.7110993381040314,0.01488304663520057,,,0.7331125081378795,0,0.006153846153846176,1.7662343371670264,0.006153846153846176,0.006153846153846176,1.7662343371670264,0.0,0.0,0.12297826656878676,0.12297826656878676,159941.SZ,159941.SZ,159941.SZ,159941.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4954268292682926,0.004573170731707377,0.004573170731707377,0.0,806,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8240052352824345,,,,,,,,,,,,,,,,,,,,,,,
2017-08-03,1.0,v1_0_original_full_entry,full_entry_baseline,159941.SZ,1.0,159941.SZ,1.0,,,0,,,False,False,159941.SZ,0.5220268573239386,0.5220268573239386,False,False,,,-0.006116207951070374,-0.00917431192660556,-0.006116207951070374,0.004629629629629539,4.629629629629539e-06,-0.009178899082568859,1.8072628753016997,121,0,False,0,0,False,False,False,False,False,False,,0.5220268573239386,,,,0.38492147590101533,0.11721427740083801,0.63906655381281,0.02071339183896559,,,0.7579860300078978,0,-0.006116207951070374,1.7554316806705919,-0.006116207951070374,-0.006116207951070374,1.7554316806705919,0.0,0.0,0.12343662946820981,0.12343662946820981,159941.SZ,159941.SZ,159941.SZ,159941.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5046296296296295,-0.004629629629629539,0.0,0.004629629629629539,807,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.8072628753016997,,,,,,,,,,,,,,,,,,,,,,,
2017-08-04,1.0,v1_0_original_full_entry,full_entry_baseline,159941.SZ,1.0,159941.SZ,1.0,,,0,,,False,False,159941.SZ,0.4090903881371739,0.4090903881371739,False,False,,,-0.003076923076923088,-0.004615384615384632,-0.003076923076923088,0.0023183925811438577,2.3183925811438577e-06,-0.004617692307692378,1.798917491424441,121,0,False,0,0,False,False,False,False,False,False,,0.4090903881371739,,,,0.39956685110636414,0.06294486490369622,0.5105253496191907,0.036778357618730384,,,0.8036438559627274,0,-0.003076923076923088,1.7500303524223746,-0.003076923076923088,-0.003076923076923088,1.7500303524223746,0.0,0.0,0.12298077152926314,0.12298077152926314,159941.SZ,159941.SZ,159941.SZ,159941.SZ,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.5023183925811439,-0.0023183925811438577,0.0,0.0023183925811438577,808,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.798917491424441,,,,,,,,,,,,,,,,,,,,,,,
2017-08-07,1.0,v1_0_original_full_entry,full_entry_baseline,159941.SZ,1.0,518880.SH,1.0,,,0,518880.SH,1.0,False,False,518880.SH,0.3488376277723,0.3407473166327091,False,False,,,0.006172839506172867,0.0092592592592593,0.006172839506172867,2.9954128440366974,0.0029954128440366976,0.006236111111111109,1.810135740780685,122,0,False,0,0,False,False,False,False,False,False,,0.3407473166327091,,,,0.3488376277723,0.012141526590483398,0.45258527766455214,0.012146855495231201,,,0.7159628932819071,0,0.004160493827160439,1.7573113429009712,0.006172839506172867,0.004160493827160439,1.7573113429009712,2.0,0.002,0.12191729283492946,0.12191729283492946,159941.SZ,518880.SH,159941.SZ,518880.SH,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.5,1.5,1.4954128440366972,0.004587155963302836,1.5,1.4954128440366972,809,0.25,80,1.5,,,1.0,,False,False,False,False,False,0.0,1.810135740780685,,,,,,,,,,,,,,,,,,,,,,,
